run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,HLT_PFMET120_PFMHT120_IDTight,HLT_PFMETNoMu120_PFMHTNoMu_IDTight,HLT_PFMET110_PFMHT110_IDTight,HLT_PFMET170_HBHECleaned,HLT_PFMET170_NotCleaned,HLT_PFHT800,HLT_PFHT900,HLT_IsoMu20,HLT_IsoMu24,HLT_IsoTkMu24,HLT_Mu50,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,generator_weight,generator_weight_status,MET_fraction,N_objects,S_event_proxy,high_MET,high_multiplicity,B_event,B_event_z
279975,93,65680892,47.7558,2.0903099999999997,65.8428,2.66322,0.985682,-18.087,7,2,0,66.7992,141.668,33.8896,32.9096,1,0,1,13.1536,0,0,0,0.540655,34,2067,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.4132733330448704,3,1.3862943611198906,0,0,-1.5607015084046334,-0.35438945105358627
279975,93,65534592,39.4009,1.21496,0.0,0.0,0.0,39.4009,8,0,0,0.0,127.124,28.371,16.04,0,0,0,0.0,2,0,0,0.8419270000000001,32,1975,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9752480761567193,0,0.0,0,0,-4.521392844680183,-1.0125895542903518
279975,93,65589882,70.5395,3.0754900000000003,112.353,2.11741,0.43382200000000004,-41.8138,10,3,2,258.985,375.10699999999997,136.826,72.7425,1,0,1,48.0623,4,0,0,0.8238719999999999,34,2235,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.21341685714674707,4,1.6094379124341003,0,0,1.739341856103707,0.37925301163474245
279975,93,66677946,90.92,2.0871,76.60300000000001,2.62067,0.260785,14.317,7,2,2,293.74,361.38800000000003,184.4,109.34,0,0,0,0.0,4,0,0,0.735193,28,2048,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.2357516983871804,2,1.0986122886681096,0,0,-0.05978868868989136,-0.020717054751587943
279975,93,66181440,164.762,1.76879,129.261,2.05366,1.0,35.5015,10,1,1,129.261,252.503,129.261,19.9424,0,0,0,0.0,5,1,0,0.8620530000000001,29,2354,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.5584717123749673,1,1.0986122886681096,0,0,1.8389396642810183,0.4013948968158327
279975,93,66463105,33.6091,-1.07221,0.0,0.0,0.0,33.6091,14,0,0,0.0,248.88299999999998,27.0458,23.8758,0,0,0,0.0,3,0,0,0.7952859999999999,31,2361,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9711058652204189,0,0.0,0,0,-4.637596305608277,-1.0384230915599129
279975,93,65361210,73.9955,0.169977,0.0,0.0,0.0,73.9955,4,0,0,0.0,62.8365,24.8171,14.3363,0,0,0,0.0,1,0,0,0.552415,24,1632,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9866658666186637,0,0.0,0,0,-3.8695315792990206,-0.8676723361686997
279975,93,66609409,103.059,-2.81429,51.0253,2.59688,0.43555900000000003,52.0339,11,2,1,117.149,263.715,75.74,41.4089,0,0,0,0.0,7,0,0,0.834211,42,2622,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.465891830313551,2,1.0986122886681096,0,0,-0.7728153307271936,-0.17923212981169137
279975,93,65343360,85.8715,-1.68155,87.8654,-2.5485599999999997,0.564159,-1.99393,10,2,1,155.746,297.872,118.426,37.3197,1,0,1,11.1723,2,1,0,0.898759,30,2122,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.3539377827238348,3,1.6094379124341003,0,0,2.304749728681896,0.5049505186805117
279975,93,65806462,70.6197,0.45798599999999995,75.0629,1.19947,0.614039,-4.4432,13,2,1,122.245,297.305,90.2124,32.0322,0,0,0,0.0,5,0,0,0.753897,38,2174,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.3642731245038421,2,1.0986122886681096,0,0,-1.648434059739085,-0.3738935356699188
279975,93,65436672,93.396,2.55799,49.5913,2.8776200000000003,1.0,43.8047,8,1,0,49.5913,134.561,49.5913,16.9916,0,0,0,0.0,2,0,0,0.564513,32,2319,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.6486405398253874,1,0.6931471805599453,0,0,-2.7360416425454863,-0.6156828145836722
279975,93,65366975,15.0629,2.01525,61.5797,-0.0728079,1.0,-46.5168,8,1,1,61.5797,170.567,61.5797,26.2467,0,0,0,0.0,3,0,0,0.700226,32,2161,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.19400303441667333,1,0.6931471805599453,0,0,-4.679644086713646,-1.047770858929424
279975,93,65896897,44.118,0.83247,0.0,0.0,0.0,44.118,15,0,0,0.0,255.085,27.0145,25.9884,0,0,0,0.0,5,2,1,0.973399,45,3033,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9778358969812492,0,1.0986122886681096,0,0,0.7468353975685816,0.15860594671889572
279975,93,66877245,33.0745,0.285787,0.0,0.0,0.0,33.0745,5,0,0,0.0,77.9109,21.3721,20.834,0,0,0,0.0,0,0,0,0.528963,28,1940,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,0,0.970652540756284,0,0.0,0,0,-4.64854719279237,-1.0408576158842795
279975,93,65769024,69.2536,-0.8286030000000001,25.237,-0.537145,0.29282600000000003,44.0166,11,2,1,86.1842,215.515,55.691,30.4932,0,0,0,0.0,4,0,0,0.637133,34,2061,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.44269096088029875,2,1.0986122886681096,0,0,-1.5922807639986591,-0.3614099293579121
279975,93,66279931,20.0791,2.65928,36.7472,2.36655,0.244319,-16.6682,7,2,2,150.407,248.861,93.4776,56.9291,0,1,1,36.5133,2,0,0,0.554388,30,2365,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.11708879028679291,3,1.3862943611198906,0,0,-0.9313917028055646,-0.2144857150787715
279975,93,65670523,127.98,-2.12426,242.36700000000002,-2.72258,0.9315049999999999,-114.387,11,4,2,260.188,375.684,107.97200000000001,69.6443,0,0,0,0.0,2,0,0,0.782766,33,2127,7,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.3288554043497924,4,1.6094379124341003,0,0,2.752854367436316,0.6045699946708933
279975,93,66656639,67.2977,-2.00943,74.6451,1.9759799999999998,1.0,-7.34745,11,1,1,74.6451,233.497,74.6451,21.9116,0,0,0,0.0,0,0,0,0.5417310000000001,40,2511,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.4708016073562292,1,0.6931471805599453,0,0,-2.8119098034637657,-0.6325492912531429
279975,93,65676609,22.9289,1.13437,0.0,0.0,0.0,22.9289,2,0,0,0.0,35.4366,23.5578,11.8788,0,0,0,0.0,0,0,0,0.394637,24,1623,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.958209529063183,0,0.0,0,0,-4.868541573713738,-1.0897652215032114
279975,93,66236732,16.4734,0.022800499999999998,72.5931,2.78592,0.49649899999999997,-56.1197,20,2,1,146.21,472.19300000000004,98.6313,47.5787,3,0,3,60.5304,7,0,0,0.77282,50,2922,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.10064184883745084,5,1.791759469228055,0,0,0.7225892645660925,0.15321571672436804
279975,93,66159290,53.3935,-1.87398,164.125,-2.42415,0.9634659999999999,-110.73200000000001,6,3,1,170.34900000000002,218.037,103.964,34.2904,1,0,1,15.4733,0,0,0,0.527692,24,1782,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.237576337363872,4,1.6094379124341003,0,0,0.26224135002791193,0.05087440165333287
279975,93,66608574,19.8274,-0.337717,33.8485,0.5556840000000001,1.0,-14.0211,13,1,0,33.8485,215.665,33.8485,20.8511,0,0,0,0.0,3,0,0,0.7735380000000001,37,2361,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.3626350915119825,1,0.6931471805599453,0,0,-5.025107060905174,-1.124571760965833
279975,93,65867840,132.137,-2.95436,171.047,-3.08908,0.328059,-38.9102,7,4,4,521.391,574.639,183.104,129.887,1,2,3,40.8821,2,0,0,0.640113,18,1547,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.20188135572504154,7,2.0794415416798357,0,0,9.054433333840938,2.005492770855938
279975,93,65981312,57.6411,2.39628,0.0,0.0,0.0,57.6411,5,0,0,0.0,69.9277,22.9832,14.2949,0,0,0,0.0,1,0,0,0.556487,36,2013,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.9829471138842893,0,0.0,0,0,-4.17237438273998,-0.9349982211898997
279975,93,65981885,33.1746,-2.70486,132.701,0.063932,0.9926020000000001,-99.5269,7,2,1,133.69,201.422,91.691,41.9995,2,0,2,38.0975,1,0,0,0.693629,32,2120,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.1976271352030148,4,1.6094379124341003,0,0,-0.014839438010821882,-0.01072425304514715
279975,93,66139135,60.8808,-0.8137979999999999,81.4756,-1.63805,0.23487399999999997,-20.5947,7,3,3,346.89,416.75199999999995,204.38299999999998,73.2321,0,0,0,0.0,1,0,0,0.829889,31,2084,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.14893627431313586,3,1.3862943611198906,0,0,1.2666046198552268,0.2741573895784303
279975,93,66627006,62.3996,0.46570900000000004,0.0,0.0,0.0,62.3996,11,0,0,0.0,159.77700000000002,20.5548,19.355,0,0,0,0.0,2,0,0,0.703279,28,2033,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,0,0.984227029823532,0,0.0,0,0,-4.083631609799653,-0.9152695512015184
279975,93,65452542,80.2104,0.28895,59.9852,-0.13500399999999999,0.34224899999999997,20.2252,6,2,2,175.268,242.02599999999998,116.762,58.5057,1,0,1,52.9194,0,0,0,0.542168,30,1713,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.3127374468961129,3,1.3862943611198906,0,0,0.874667394619533,0.18702465846536984
279975,93,66709948,193.178,1.9673,154.60399999999998,2.07487,1.0,38.574,5,1,1,154.60399999999998,214.929,154.60399999999998,25.6764,0,0,0,0.0,0,0,0,0.529243,16,1330,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.5538645916360363,1,0.6931471805599453,0,0,0.06424590736763425,0.006857445477366599
279975,93,66158714,100.715,0.501748,41.681000000000004,0.887093,1.0,59.0343,12,1,0,41.681000000000004,215.551,41.681000000000004,21.5121,0,0,0,0.0,4,0,0,0.563102,48,2877,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.7023557142458645,1,0.6931471805599453,0,0,-2.4724171589874144,-0.5570756709859404
279975,93,65342523,82.1987,-3.02568,32.1396,-2.7922599999999997,1.0,50.0591,12,1,0,32.1396,212.725,32.1396,24.1008,0,0,0,0.0,4,0,0,0.835441,34,2385,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.7126748009984541,1,0.6931471805599453,0,0,-2.813712610752079,-0.6329500787073246
279975,93,66596733,57.7287,-0.660775,33.0141,-0.980345,0.192804,24.7146,21,3,2,171.231,456.07599999999996,72.2477,58.2739,0,0,0,0.0,10,0,0,0.773609,49,3305,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.2510383341081068,3,1.3862943611198906,0,0,-0.1199899973879861,-0.034100586872812255
279975,93,65712890,41.8382,0.23852800000000002,58.7358,0.182907,0.365692,-16.8976,8,3,2,160.616,227.278,63.5991,50.1554,0,0,0,0.0,0,0,0,0.530575,28,2270,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.20563940188995852,3,1.3862943611198906,0,0,-0.5961389469578765,-0.1399546770723086
279975,93,66783679,62.427,-0.47221899999999994,29.9567,0.138211,0.307042,32.4703,7,2,1,97.5655,173.498,63.7588,33.8067,1,0,1,13.9091,0,0,0,0.432928,24,1723,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.387763405127568,3,1.3862943611198906,0,0,-0.4016172432487558,-0.09670997814189003
279975,93,65764730,80.7298,-1.0664799999999999,31.3796,-1.39422,0.13439,49.3502,6,2,2,233.497,295.113,132.438,101.059,1,0,1,56.7621,1,1,0,0.8707889999999999,31,2145,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.25610068687053256,3,1.6094379124341003,0,0,3.1009721348791692,0.6819610916967919
279975,93,65599424,40.8282,-1.60259,0.0,0.0,0.0,40.8282,6,0,0,0.0,82.8636,19.6944,14.8273,0,0,0,0.0,3,0,0,0.603508,17,1403,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.9760926838831219,0,0.0,0,0,-4.493314626864852,-1.0063474021151766
279975,93,66332672,12.4964,-2.36765,58.2192,-3.12468,0.159099,-45.7228,14,4,2,365.93199999999996,506.54699999999997,178.511,118.62799999999999,2,1,3,68.9452,1,0,0,0.8338559999999999,48,2909,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.032934804036809054,7,2.0794415416798357,0,0,3.994392735086936,0.8805800845264705
279975,93,66387963,142.189,0.40809,59.013000000000005,-0.397413,0.220557,83.1756,9,4,3,267.564,333.76800000000003,94.3372,68.6925,0,0,0,0.0,4,1,1,0.9963709999999999,29,2014,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.34616667437608484,4,1.791759469228055,0,0,5.997671729584297,1.325935000398555
279975,93,66666171,105.456,0.233647,57.7477,1.1096700000000002,0.121893,47.7081,7,3,3,473.75699999999995,523.424,190.2,164.047,4,0,4,81.836,0,0,0,0.484113,29,1929,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.18175394208678539,7,2.0794415416798357,0,0,7.838572118518121,1.7351910451604176
279975,93,65618427,37.1843,2.57258,120.55799999999999,-2.0697400000000004,1.0,-83.3742,12,1,1,120.55799999999999,276.444,120.55799999999999,22.0337,0,0,0,0.0,2,0,0,0.5543239999999999,32,2304,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.23424317273971715,1,0.6931471805599453,0,0,-3.8835641604580364,-0.8707919610530557
279975,93,66129919,132.816,1.03413,30.1313,0.35784299999999997,0.0638646,102.685,12,4,2,471.79900000000004,617.081,222.106,175.081,2,0,2,89.5307,4,1,0,0.900733,30,2066,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.2193076459466823,6,2.0794415416798357,0,0,8.00331620636955,1.7718157936787367
279975,93,65411073,21.6771,1.8713799999999998,0.0,0.0,0.0,21.6771,7,0,0,0.0,78.9899,12.909,12.6863,0,0,0,0.0,1,0,0,0.573397,32,1885,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.9559026506916669,0,0.0,0,0,-4.898130657763532,-1.096343258847947
279975,93,66628734,84.5052,-0.655243,0.0,0.0,0.0,84.5052,16,0,0,0.0,242.291,22.7139,21.5175,0,0,0,0.0,6,0,0,0.83155,37,2569,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9883048048539738,0,0.0,0,0,-3.677297557564531,-0.8249362186271701
279975,93,66180029,71.825,-2.0533900000000003,43.0692,-1.47193,0.088887,28.7557,12,5,4,484.539,578.518,218.856,100.02600000000001,0,0,0,0.0,3,0,0,0.695573,33,2260,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.128865516969162,5,1.791759469228055,0,0,4.739583137901568,1.0462455809779347
279975,93,65767613,60.4017,2.9470099999999997,29.6272,2.40374,0.29734,30.7745,17,2,1,99.6408,317.428,60.0729,39.568000000000005,2,0,2,27.5108,4,0,0,0.840426,62,3038,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.3750668301845786,4,1.6094379124341003,0,0,0.8733779375774453,0.1867379954323739
279975,93,65401853,132.056,0.061189099999999996,84.6036,-0.98234,0.20516700000000002,47.4522,11,4,3,412.365,539.557,162.471,158.96200000000002,0,1,1,76.3064,4,1,0,0.9178790000000001,39,2547,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.2421175568964158,5,1.9459101490553132,0,0,7.406105358089867,1.6390480724456644
279975,93,66459928,97.5252,1.24361,97.7094,1.6789,0.746312,-0.184162,8,2,2,130.923,241.22400000000002,78.9095,52.0134,0,0,0,0.0,1,0,0,0.606703,26,1965,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.42504234071132396,2,1.0986122886681096,0,0,-0.10112110260521247,-0.029905786711844247
279975,93,66574551,93.8129,2.57918,87.5846,-2.73885,0.276643,6.2283,16,4,3,316.598,508.809,121.023,99.4748,0,1,1,21.6987,1,0,0,0.811188,32,2343,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.22802725936527202,5,1.791759469228055,0,0,4.20725520026538,0.927902172728996
279975,93,66420181,59.1686,-1.2128299999999999,63.6415,-1.7231299999999998,0.0761846,-4.472980000000001,10,3,3,835.36,929.9639999999999,385.787,342.69699999999995,3,0,3,417.401,1,0,0,0.555381,36,2272,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.06607114501982404,6,1.9459101490553132,0,0,7.118935225880621,1.5752064256144833
279975,93,66086678,154.407,2.1371900000000004,212.804,2.2309,0.7073020000000001,-58.3974,12,3,3,300.867,461.833,131.183,86.5236,0,0,0,0.0,6,2,0,0.935105,33,2182,5,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.33840850015560825,3,1.791759469228055,0,0,7.5095145112283355,1.6620372690692438
279975,93,66468563,46.8853,-1.99659,18.4251,1.5929200000000001,0.226055,28.4602,8,2,0,81.5072,169.65400000000002,44.6809,36.8264,1,0,1,26.7888,3,0,0,0.781262,26,1964,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.36234944065537034,3,1.3862943611198906,0,0,-1.669037055996896,-0.37847384909122156
279975,93,65678290,9.541889999999999,-0.24435900000000002,0.0,0.0,0.0,9.541889999999999,2,0,0,0.0,34.8846,19.0697,15.8149,0,0,0,0.0,1,0,0,0.544822,22,1505,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.9051403495957556,0,0.0,0,0,-5.27497515766331,-1.1801206812692475
279975,93,65833238,59.4394,-1.93851,43.1298,-2.28824,0.5080680000000001,16.3096,7,2,0,84.8898,147.588,43.391999999999996,41.4978,2,0,2,32.4816,3,1,0,0.9239700000000001,29,1854,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.4089983293102832,4,1.791759469228055,0,0,2.126852731342832,0.4654017077053764
279975,93,65768769,75.6501,-3.08108,16.7531,2.82233,0.024676,58.897,17,3,3,678.924,886.388,329.569,285.77099999999996,1,1,2,32.2699,2,1,0,0.9126790000000001,44,2734,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.10012267493022856,5,1.9459101490553132,0,0,7.5747062328243295,1.676530234735379
279975,93,66508306,59.8679,-2.30025,30.2522,-2.6000799999999997,1.0,29.6157,18,1,0,30.2522,281.832,30.2522,25.2752,0,0,0,0.0,2,0,0,0.5563279999999999,49,2658,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.6570218864992466,1,0.6931471805599453,0,0,-3.396302075003584,-0.7624672765376708
279975,93,65742807,37.2846,-1.60064,176.325,-0.780564,0.504432,-139.041,15,4,3,349.55199999999996,505.036,119.596,111.027,2,0,2,30.7963,3,0,0,0.830615,42,2480,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.09613481553829628,6,1.9459101490553132,0,0,4.180510724893191,0.9219565288061369
279975,93,66970834,48.1917,-1.49137,51.8466,-1.60395,0.172423,-3.6549099999999997,8,4,2,300.694,362.685,159.234,61.2973,0,2,2,58.5331,2,0,0,0.59987,28,1969,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.13773555192452847,6,1.9459101490553132,0,0,3.44332184601791,0.7580698749575486
279975,93,65931154,61.5149,2.96654,0.0,0.0,0.0,61.5149,5,0,0,0.0,64.8486,15.9149,15.8103,0,0,0,0.0,1,0,0,0.793298,39,2219,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9840038134908637,0,0.0,0,0,-4.100083928660171,-0.918927115176458
279975,93,66687444,68.2517,-1.29976,85.7562,-0.749556,0.12359200000000001,-17.5045,11,2,2,693.865,851.143,377.14599999999996,316.72,3,0,3,163.11700000000002,1,0,0,0.715859,22,1644,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.08943808987537555,5,1.791759469228055,0,0,4.996282209987126,1.1033131157382592
279975,93,66581458,33.5463,-0.418588,65.3485,-2.39284,0.354561,-31.8022,16,4,2,184.308,357.374,62.0644,60.317,0,1,1,15.0518,2,0,0,0.711441,43,2547,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.15328142970003333,5,1.791759469228055,0,0,1.4458496419452023,0.3140058839482324
279975,93,66340120,101.411,1.77171,57.9622,2.1073,0.547765,43.4492,14,3,0,105.816,283.113,40.0054,34.373000000000005,0,1,1,11.7339,1,0,0,0.705092,43,2908,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.48702137571016246,4,1.6094379124341003,0,0,0.771149968916808,0.16401139144576568
279975,93,66632723,198.785,-0.0294254,237.666,0.05342,1.0,-38.8811,8,1,1,237.666,341.845,237.666,29.8488,0,0,0,0.0,2,0,0,0.758083,24,1561,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,1,0,0.4544166089459162,1,0.6931471805599453,0,0,0.2359605413242446,0.045031836847621014
279975,93,66292310,17.0737,-2.99008,0.0,0.0,0.0,17.0737,1,0,0,0.0,21.9597,21.9597,0.0,0,0,0,0.0,0,0,0,0.2649,21,1567,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9446709860183582,0,0.0,0,0,-5.015652156200917,-1.1224698129592354
279975,93,66889043,65.884,0.22646599999999997,9.94678,0.601083,0.12043699999999999,55.9373,4,2,0,82.5892,123.867,41.6635,40.9257,1,0,1,10.5432,2,1,1,0.999166,35,1832,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.44077466729821796,3,1.6094379124341003,0,0,1.0478546197258967,0.22552642595717987
279975,93,66311315,60.8985,-1.97426,0.0,0.0,0.0,60.8985,9,0,0,0.0,145.72799999999998,25.5349,23.8821,0,0,0,0.0,4,0,0,0.758466,33,2165,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.9838445196571807,0,0.0,0,0,-4.111558760827002,-0.9214781192694188
279975,93,67008274,51.0305,-2.90155,58.6146,2.9609799999999997,1.0,-7.58408,7,1,1,58.6146,138.33100000000002,58.6146,17.5345,1,0,1,12.9411,1,0,0,0.555014,41,2109,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.4612088560632147,2,1.0986122886681096,0,0,-1.6061892322002413,-0.3645019623212884
279975,93,66139175,142.084,-0.307753,135.565,-0.34972800000000004,0.334248,6.51969,15,5,3,405.58099999999996,556.3969999999999,152.58100000000002,112.071,1,1,2,58.799,4,3,1,0.994505,27,1871,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.2589631195720522,7,2.3978952727983707,0,0,13.53449266586013,3.0014680955080943
279975,93,65335571,33.1827,-0.45124200000000003,0.0,0.0,0.0,33.1827,6,0,0,0.0,82.44,21.8589,14.0609,0,0,0,0.0,2,0,0,0.754935,31,2186,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,0.9707454355565827,0,0.0,0,0,-4.646327168335094,-1.0403640756394508
