candidate_id,validation_samples,sample_count,fisher_shape_statistic,fisher_shape_p,fisher_shape_Z,fisher_shoulder_statistic,fisher_shoulder_p,fisher_shoulder_Z,min_sample_shape_Z,samples_shape_Z_ge_5,samples_positive_bootstrap_ci
observer_physical_qcd_suppressed_scan_best,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,180.04789570558552,3.314591115219483e-36,12.509437703733871,53.27297317215637,1.033772005567244e-09,5.992409577810768,2.9367452968543084,2,3
