N_events,mean_B_event_z,mean_HT,mean_MET,mean_MET_fraction,mean_Nbtags_medium,mean_Njets30,mean_Nleptons,mean_S_event_proxy,pseudo_region
2283,-0.7431469134887639,449.8372053876483,44.34565499780995,0.2170810205788411,0.19579500657030224,2.0512483574244413,0.7411300919842313,1.2621645772547951,SR1_low_boundary
32,1.4531068095735258,910.4753125000001,173.685375,0.18130740656494007,0.40625,4.09375,1.75,1.9442930603493531,SR2_medium_MET
17,2.986879345048413,872.0564705882352,468.2208823529412,0.39827802569374815,0.23529411764705882,2.6470588235294117,1.588235294117647,1.5213627150381188,SR3_high_MET
1,3.453567146942393,556.013,303.757,0.35288985443265913,1.0,6.0,2.0,2.302585092994046,SR4_high_MET_high_jets
802,1.5614984728161538,809.3896783042403,69.10786367830416,0.0819993118556752,0.9538653366583542,6.067331670822942,2.0947630922693268,2.2952082916641383,SR5_high_boundary
129,2.5459015836669407,1040.1029457364339,117.34296472868222,0.10605670346060239,1.2713178294573644,6.767441860465116,2.751937984496124,2.419024220406385,SR6_extreme_boundary
361,-1.2658572137121775,29.466768421052624,55.27146387811633,0.7891950336138743,0.07479224376731301,0.4404432132963989,0.13573407202216067,0.38993528039254016,SR7_high_MET_fraction
147,1.7244292061857756,824.116469387755,47.50743074829931,0.05845371268938322,0.6666666666666666,8.4421768707483,1.4761904761904763,2.4363597952610245,SR8_high_multiplicity
