mode,region,samples_combined,sample_count,fisher_statistic,fisher_p,fisher_Z,min_sample_Z,max_sample_Z,controls_close_if_control_region
exact_completed_only,MET_trace,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,79.67431952583391,4.171408715610974e-15,7.762261481125315,3.410943762831306,6.084044973625092,False
exact_completed_only,JetHT_SingleMuon_controls,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,4.567788512430878,0.6003142409503937,-0.2541605609858495,0.044068267022986156,0.11049008492634729,True
exact_plus_unit_weight_metadata,MET_trace,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,79.3705334668914,4.819636365079172e-15,7.74392652209798,3.4063085436052183,6.064377841660923,False
exact_plus_unit_weight_metadata,JetHT_SingleMuon_controls,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,4.56152738292365,0.6011462848451217,-0.25631524013447254,0.043702518891173235,0.10865306774187647,True
exact_plus_approx_pending,MET_trace,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,79.35518864401129,4.854926325880121e-15,7.742999365008344,3.403501815964894,6.067533250647627,False
exact_plus_approx_pending,JetHT_SingleMuon_controls,Run2015D_remote_mht_aware_holdout;Run2016H_remote_mht_aware;Run2016G_remote_mht_aware_fresh,3,4.552025538749918,0.6024096002216273,-0.2595890294250023,0.0421935859383282,0.1066245112411224,True
