canonical_path,relative_to_project,bytes,extension,included_in_handoff,reason
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_jetht_run2016g_collision_EF857ADB-D98F-3F4A-A847-C8AC759ED9B3_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_jetht_run2016g_collision_EF857ADB-D98F-3F4A-A847-C8AC759ED9B3_event_features.csv,9469713,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_020ADD62-87D5-4B43-BAAD-C77C83D5FF8F_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_020ADD62-87D5-4B43-BAAD-C77C83D5FF8F_event_features.csv,48518645,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_0313FB78-4AB7-024F-9BAF-454665B7A5FF_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_0313FB78-4AB7-024F-9BAF-454665B7A5FF_event_features.csv,64862971,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_0E1A8650-EA73-264D-8BA5-92902470681F_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_met_run2016g_collision_0E1A8650-EA73-264D-8BA5-92902470681F_event_features.csv,16304231,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_singlemuon_run2016g_collision_001FDE5F-A989-2F48-A280-D4D0F7766D95_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_singlemuon_run2016g_collision_001FDE5F-A989-2F48-A280-D4D0F7766D95_event_features.csv,103788594,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\cms_singlemuon_run2016g_collision_080625AC-04AC-BC49-B816-7FF6BB62AAC0_event_features.csv,data\processed\cmssw_real_only_trigger_filter_full\cms_singlemuon_run2016g_collision_080625AC-04AC-BC49-B816-7FF6BB62AAC0_event_features.csv,100674995,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\real_only_full_event_features_with_trigger_filter.csv,data\processed\cmssw_real_only_trigger_filter_full\real_only_full_event_features_with_trigger_filter.csv,390842671,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\cmssw_real_only_trigger_filter_full\real_only_full_event_features_with_trigger_filter_scored.csv,data\processed\cmssw_real_only_trigger_filter_full\real_only_full_event_features_with_trigger_filter_scored.csv,984395951,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\expanded_benchmark_events_with_BNF.csv,data\processed\expanded_benchmark_features\expanded_benchmark_events_with_BNF.csv,156251614,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\expanded_benchmark_event_features.csv,data\processed\expanded_benchmark_features\expanded_benchmark_event_features.csv,64282413,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\qcd_ht1000to1500_nanoaodsim_pilot_event_features.csv,data\processed\expanded_benchmark_features\qcd_ht1000to1500_nanoaodsim_pilot_event_features.csv,11543317,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\qcd_ht500to700_nanoaodsim_pilot_event_features.csv,data\processed\expanded_benchmark_features\qcd_ht500to700_nanoaodsim_pilot_event_features.csv,17146530,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\sms_t2tt_compressed_nanoaodsim_pilot_event_features.csv,data\processed\expanded_benchmark_features\sms_t2tt_compressed_nanoaodsim_pilot_event_features.csv,19668734,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_benchmark_features\wjets_lnu_nanoaodsim_pilot_event_features.csv,data\processed\expanded_benchmark_features\wjets_lnu_nanoaodsim_pilot_event_features.csv,15924897,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\expanded_run2016h_miniaod_event_features_combined.csv,data\processed\expanded_run2016h_miniaod_full\expanded_run2016h_miniaod_event_features_combined.csv,93453161,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\expanded_run2016h_miniaod_with_fitted_nframe_score.csv,data\processed\expanded_run2016h_miniaod_full\expanded_run2016h_miniaod_with_fitted_nframe_score.csv,130442823,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\jetht_1BD17693-3DDC-FF45-B182-2DF67A370449_event_features.csv,data\processed\expanded_run2016h_miniaod_full\jetht_1BD17693-3DDC-FF45-B182-2DF67A370449_event_features.csv,15515193,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\jetht_CDDAB30D-6EA2-4F40-A648-674377A54D4D_event_features.csv,data\processed\expanded_run2016h_miniaod_full\jetht_CDDAB30D-6EA2-4F40-A648-674377A54D4D_event_features.csv,15930855,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\met_3F9003A7-A5F9-2840-B22E-8052CE346AF7_event_features.csv,data\processed\expanded_run2016h_miniaod_full\met_3F9003A7-A5F9-2840-B22E-8052CE346AF7_event_features.csv,7812910,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\met_EC639C0B-5433-EF46-8E04-A9088379E5BE_event_features.csv,data\processed\expanded_run2016h_miniaod_full\met_EC639C0B-5433-EF46-8E04-A9088379E5BE_event_features.csv,7405124,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_full\singlemuon_DA9B9166-C273-E54C-8957-7E54DACC6999_event_features.csv,data\processed\expanded_run2016h_miniaod_full\singlemuon_DA9B9166-C273-E54C-8957-7E54DACC6999_event_features.csv,15844165,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_smoke\jetht_1BD17693-3DDC-FF45-B182-2DF67A370449_1000_event_features.csv,data\processed\expanded_run2016h_miniaod_smoke\jetht_1BD17693-3DDC-FF45-B182-2DF67A370449_1000_event_features.csv,576006,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_smoke\jetht_CDDAB30D-6EA2-4F40-A648-674377A54D4D_1000_event_features.csv,data\processed\expanded_run2016h_miniaod_smoke\jetht_CDDAB30D-6EA2-4F40-A648-674377A54D4D_1000_event_features.csv,576135,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_smoke\met_3F9003A7-A5F9-2840-B22E-8052CE346AF7_1000_event_features.csv,data\processed\expanded_run2016h_miniaod_smoke\met_3F9003A7-A5F9-2840-B22E-8052CE346AF7_1000_event_features.csv,565643,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_smoke\met_EC639C0B-5433-EF46-8E04-A9088379E5BE_1000_event_features.csv,data\processed\expanded_run2016h_miniaod_smoke\met_EC639C0B-5433-EF46-8E04-A9088379E5BE_1000_event_features.csv,563796,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_run2016h_miniaod_smoke\singlemuon_DA9B9166-C273-E54C-8957-7E54DACC6999_1000_event_features.csv,data\processed\expanded_run2016h_miniaod_smoke\singlemuon_DA9B9166-C273-E54C-8957-7E54DACC6999_1000_event_features.csv,596437,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_sm_after_signal_parity\expanded_sm_backgrounds_with_BNF.csv,data\processed\expanded_sm_after_signal_parity\expanded_sm_backgrounds_with_BNF.csv,1058618,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_sm_after_signal_parity\full_features\ww_38502_event_features.csv,data\processed\expanded_sm_after_signal_parity\full_features\ww_38502_event_features.csv,147485,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_sm_after_signal_parity\full_features\wz_72753_event_features.csv,data\processed\expanded_sm_after_signal_parity\full_features\wz_72753_event_features.csv,454636,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_sm_after_signal_parity\full_features\zjetstonunu_74909_event_features.csv,data\processed\expanded_sm_after_signal_parity\full_features\zjetstonunu_74909_event_features.csv,33125,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\expanded_sm_after_signal_parity\full_features\zz_36928_event_features.csv,data\processed\expanded_sm_after_signal_parity\full_features\zz_36928_event_features.csv,85247,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\fuller_component_benchmark_events_with_BNF.csv,data\processed\fuller_component_benchmarks\fuller_component_benchmark_events_with_BNF.csv,1037666,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\fuller_component_benchmark_event_features.csv,data\processed\fuller_component_benchmarks\fuller_component_benchmark_event_features.csv,731270,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\full\qcd_ht1000to1500_63078_event_features.csv,data\processed\fuller_component_benchmarks\full\qcd_ht1000to1500_63078_event_features.csv,408931,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\full\qcd_ht700to1000_63139_event_features.csv,data\processed\fuller_component_benchmarks\full\qcd_ht700to1000_63139_event_features.csv,100745,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\full\wjetstolnu_69550_event_features.csv,data\processed\fuller_component_benchmarks\full\wjetstolnu_69550_event_features.csv,223472,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\smoke\qcd_ht1000to1500_63078_event_features.csv,data\processed\fuller_component_benchmarks\smoke\qcd_ht1000to1500_63078_event_features.csv,408931,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\smoke\qcd_ht700to1000_63139_event_features.csv,data\processed\fuller_component_benchmarks\smoke\qcd_ht700to1000_63139_event_features.csv,100745,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_benchmarks\smoke\wjetstolnu_69550_event_features.csv,data\processed\fuller_component_benchmarks\smoke\wjetstolnu_69550_event_features.csv,223472,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\accessible_susy_miniaodsim_events_with_BNF.csv,data\processed\fuller_component_susy_signals\accessible_susy_miniaodsim_events_with_BNF.csv,3969468,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\accessible_susy_miniaodsim_event_features.csv,data\processed\fuller_component_susy_signals\accessible_susy_miniaodsim_event_features.csv,3044113,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\full_features\gluinogluinotoneutralinoneutralinoto2t2b2s_m-1600_ctau-30mm_tunecp5_13tev-pythia_40117_event_features.csv,data\processed\fuller_component_susy_signals\full_features\gluinogluinotoneutralinoneutralinoto2t2b2s_m-1600_ctau-30mm_tunecp5_13tev-pythia_40117_event_features.csv,1429551,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\full_features\sms-t2tt-4bd_genmet-100_genht200_mstop-400_mlsp-380_tunecp5_llstop_13tev-madgrap_63454_event_features.csv,data\processed\fuller_component_susy_signals\full_features\sms-t2tt-4bd_genmet-100_genht200_mstop-400_mlsp-380_tunecp5_llstop_13tev-madgrap_63454_event_features.csv,1035790,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\full_features\splitsusy_m1000_980_ctau100p0_tunecp2_13tev-pythia8_63579_event_features.csv,data\processed\fuller_component_susy_signals\full_features\splitsusy_m1000_980_ctau100p0_tunecp2_13tev-pythia8_63579_event_features.csv,580650,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\smoke_features\gluinogluinotoneutralinoneutralinoto2t2b2s_m-1600_ctau-30mm_tunecp5_13tev-pythia_40117_event_features.csv,data\processed\fuller_component_susy_signals\smoke_features\gluinogluinotoneutralinoneutralinoto2t2b2s_m-1600_ctau-30mm_tunecp5_13tev-pythia_40117_event_features.csv,714188,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\smoke_features\sms-t2tt-4bd_genmet-100_genht200_mstop-400_mlsp-380_tunecp5_llstop_13tev-madgrap_63454_event_features.csv,data\processed\fuller_component_susy_signals\smoke_features\sms-t2tt-4bd_genmet-100_genht200_mstop-400_mlsp-380_tunecp5_llstop_13tev-madgrap_63454_event_features.csv,712397,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\fuller_component_susy_signals\smoke_features\splitsusy_m1000_980_ctau100p0_tunecp2_13tev-pythia8_63579_event_features.csv,data\processed\fuller_component_susy_signals\smoke_features\splitsusy_m1000_980_ctau100p0_tunecp2_13tev-pythia8_63579_event_features.csv,580650,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_full\run2016h_jetht_miniaod_event_features.csv,data\processed\independent_validation_miniaod_full\run2016h_jetht_miniaod_event_features.csv,6022278,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_full\run2016h_met_miniaod_event_features.csv,data\processed\independent_validation_miniaod_full\run2016h_met_miniaod_event_features.csv,8177037,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_full\run2016h_miniaod_event_features_combined.csv,data\processed\independent_validation_miniaod_full\run2016h_miniaod_event_features_combined.csv,30949504,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_full\run2016h_miniaod_with_fitted_nframe_score.csv,data\processed\independent_validation_miniaod_full\run2016h_miniaod_with_fitted_nframe_score.csv,42534563,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_full\run2016h_singlemuon_miniaod_event_features.csv,data\processed\independent_validation_miniaod_full\run2016h_singlemuon_miniaod_event_features.csv,16752025,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_smoke\jetht_run2016h_1000_event_features.csv,data\processed\independent_validation_miniaod_smoke\jetht_run2016h_1000_event_features.csv,620015,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_smoke\met_run2016h_1000_event_features.csv,data\processed\independent_validation_miniaod_smoke\met_run2016h_1000_event_features.csv,609671,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_miniaod_smoke\singlemuon_run2016h_1000_event_features.csv,data\processed\independent_validation_miniaod_smoke\singlemuon_run2016h_1000_event_features.csv,639994,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_nanoaod\validation_nanoaod_event_features.csv,data\processed\independent_validation_nanoaod\validation_nanoaod_event_features.csv,223382252,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_nanoaod\validation_nanoaod_jetht_1CD54B78-99CC-7C4F-A89C-7A9103D28135_event_features.csv,data\processed\independent_validation_nanoaod\validation_nanoaod_jetht_1CD54B78-99CC-7C4F-A89C-7A9103D28135_event_features.csv,160692161,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_nanoaod\validation_nanoaod_met_C42412D7-7FA8-FA44-B636-9DDB703D1559_event_features.csv,data\processed\independent_validation_nanoaod\validation_nanoaod_met_C42412D7-7FA8-FA44-B636-9DDB703D1559_event_features.csv,54793277,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\independent_validation_nanoaod\validation_nanoaod_singlemuon_61FC1E38-F75C-6B44-AD19-A9894155874E_event_features.csv,data\processed\independent_validation_nanoaod\validation_nanoaod_singlemuon_61FC1E38-F75C-6B44-AD19-A9894155874E_event_features.csv,7898312,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\all_events_with_quality_flags.csv,data\processed\matched_control\all_events_with_quality_flags.csv,998871789,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_hand_top001.csv,data\processed\matched_control\matched_controls_hand_top001.csv,791176,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_hand_top01.csv,data\processed\matched_control\matched_controls_hand_top01.csv,7894930,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_hand_top05.csv,data\processed\matched_control\matched_controls_hand_top05.csv,39514680,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_relaxed_quality_clean_hand_top01.csv,data\processed\matched_control\matched_controls_relaxed_quality_clean_hand_top01.csv,8474352,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_relaxed_quality_clean_unsup_top01.csv,data\processed\matched_control\matched_controls_relaxed_quality_clean_unsup_top01.csv,8550241,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_unsup_top001.csv,data\processed\matched_control\matched_controls_unsup_top001.csv,798565,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_unsup_top01.csv,data\processed\matched_control\matched_controls_unsup_top01.csv,7956288,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\matched_controls_unsup_top05.csv,data\processed\matched_control\matched_controls_unsup_top05.csv,39865501,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\quality_failure_events.csv,data\processed\matched_control\quality_failure_events.csv,90184543,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\relaxed_quality_clean_events.csv,data\processed\matched_control\relaxed_quality_clean_events.csv,977734775,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\relaxed_quality_clean_events_rescored.csv,data\processed\matched_control\relaxed_quality_clean_events_rescored.csv,1427101819,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\standard_quality_clean_events.csv,data\processed\matched_control\standard_quality_clean_events.csv,908689452,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\matched_control\standard_quality_clean_events_rescored.csv,data\processed\matched_control\standard_quality_clean_events_rescored.csv,1327472388,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\full\jetht_63298BDD-459A-CA4D-B6C6-3C329E1C38B9_full_event_features.csv,data\processed\new_independent_real_miniaod_validation\full\jetht_63298BDD-459A-CA4D-B6C6-3C329E1C38B9_full_event_features.csv,16309385,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\full\met_8DE49E2E-DE23-7C47-8B3F-D1A2BC1D9775_full_event_features.csv,data\processed\new_independent_real_miniaod_validation\full\met_8DE49E2E-DE23-7C47-8B3F-D1A2BC1D9775_full_event_features.csv,7859006,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\full\new_real_events_with_frozen_BNF.csv,data\processed\new_independent_real_miniaod_validation\full\new_real_events_with_frozen_BNF.csv,58289421,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\full\new_real_miniaod_event_features_combined.csv,data\processed\new_independent_real_miniaod_validation\full\new_real_miniaod_event_features_combined.csv,40512602,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\full\singlemuon_9A370350-9928-064F-A0ED-165CD784CC5B_full_event_features.csv,data\processed\new_independent_real_miniaod_validation\full\singlemuon_9A370350-9928-064F-A0ED-165CD784CC5B_full_event_features.csv,16345887,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\smoke\jetht_63298BDD-459A-CA4D-B6C6-3C329E1C38B9_smoke_event_features.csv,data\processed\new_independent_real_miniaod_validation\smoke\jetht_63298BDD-459A-CA4D-B6C6-3C329E1C38B9_smoke_event_features.csv,530802,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
