event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags
486,0438B51F-9A50-8642-9963-CDB942DD12D9.root,486,uproot_edm_partial_jets,0,1,,,2,2,2,294.80479431152344,170.65016174316406,124.15463256835938,1.4267009496688843,52.555959701538086,,,,,,,0,,1.0,1,1,1
487,0438B51F-9A50-8642-9963-CDB942DD12D9.root,487,uproot_edm_partial_jets,0,1,,,4,4,1,269.96931076049805,153.9767608642578,42.445430755615234,0.5197744965553284,44.97723150253296,,,,,,,0,,1.0,1,1,1
488,0438B51F-9A50-8642-9963-CDB942DD12D9.root,488,uproot_edm_partial_jets,0,1,,,2,2,2,306.6686477661133,242.8975372314453,63.77111053466797,0.2739320695400238,27.349373817443848,,,,,,,0,,1.0,1,1,1
489,0438B51F-9A50-8642-9963-CDB942DD12D9.root,489,uproot_edm_partial_jets,0,1,,,2,2,2,214.8682403564453,144.564697265625,70.30354309082031,-1.6901723146438599,40.77869701385498,,,,,,,0,,1.0,1,1,1
490,0438B51F-9A50-8642-9963-CDB942DD12D9.root,490,uproot_edm_partial_jets,0,1,,,4,4,3,425.5602378845215,172.9019775390625,119.38591766357422,1.4394007921218872,62.29940605163574,,,,,,,0,,1.0,1,1,1
491,0438B51F-9A50-8642-9963-CDB942DD12D9.root,491,uproot_edm_partial_jets,0,1,,,2,2,1,110.23838424682617,78.13788604736328,51.75331115722656,-2.088531255722046,17.628756523132324,,,,,,,0,,1.0,1,1,1
492,0438B51F-9A50-8642-9963-CDB942DD12D9.root,492,uproot_edm_partial_jets,0,1,,,3,3,3,513.0272064208984,208.18096923828125,158.94566345214844,1.0459471940994263,41.72181034088135,,,,,,,0,,1.0,1,1,1
493,0438B51F-9A50-8642-9963-CDB942DD12D9.root,493,uproot_edm_partial_jets,0,1,,,2,2,2,394.24412536621094,266.2799987792969,127.96412658691406,1.81228506565094,54.58988380432129,,,,,,,0,,1.0,1,1,1
494,0438B51F-9A50-8642-9963-CDB942DD12D9.root,494,uproot_edm_partial_jets,0,1,,,3,3,2,241.78014373779297,145.21847534179688,66.45951080322266,1.513208270072937,34.328436851501465,,,,,,,0,,1.0,1,1,1
495,0438B51F-9A50-8642-9963-CDB942DD12D9.root,495,uproot_edm_partial_jets,0,1,,,2,2,2,231.14022064208984,162.20396423339844,68.9362564086914,0.19606778025627136,34.44816970825195,,,,,,,0,,1.0,1,1,1
496,0438B51F-9A50-8642-9963-CDB942DD12D9.root,496,uproot_edm_partial_jets,0,1,,,2,2,2,206.03003311157227,153.65621948242188,52.37381362915039,-1.6754707098007202,40.80693340301514,,,,,,,0,,1.0,1,1,1
497,0438B51F-9A50-8642-9963-CDB942DD12D9.root,497,uproot_edm_partial_jets,0,1,,,2,2,2,250.03699493408203,155.73277282714844,94.3042221069336,0.03178102895617485,50.105544090270996,,,,,,,0,,1.0,1,1,1
498,0438B51F-9A50-8642-9963-CDB942DD12D9.root,498,uproot_edm_partial_jets,0,1,,,2,2,2,174.1717071533203,123.97461700439453,50.19709014892578,-1.6698873043060303,32.13109111785889,,,,,,,0,,1.0,1,1,1
499,0438B51F-9A50-8642-9963-CDB942DD12D9.root,499,uproot_edm_partial_jets,0,1,,,2,2,2,193.67438888549805,134.7790985107422,58.89529037475586,-1.6464561223983765,36.14005088806152,,,,,,,0,,1.0,1,1,1
500,0438B51F-9A50-8642-9963-CDB942DD12D9.root,500,uproot_edm_partial_jets,0,1,,,1,1,1,67.1918716430664,215.2462921142578,67.1918716430664,-2.5562632083892822,11.271439552307129,,,,,,,0,,1.0,1,1,1
501,0438B51F-9A50-8642-9963-CDB942DD12D9.root,501,uproot_edm_partial_jets,0,1,,,2,2,2,213.2771987915039,144.54039001464844,68.73680877685547,-1.6798442602157593,40.03827953338623,,,,,,,0,,1.0,1,1,1
502,0438B51F-9A50-8642-9963-CDB942DD12D9.root,502,uproot_edm_partial_jets,0,1,,,3,3,2,267.65807723999023,150.10116577148438,82.09703826904297,-2.0223121643066406,32.891066551208496,,,,,,,0,,1.0,1,1,1
503,0438B51F-9A50-8642-9963-CDB942DD12D9.root,503,uproot_edm_partial_jets,0,1,,,3,3,2,357.18037605285645,195.3123779296875,131.12632751464844,-1.683142066001892,69.05608987808228,,,,,,,0,,1.0,1,1,1
504,0438B51F-9A50-8642-9963-CDB942DD12D9.root,504,uproot_edm_partial_jets,0,1,,,4,4,1,264.1465721130371,208.173095703125,130.9791717529297,-3.4083988666534424,45.81666135787964,,,,,,,0,,1.0,1,1,1
505,0438B51F-9A50-8642-9963-CDB942DD12D9.root,505,uproot_edm_partial_jets,0,1,,,2,2,2,285.8943557739258,159.61557006835938,126.2787857055664,1.2482033967971802,36.58129692077637,,,,,,,0,,1.0,1,1,1
506,0438B51F-9A50-8642-9963-CDB942DD12D9.root,506,uproot_edm_partial_jets,0,1,,,4,4,4,1212.5390625,683.8048706054688,217.4542236328125,0.1542956531047821,116.47747230529785,,,,,,,0,,1.0,1,1,1
507,0438B51F-9A50-8642-9963-CDB942DD12D9.root,507,uproot_edm_partial_jets,0,1,,,1,1,1,60.05543518066406,164.54644775390625,60.05543518066406,-3.14117431640625,7.476039409637451,,,,,,,0,,1.0,1,1,1
508,0438B51F-9A50-8642-9963-CDB942DD12D9.root,508,uproot_edm_partial_jets,0,1,,,2,2,2,207.98769760131836,154.49664306640625,53.49105453491211,1.532508373260498,22.884287357330322,,,,,,,0,,1.0,1,1,1
509,0438B51F-9A50-8642-9963-CDB942DD12D9.root,509,uproot_edm_partial_jets,0,1,,,2,2,1,157.17964935302734,121.68118286132812,35.49846649169922,-1.675515055656433,27.091179847717285,,,,,,,0,,1.0,1,1,1
510,0438B51F-9A50-8642-9963-CDB942DD12D9.root,510,uproot_edm_partial_jets,0,1,,,3,3,2,303.9041633605957,163.44100952148438,95.3038558959961,-1.7556359767913818,37.42590284347534,,,,,,,0,,1.0,1,1,1
511,0438B51F-9A50-8642-9963-CDB942DD12D9.root,511,uproot_edm_partial_jets,0,1,,,2,2,2,210.95889282226562,144.91372680664062,66.045166015625,-1.675365686416626,41.4270076751709,,,,,,,0,,1.0,1,1,1
512,0438B51F-9A50-8642-9963-CDB942DD12D9.root,512,uproot_edm_partial_jets,0,1,,,2,2,2,235.70809173583984,154.16896057128906,81.53913116455078,-1.6976622343063354,46.98621368408203,,,,,,,0,,1.0,1,1,1
513,0438B51F-9A50-8642-9963-CDB942DD12D9.root,513,uproot_edm_partial_jets,0,1,,,2,2,1,96.32232666015625,62.703697204589844,33.618629455566406,0.8650539517402649,16.77748155593872,,,,,,,0,,1.0,1,1,1
514,0438B51F-9A50-8642-9963-CDB942DD12D9.root,514,uproot_edm_partial_jets,0,1,,,2,2,2,274.82125091552734,171.14207458496094,103.6791763305664,-1.6774272918701172,55.48976707458496,,,,,,,0,,1.0,1,1,1
515,0438B51F-9A50-8642-9963-CDB942DD12D9.root,515,uproot_edm_partial_jets,0,1,,,3,3,2,169.7544403076172,65.08892059326172,58.04736328125,1.5061163902282715,32.822134017944336,,,,,,,0,,1.0,1,1,1
516,0438B51F-9A50-8642-9963-CDB942DD12D9.root,516,uproot_edm_partial_jets,0,1,,,4,4,1,299.757137298584,181.4595184326172,49.975433349609375,0.2540039122104645,55.71637773513794,,,,,,,0,,1.0,1,1,1
517,0438B51F-9A50-8642-9963-CDB942DD12D9.root,517,uproot_edm_partial_jets,0,1,,,3,3,3,242.16718292236328,117.85701751708984,64.1423568725586,0.7624925374984741,45.76008319854736,,,,,,,0,,1.0,1,1,1
518,0438B51F-9A50-8642-9963-CDB942DD12D9.root,518,uproot_edm_partial_jets,0,1,,,3,3,2,275.79026794433594,134.76687622070312,94.31731414794922,0.3141922652721405,48.72895622253418,,,,,,,0,,1.0,1,1,1
519,0438B51F-9A50-8642-9963-CDB942DD12D9.root,519,uproot_edm_partial_jets,0,1,,,2,2,2,154.22599029541016,90.08027648925781,64.14571380615234,0.40364405512809753,14.585687637329102,,,,,,,0,,1.0,1,1,1
520,0438B51F-9A50-8642-9963-CDB942DD12D9.root,520,uproot_edm_partial_jets,0,1,,,1,1,1,106.47862243652344,106.47862243652344,21.910737991333008,0.38577887415885925,11.554648399353027,,,,,,,0,,1.0,1,1,1
521,0438B51F-9A50-8642-9963-CDB942DD12D9.root,521,uproot_edm_partial_jets,0,1,,,2,2,2,230.7901382446289,155.61553955078125,75.17459869384766,-1.6787419319152832,45.48405933380127,,,,,,,0,,1.0,1,1,1
522,0438B51F-9A50-8642-9963-CDB942DD12D9.root,522,uproot_edm_partial_jets,0,1,,,2,2,2,471.7780303955078,304.2947082519531,167.4833221435547,0.32835322618484497,53.328535079956055,,,,,,,0,,1.0,1,1,1
523,0438B51F-9A50-8642-9963-CDB942DD12D9.root,523,uproot_edm_partial_jets,0,1,,,2,2,2,254.97254943847656,166.5384063720703,88.43414306640625,-1.682915449142456,48.93120002746582,,,,,,,0,,1.0,1,1,1
524,0438B51F-9A50-8642-9963-CDB942DD12D9.root,524,uproot_edm_partial_jets,0,1,,,4,4,2,579.0401268005371,340.7668762207031,160.5968780517578,0.528049647808075,56.53651666641235,,,,,,,0,,1.0,1,1,1
525,0438B51F-9A50-8642-9963-CDB942DD12D9.root,525,uproot_edm_partial_jets,0,1,,,3,3,2,723.7541427612305,420.0771179199219,268.8461608886719,1.8640234470367432,117.05060386657715,,,,,,,0,,1.0,1,1,1
526,0438B51F-9A50-8642-9963-CDB942DD12D9.root,526,uproot_edm_partial_jets,0,1,,,3,3,2,368.86584854125977,222.7709197998047,103.39936065673828,0.8987728953361511,71.82367706298828,,,,,,,0,,1.0,1,1,1
527,0438B51F-9A50-8642-9963-CDB942DD12D9.root,527,uproot_edm_partial_jets,0,1,,,1,1,1,128.70005798339844,128.70005798339844,29.7763614654541,0.5770341157913208,18.12003517150879,,,,,,,0,,1.0,1,1,1
528,0438B51F-9A50-8642-9963-CDB942DD12D9.root,528,uproot_edm_partial_jets,0,1,,,2,2,2,224.5032196044922,142.73748779296875,81.76573181152344,-1.6612720489501953,42.09047317504883,,,,,,,0,,1.0,1,1,1
529,0438B51F-9A50-8642-9963-CDB942DD12D9.root,529,uproot_edm_partial_jets,0,1,,,2,2,2,216.86939239501953,148.61416625976562,68.2552261352539,-1.665677785873413,42.629024505615234,,,,,,,0,,1.0,1,1,1
530,0438B51F-9A50-8642-9963-CDB942DD12D9.root,530,uproot_edm_partial_jets,0,1,,,2,2,2,182.0326919555664,131.7975311279297,50.23516082763672,-1.6941062211990356,34.14324188232422,,,,,,,0,,1.0,1,1,1
531,0438B51F-9A50-8642-9963-CDB942DD12D9.root,531,uproot_edm_partial_jets,0,1,,,3,3,3,296.9137992858887,182.17025756835938,61.02035140991211,0.7777917981147766,32.93715286254883,,,,,,,0,,1.0,1,1,1
532,0438B51F-9A50-8642-9963-CDB942DD12D9.root,532,uproot_edm_partial_jets,0,1,,,2,2,1,82.71041488647461,50.93488311767578,31.775531768798828,1.9134109020233154,15.266578197479248,,,,,,,0,,1.0,1,1,1
533,0438B51F-9A50-8642-9963-CDB942DD12D9.root,533,uproot_edm_partial_jets,0,1,,,2,2,1,212.38539505004883,169.16552734375,43.21986770629883,-1.7361024618148804,57.717482566833496,,,,,,,0,,1.0,1,1,1
534,0438B51F-9A50-8642-9963-CDB942DD12D9.root,534,uproot_edm_partial_jets,0,1,,,2,2,2,197.5613784790039,129.8181610107422,67.74321746826172,0.3767351508140564,36.24636459350586,,,,,,,0,,1.0,1,1,1
535,0438B51F-9A50-8642-9963-CDB942DD12D9.root,535,uproot_edm_partial_jets,0,1,,,3,3,3,266.9078063964844,125.98663330078125,87.61872863769531,-1.7583057880401611,58.99931526184082,,,,,,,0,,1.0,1,1,1
536,0438B51F-9A50-8642-9963-CDB942DD12D9.root,536,uproot_edm_partial_jets,0,1,,,3,3,1,256.96475982666016,162.8714599609375,49.80071258544922,-1.4535566568374634,31.577090740203857,,,,,,,0,,1.0,1,1,1
537,0438B51F-9A50-8642-9963-CDB942DD12D9.root,537,uproot_edm_partial_jets,0,1,,,2,2,2,220.30075073242188,152.55491638183594,67.74583435058594,-1.681952714920044,44.108412742614746,,,,,,,0,,1.0,1,1,1
538,0438B51F-9A50-8642-9963-CDB942DD12D9.root,538,uproot_edm_partial_jets,0,1,,,0,0,0,0.0,35.90561294555664,25.464025497436523,-2.6205644607543945,0.0,,,,,,,0,,1.0,1,1,1
539,0438B51F-9A50-8642-9963-CDB942DD12D9.root,539,uproot_edm_partial_jets,0,1,,,3,3,1,287.74764251708984,197.30145263671875,49.36875915527344,0.9030162692070007,30.794979095458984,,,,,,,0,,1.0,1,1,1
540,0438B51F-9A50-8642-9963-CDB942DD12D9.root,540,uproot_edm_partial_jets,0,1,,,3,3,2,357.27436447143555,243.09527587890625,72.2138900756836,0.22264866530895233,47.60562705993652,,,,,,,0,,1.0,1,1,1
541,0438B51F-9A50-8642-9963-CDB942DD12D9.root,541,uproot_edm_partial_jets,0,1,,,2,2,2,352.90325927734375,223.1563262939453,129.74693298339844,0.30430057644844055,59.16069030761719,,,,,,,0,,1.0,1,1,1
542,0438B51F-9A50-8642-9963-CDB942DD12D9.root,542,uproot_edm_partial_jets,0,1,,,2,2,2,231.6864776611328,140.59678649902344,91.08969116210938,-1.8629353046417236,29.739235877990723,,,,,,,0,,1.0,1,1,1
543,0438B51F-9A50-8642-9963-CDB942DD12D9.root,543,uproot_edm_partial_jets,0,1,,,3,3,2,183.51560974121094,83.5017318725586,64.99024963378906,1.3901689052581787,27.337666988372803,,,,,,,0,,1.0,1,1,1
544,0438B51F-9A50-8642-9963-CDB942DD12D9.root,544,uproot_edm_partial_jets,0,1,,,3,3,3,710.7875900268555,386.76190185546875,267.82183837890625,-1.563329815864563,59.57067108154297,,,,,,,0,,1.0,1,1,1
545,0438B51F-9A50-8642-9963-CDB942DD12D9.root,545,uproot_edm_partial_jets,0,1,,,2,2,2,198.17144775390625,141.14686584472656,57.02458190917969,-1.6768513917922974,39.33096981048584,,,,,,,0,,1.0,1,1,1
546,0438B51F-9A50-8642-9963-CDB942DD12D9.root,546,uproot_edm_partial_jets,0,1,,,2,2,2,319.9717254638672,215.06703186035156,104.90469360351562,0.34796959161758423,34.663875579833984,,,,,,,0,,1.0,1,1,1
547,0438B51F-9A50-8642-9963-CDB942DD12D9.root,547,uproot_edm_partial_jets,0,1,,,3,3,1,418.9351806640625,332.175537109375,46.02299499511719,1.3836873769760132,55.25515604019165,,,,,,,0,,1.0,1,1,1
548,0438B51F-9A50-8642-9963-CDB942DD12D9.root,548,uproot_edm_partial_jets,0,1,,,2,2,2,314.5529479980469,207.97784423828125,106.57510375976562,-1.9987270832061768,45.70343780517578,,,,,,,0,,1.0,1,1,1
549,0438B51F-9A50-8642-9963-CDB942DD12D9.root,549,uproot_edm_partial_jets,0,1,,,2,2,2,353.5294418334961,257.8402099609375,95.6892318725586,0.6210081577301025,52.08749771118164,,,,,,,0,,1.0,1,1,1
550,0438B51F-9A50-8642-9963-CDB942DD12D9.root,550,uproot_edm_partial_jets,0,1,,,6,6,5,1097.0686206817627,405.330810546875,340.1927795410156,0.18567529320716858,137.53877353668213,,,,,,,0,,1.0,1,1,1
551,0438B51F-9A50-8642-9963-CDB942DD12D9.root,551,uproot_edm_partial_jets,0,1,,,2,2,2,254.77011108398438,170.19094848632812,84.57916259765625,-1.6743535995483398,50.832364082336426,,,,,,,0,,1.0,1,1,1
552,0438B51F-9A50-8642-9963-CDB942DD12D9.root,552,uproot_edm_partial_jets,0,1,,,2,2,2,256.04186248779297,140.8539581298828,115.18790435791016,-1.6659032106399536,59.505510330200195,,,,,,,0,,1.0,1,1,1
553,0438B51F-9A50-8642-9963-CDB942DD12D9.root,553,uproot_edm_partial_jets,0,1,,,3,3,1,219.21134185791016,142.8520050048828,46.2135009765625,-1.6746572256088257,45.87754964828491,,,,,,,0,,1.0,1,1,1
554,0438B51F-9A50-8642-9963-CDB942DD12D9.root,554,uproot_edm_partial_jets,0,1,,,2,2,1,175.94821166992188,128.50071716308594,47.44749450683594,-1.6694791316986084,33.870171546936035,,,,,,,0,,1.0,1,1,1
555,0438B51F-9A50-8642-9963-CDB942DD12D9.root,555,uproot_edm_partial_jets,0,1,,,3,3,2,239.89007949829102,137.9371795654297,71.29334259033203,-1.680140495300293,49.8437123298645,,,,,,,0,,1.0,1,1,1
556,0438B51F-9A50-8642-9963-CDB942DD12D9.root,556,uproot_edm_partial_jets,0,1,,,2,2,2,467.3125915527344,288.98736572265625,178.32522583007812,0.08261394500732422,61.42909622192383,,,,,,,0,,1.0,1,1,1
557,0438B51F-9A50-8642-9963-CDB942DD12D9.root,557,uproot_edm_partial_jets,0,1,,,2,2,2,200.9104461669922,140.80072021484375,60.10972595214844,-1.6805510520935059,43.254502296447754,,,,,,,0,,1.0,1,1,1
558,0438B51F-9A50-8642-9963-CDB942DD12D9.root,558,uproot_edm_partial_jets,0,1,,,3,3,2,179.25910186767578,73.65433502197266,62.621734619140625,-1.313082218170166,26.87834405899048,,,,,,,0,,1.0,1,1,1
559,0438B51F-9A50-8642-9963-CDB942DD12D9.root,559,uproot_edm_partial_jets,0,1,,,2,2,2,194.59362030029297,137.18740844726562,57.406211853027344,-1.6729265451431274,37.711371421813965,,,,,,,0,,1.0,1,1,1
560,0438B51F-9A50-8642-9963-CDB942DD12D9.root,560,uproot_edm_partial_jets,0,1,,,1,1,1,117.03292083740234,117.03292083740234,29.47888946533203,-1.6806584596633911,22.691102981567383,,,,,,,0,,1.0,1,1,1
561,0438B51F-9A50-8642-9963-CDB942DD12D9.root,561,uproot_edm_partial_jets,0,1,,,3,3,2,359.1669692993164,191.58338928222656,124.41444396972656,1.4887052774429321,45.880374908447266,,,,,,,0,,1.0,1,1,1
562,0438B51F-9A50-8642-9963-CDB942DD12D9.root,562,uproot_edm_partial_jets,0,1,,,2,2,2,255.1737823486328,169.51657104492188,85.65721130371094,-1.6918195486068726,53.34601593017578,,,,,,,0,,1.0,1,1,1
563,0438B51F-9A50-8642-9963-CDB942DD12D9.root,563,uproot_edm_partial_jets,0,1,,,1,1,1,87.21662139892578,87.21662139892578,50.8248176574707,1.3508580923080444,16.646263122558594,,,,,,,0,,1.0,1,1,1
564,0438B51F-9A50-8642-9963-CDB942DD12D9.root,564,uproot_edm_partial_jets,0,1,,,3,3,1,237.18766593933105,157.64918518066406,48.26772689819336,0.768200159072876,32.14002847671509,,,,,,,0,,1.0,1,1,1
565,0438B51F-9A50-8642-9963-CDB942DD12D9.root,565,uproot_edm_partial_jets,0,1,,,3,3,2,440.50622177124023,261.1084899902344,133.44778442382812,1.8151013851165771,94.20333671569824,,,,,,,0,,1.0,1,1,1
566,0438B51F-9A50-8642-9963-CDB942DD12D9.root,566,uproot_edm_partial_jets,0,1,,,5,5,1,278.41356658935547,119.96449279785156,44.142906188964844,-1.677837610244751,50.675668716430664,,,,,,,0,,1.0,1,1,1
567,0438B51F-9A50-8642-9963-CDB942DD12D9.root,567,uproot_edm_partial_jets,0,1,,,2,2,1,158.67895126342773,119.18204498291016,39.49690628051758,-1.6709221601486206,28.81225061416626,,,,,,,0,,1.0,1,1,1
568,0438B51F-9A50-8642-9963-CDB942DD12D9.root,568,uproot_edm_partial_jets,0,1,,,6,6,5,577.8741226196289,135.82411193847656,132.66357421875,1.0306038856506348,83.7380485534668,,,,,,,0,,1.0,1,1,1
569,0438B51F-9A50-8642-9963-CDB942DD12D9.root,569,uproot_edm_partial_jets,0,1,,,2,2,2,200.01296997070312,132.85374450683594,67.15922546386719,-1.6736019849777222,37.29589557647705,,,,,,,0,,1.0,1,1,1
570,0438B51F-9A50-8642-9963-CDB942DD12D9.root,570,uproot_edm_partial_jets,0,1,,,3,3,1,173.79097366333008,108.94462585449219,32.98453903198242,0.46560391783714294,31.465855598449707,,,,,,,0,,1.0,1,1,1
571,0438B51F-9A50-8642-9963-CDB942DD12D9.root,571,uproot_edm_partial_jets,0,1,,,4,4,3,336.99936294555664,129.7131805419922,98.19102478027344,0.4710358679294586,44.641815185546875,,,,,,,0,,1.0,1,1,1
572,0438B51F-9A50-8642-9963-CDB942DD12D9.root,572,uproot_edm_partial_jets,0,1,,,2,2,2,256.0615768432617,148.47377014160156,107.58780670166016,-1.743219256401062,57.73085021972656,,,,,,,0,,1.0,1,1,1
573,0438B51F-9A50-8642-9963-CDB942DD12D9.root,573,uproot_edm_partial_jets,0,1,,,2,2,2,214.97196197509766,152.1968536376953,62.775108337402344,-1.7172454595565796,43.14037227630615,,,,,,,0,,1.0,1,1,1
574,0438B51F-9A50-8642-9963-CDB942DD12D9.root,574,uproot_edm_partial_jets,0,1,,,3,3,2,237.5206069946289,149.44677734375,54.50017547607422,-1.6571810245513916,46.04590320587158,,,,,,,0,,1.0,1,1,1
575,0438B51F-9A50-8642-9963-CDB942DD12D9.root,575,uproot_edm_partial_jets,0,1,,,2,2,2,373.13279724121094,250.55152893066406,122.58126831054688,1.5914791822433472,46.15989875793457,,,,,,,0,,1.0,1,1,1
576,0438B51F-9A50-8642-9963-CDB942DD12D9.root,576,uproot_edm_partial_jets,0,1,,,4,4,3,417.4446105957031,177.2167205810547,139.5484619140625,0.2661515474319458,52.84039068222046,,,,,,,0,,1.0,1,1,1
577,0438B51F-9A50-8642-9963-CDB942DD12D9.root,577,uproot_edm_partial_jets,0,1,,,3,3,3,382.88538360595703,192.23268127441406,105.14591217041016,0.5473905205726624,59.5928840637207,,,,,,,0,,1.0,1,1,1
578,0438B51F-9A50-8642-9963-CDB942DD12D9.root,578,uproot_edm_partial_jets,0,1,,,3,3,2,219.33978271484375,93.28081512451172,81.56114959716797,1.2283729314804077,34.25480127334595,,,,,,,0,,1.0,1,1,1
579,0438B51F-9A50-8642-9963-CDB942DD12D9.root,579,uproot_edm_partial_jets,0,1,,,5,5,2,494.9540100097656,265.1251220703125,117.86093139648438,0.4964188039302826,45.94495153427124,,,,,,,0,,1.0,1,1,1
580,0438B51F-9A50-8642-9963-CDB942DD12D9.root,580,uproot_edm_partial_jets,0,1,,,3,3,2,275.2425422668457,125.72842407226562,112.81991577148438,-1.7881416082382202,63.57365894317627,,,,,,,0,,1.0,1,1,1
581,0438B51F-9A50-8642-9963-CDB942DD12D9.root,581,uproot_edm_partial_jets,0,1,,,2,2,2,289.48973846435547,220.9698486328125,68.51988983154297,0.7738298773765564,33.13478755950928,,,,,,,0,,1.0,1,1,1
582,0438B51F-9A50-8642-9963-CDB942DD12D9.root,582,uproot_edm_partial_jets,0,1,,,2,2,1,156.3661346435547,113.36236572265625,43.00376892089844,0.35077038407325745,31.773962020874023,,,,,,,0,,1.0,1,1,1
583,0438B51F-9A50-8642-9963-CDB942DD12D9.root,583,uproot_edm_partial_jets,0,1,,,2,2,1,281.38836669921875,243.2112274169922,38.17713928222656,2.3042893409729004,23.12000799179077,,,,,,,0,,1.0,1,1,1
584,0438B51F-9A50-8642-9963-CDB942DD12D9.root,584,uproot_edm_partial_jets,0,1,,,3,3,3,492.3489074707031,167.28076171875,166.35037231445312,0.7845467329025269,88.35995483398438,,,,,,,0,,1.0,1,1,1
585,0438B51F-9A50-8642-9963-CDB942DD12D9.root,585,uproot_edm_partial_jets,0,1,,,2,2,1,177.00270462036133,132.524169921875,44.47853469848633,-1.6570875644683838,33.5088005065918,,,,,,,0,,1.0,1,1,1
586,0438B51F-9A50-8642-9963-CDB942DD12D9.root,586,uproot_edm_partial_jets,0,1,,,2,2,2,325.33106231689453,215.8727569580078,109.45830535888672,1.7420822381973267,46.98204231262207,,,,,,,0,,1.0,1,1,1
587,0438B51F-9A50-8642-9963-CDB942DD12D9.root,587,uproot_edm_partial_jets,0,1,,,2,2,2,193.69070053100586,133.68438720703125,60.00631332397461,-1.64864981174469,38.285837173461914,,,,,,,0,,1.0,1,1,1
588,0438B51F-9A50-8642-9963-CDB942DD12D9.root,588,uproot_edm_partial_jets,0,1,,,5,5,3,323.09105682373047,120.50553894042969,76.62833404541016,-2.2309107780456543,53.66762733459473,,,,,,,0,,1.0,1,1,1
589,0438B51F-9A50-8642-9963-CDB942DD12D9.root,589,uproot_edm_partial_jets,0,1,,,3,3,2,242.33063888549805,159.6131591796875,105.53562927246094,2.6228151321411133,39.61018753051758,,,,,,,0,,1.0,1,1,1
590,0438B51F-9A50-8642-9963-CDB942DD12D9.root,590,uproot_edm_partial_jets,0,1,,,3,3,2,317.48094177246094,196.8000946044922,75.68448638916016,0.13211403787136078,51.45462417602539,,,,,,,0,,1.0,1,1,1
591,0438B51F-9A50-8642-9963-CDB942DD12D9.root,591,uproot_edm_partial_jets,0,1,,,2,2,2,254.69403076171875,165.541259765625,89.15277099609375,-1.6833550930023193,52.816123962402344,,,,,,,0,,1.0,1,1,1
592,0438B51F-9A50-8642-9963-CDB942DD12D9.root,592,uproot_edm_partial_jets,0,1,,,5,5,4,1317.7852325439453,642.5055541992188,413.1833801269531,1.032961368560791,164.23730325698853,,,,,,,0,,1.0,1,1,1
593,0438B51F-9A50-8642-9963-CDB942DD12D9.root,593,uproot_edm_partial_jets,0,1,,,2,2,2,284.4397964477539,176.33718872070312,108.10260772705078,-1.6915680170059204,57.09663200378418,,,,,,,0,,1.0,1,1,1
594,0438B51F-9A50-8642-9963-CDB942DD12D9.root,594,uproot_edm_partial_jets,0,1,,,2,2,2,210.36326217651367,281.757080078125,153.978515625,3.1302826404571533,27.64466953277588,,,,,,,0,,1.0,1,1,1
595,0438B51F-9A50-8642-9963-CDB942DD12D9.root,595,uproot_edm_partial_jets,0,1,,,2,2,2,254.79650115966797,174.5233917236328,80.27310943603516,-1.9767087697982788,45.829153060913086,,,,,,,0,,1.0,1,1,1
596,0438B51F-9A50-8642-9963-CDB942DD12D9.root,596,uproot_edm_partial_jets,0,1,,,3,3,3,485.62803649902344,267.8196716308594,160.54502868652344,0.4849072992801666,48.037378787994385,,,,,,,0,,1.0,1,1,1
597,0438B51F-9A50-8642-9963-CDB942DD12D9.root,597,uproot_edm_partial_jets,0,1,,,2,2,2,202.75733947753906,147.36203002929688,55.39530944824219,-1.6712201833724976,39.22259521484375,,,,,,,0,,1.0,1,1,1
598,0438B51F-9A50-8642-9963-CDB942DD12D9.root,598,uproot_edm_partial_jets,0,1,,,2,2,2,203.9330940246582,143.5478973388672,60.385196685791016,-1.6616666316986084,40.81057929992676,,,,,,,0,,1.0,1,1,1
599,0438B51F-9A50-8642-9963-CDB942DD12D9.root,599,uproot_edm_partial_jets,0,1,,,2,2,2,232.16129302978516,133.4490509033203,98.71224212646484,-1.7488640546798706,53.15573501586914,,,,,,,0,,1.0,1,1,1
600,0438B51F-9A50-8642-9963-CDB942DD12D9.root,600,uproot_edm_partial_jets,0,1,,,1,1,0,35.800872802734375,92.14701080322266,60.536643981933594,-2.8309788703918457,6.1271843910217285,,,,,,,0,,1.0,1,1,1
601,0438B51F-9A50-8642-9963-CDB942DD12D9.root,601,uproot_edm_partial_jets,0,1,,,3,3,1,197.8200569152832,100.34357452392578,58.57200241088867,-1.4263639450073242,36.35818338394165,,,,,,,0,,1.0,1,1,1
602,0438B51F-9A50-8642-9963-CDB942DD12D9.root,602,uproot_edm_partial_jets,0,1,,,2,2,2,243.4839096069336,135.08262634277344,108.40128326416016,-1.7663161754608154,55.38561820983887,,,,,,,0,,1.0,1,1,1
