event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags
242,0438B51F-9A50-8642-9963-CDB942DD12D9.root,242,uproot_edm_partial_jets,0,1,,,2,2,2,211.44952392578125,119.6702880859375,91.77923583984375,-1.7383769750595093,47.397756576538086,,,,,,,0,,1.0,1,1,1
243,0438B51F-9A50-8642-9963-CDB942DD12D9.root,243,uproot_edm_partial_jets,0,1,,,2,2,2,191.4795684814453,140.6472930908203,50.832275390625,-1.6545929908752441,36.65702438354492,,,,,,,0,,1.0,1,1,1
244,0438B51F-9A50-8642-9963-CDB942DD12D9.root,244,uproot_edm_partial_jets,0,1,,,3,3,2,472.55835723876953,231.5097198486328,193.2522430419922,-1.5713657140731812,64.97803115844727,,,,,,,0,,1.0,1,1,1
245,0438B51F-9A50-8642-9963-CDB942DD12D9.root,245,uproot_edm_partial_jets,0,1,,,2,2,2,204.96339416503906,140.5132293701172,64.45016479492188,-1.6581695079803467,37.9431037902832,,,,,,,0,,1.0,1,1,1
246,0438B51F-9A50-8642-9963-CDB942DD12D9.root,246,uproot_edm_partial_jets,0,1,,,2,2,1,154.2934398651123,123.6802978515625,32.71260452270508,0.8287879824638367,22.712470054626465,,,,,,,0,,1.0,1,1,1
247,0438B51F-9A50-8642-9963-CDB942DD12D9.root,247,uproot_edm_partial_jets,0,1,,,2,2,2,558.2581176757812,298.13421630859375,260.1239013671875,1.532983422279358,38.67221260070801,,,,,,,0,,1.0,1,1,1
248,0438B51F-9A50-8642-9963-CDB942DD12D9.root,248,uproot_edm_partial_jets,0,1,,,5,5,5,1183.1526947021484,678.3449096679688,190.47972106933594,0.6224610805511475,170.83013916015625,,,,,,,0,,1.0,1,1,1
249,0438B51F-9A50-8642-9963-CDB942DD12D9.root,249,uproot_edm_partial_jets,0,1,,,3,3,3,521.8976287841797,343.0685119628906,123.4084701538086,2.216588020324707,66.96644639968872,,,,,,,0,,1.0,1,1,1
250,0438B51F-9A50-8642-9963-CDB942DD12D9.root,250,uproot_edm_partial_jets,0,1,,,2,2,2,192.14549255371094,134.5245819091797,57.62091064453125,-1.667280912399292,38.13646221160889,,,,,,,0,,1.0,1,1,1
251,0438B51F-9A50-8642-9963-CDB942DD12D9.root,251,uproot_edm_partial_jets,0,1,,,3,3,2,271.88652420043945,143.46461486816406,81.55586242675781,1.0268089771270752,40.9662504196167,,,,,,,0,,1.0,1,1,1
252,0438B51F-9A50-8642-9963-CDB942DD12D9.root,252,uproot_edm_partial_jets,0,1,,,2,2,2,240.76611328125,138.3933563232422,102.37275695800781,-1.7360610961914062,50.768829345703125,,,,,,,0,,1.0,1,1,1
253,0438B51F-9A50-8642-9963-CDB942DD12D9.root,253,uproot_edm_partial_jets,0,1,,,4,4,2,252.7453727722168,81.5802230834961,73.89817810058594,-0.15731459856033325,39.088088035583496,,,,,,,0,,1.0,1,1,1
254,0438B51F-9A50-8642-9963-CDB942DD12D9.root,254,uproot_edm_partial_jets,0,1,,,3,3,2,401.62944412231445,241.60940551757812,112.84516143798828,2.271768569946289,59.892364501953125,,,,,,,0,,1.0,1,1,1
255,0438B51F-9A50-8642-9963-CDB942DD12D9.root,255,uproot_edm_partial_jets,0,1,,,2,2,1,197.9447250366211,160.2398681640625,37.704856872558594,-1.7323776483535767,58.26767921447754,,,,,,,0,,1.0,1,1,1
256,0438B51F-9A50-8642-9963-CDB942DD12D9.root,256,uproot_edm_partial_jets,0,1,,,2,2,2,208.90194702148438,130.57376098632812,78.32818603515625,-1.6823111772537231,38.38042736053467,,,,,,,0,,1.0,1,1,1
257,0438B51F-9A50-8642-9963-CDB942DD12D9.root,257,uproot_edm_partial_jets,0,1,,,2,2,2,241.68788146972656,156.1309356689453,85.55694580078125,-1.6933943033218384,50.64679718017578,,,,,,,0,,1.0,1,1,1
258,0438B51F-9A50-8642-9963-CDB942DD12D9.root,258,uproot_edm_partial_jets,0,1,,,2,2,2,220.4591293334961,144.61358642578125,75.84554290771484,-1.6920573711395264,39.7781867980957,,,,,,,0,,1.0,1,1,1
259,0438B51F-9A50-8642-9963-CDB942DD12D9.root,259,uproot_edm_partial_jets,0,1,,,2,2,2,209.79926300048828,151.73876953125,58.06049346923828,-1.6786495447158813,41.82339000701904,,,,,,,0,,1.0,1,1,1
260,0438B51F-9A50-8642-9963-CDB942DD12D9.root,260,uproot_edm_partial_jets,0,1,,,3,3,1,194.0060806274414,113.85655212402344,41.634822845458984,1.196147084236145,29.143239498138428,,,,,,,0,,1.0,1,1,1
261,0438B51F-9A50-8642-9963-CDB942DD12D9.root,261,uproot_edm_partial_jets,0,1,,,2,2,2,190.00800704956055,130.56947326660156,59.438533782958984,-1.6816171407699585,36.1562614440918,,,,,,,0,,1.0,1,1,1
262,0438B51F-9A50-8642-9963-CDB942DD12D9.root,262,uproot_edm_partial_jets,0,1,,,2,2,2,215.36669158935547,146.46302795410156,68.9036636352539,-1.6668622493743896,43.109938621520996,,,,,,,0,,1.0,1,1,1
263,0438B51F-9A50-8642-9963-CDB942DD12D9.root,263,uproot_edm_partial_jets,0,1,,,5,5,4,664.3560943603516,312.14337158203125,136.4619903564453,0.7899097204208374,76.14289569854736,,,,,,,0,,1.0,1,1,1
264,0438B51F-9A50-8642-9963-CDB942DD12D9.root,264,uproot_edm_partial_jets,0,1,,,2,2,2,183.62945556640625,126.81096649169922,56.81848907470703,-1.6808017492294312,34.51550102233887,,,,,,,0,,1.0,1,1,1
265,0438B51F-9A50-8642-9963-CDB942DD12D9.root,265,uproot_edm_partial_jets,0,1,,,2,2,2,679.5665435791016,445.04571533203125,234.5208282470703,0.8112679123878479,63.58191108703613,,,,,,,0,,1.0,1,1,1
266,0438B51F-9A50-8642-9963-CDB942DD12D9.root,266,uproot_edm_partial_jets,0,1,,,2,2,2,356.2210235595703,233.14480590820312,123.07621765136719,1.1342159509658813,46.055442810058594,,,,,,,0,,1.0,1,1,1
267,0438B51F-9A50-8642-9963-CDB942DD12D9.root,267,uproot_edm_partial_jets,0,1,,,2,2,2,238.68409729003906,151.18478393554688,87.49931335449219,-1.7050005197525024,46.1609411239624,,,,,,,0,,1.0,1,1,1
268,0438B51F-9A50-8642-9963-CDB942DD12D9.root,268,uproot_edm_partial_jets,0,1,,,2,2,2,230.04764556884766,176.62332153320312,53.42432403564453,1.4772313833236694,27.331092357635498,,,,,,,0,,1.0,1,1,1
269,0438B51F-9A50-8642-9963-CDB942DD12D9.root,269,uproot_edm_partial_jets,0,1,,,4,4,4,574.5176467895508,324.8041076660156,105.56322479248047,2.081411838531494,63.24585819244385,,,,,,,0,,1.0,1,1,1
270,0438B51F-9A50-8642-9963-CDB942DD12D9.root,270,uproot_edm_partial_jets,0,1,,,3,3,3,366.7044143676758,161.0164031982422,122.15120697021484,1.0689105987548828,44.42685031890869,,,,,,,0,,1.0,1,1,1
271,0438B51F-9A50-8642-9963-CDB942DD12D9.root,271,uproot_edm_partial_jets,0,1,,,3,3,2,188.82180404663086,98.14619445800781,54.26587677001953,-1.4894567728042603,39.668803215026855,,,,,,,0,,1.0,1,1,1
272,0438B51F-9A50-8642-9963-CDB942DD12D9.root,272,uproot_edm_partial_jets,0,1,,,2,2,2,228.96691131591797,148.05386352539062,80.91304779052734,-1.6785433292388916,44.902822494506836,,,,,,,0,,1.0,1,1,1
273,0438B51F-9A50-8642-9963-CDB942DD12D9.root,273,uproot_edm_partial_jets,0,1,,,2,2,2,259.4765319824219,160.61387634277344,98.86265563964844,-1.6749076843261719,47.87810516357422,,,,,,,0,,1.0,1,1,1
274,0438B51F-9A50-8642-9963-CDB942DD12D9.root,274,uproot_edm_partial_jets,0,1,,,3,3,2,321.9341468811035,222.9405975341797,56.901214599609375,0.1358371526002884,29.576637268066406,,,,,,,0,,1.0,1,1,1
275,0438B51F-9A50-8642-9963-CDB942DD12D9.root,275,uproot_edm_partial_jets,0,1,,,2,2,2,492.3809509277344,309.66229248046875,182.71865844726562,0.9586106538772583,53.92987632751465,,,,,,,0,,1.0,1,1,1
276,0438B51F-9A50-8642-9963-CDB942DD12D9.root,276,uproot_edm_partial_jets,0,1,,,4,4,3,397.10895919799805,158.76829528808594,134.75621032714844,-1.3724032640457153,51.90799140930176,,,,,,,0,,1.0,1,1,1
277,0438B51F-9A50-8642-9963-CDB942DD12D9.root,277,uproot_edm_partial_jets,0,1,,,1,1,1,136.91934204101562,136.91934204101562,24.8449649810791,-1.6895490884780884,29.17371940612793,,,,,,,0,,1.0,1,1,1
278,0438B51F-9A50-8642-9963-CDB942DD12D9.root,278,uproot_edm_partial_jets,0,1,,,2,2,2,199.02210235595703,147.12420654296875,51.89789581298828,-1.678896188735962,38.01503372192383,,,,,,,0,,1.0,1,1,1
279,0438B51F-9A50-8642-9963-CDB942DD12D9.root,279,uproot_edm_partial_jets,0,1,,,2,2,2,234.41085815429688,154.5084228515625,79.90243530273438,0.8505216240882874,39.65124177932739,,,,,,,0,,1.0,1,1,1
280,0438B51F-9A50-8642-9963-CDB942DD12D9.root,280,uproot_edm_partial_jets,0,1,,,2,2,2,165.10663604736328,110.85662841796875,54.25000762939453,-1.6910828351974487,32.61345958709717,,,,,,,0,,1.0,1,1,1
281,0438B51F-9A50-8642-9963-CDB942DD12D9.root,281,uproot_edm_partial_jets,0,1,,,2,2,2,209.38013458251953,144.4980926513672,64.88204193115234,-1.6850470304489136,42.175601959228516,,,,,,,0,,1.0,1,1,1
282,0438B51F-9A50-8642-9963-CDB942DD12D9.root,282,uproot_edm_partial_jets,0,1,,,2,2,2,210.14380645751953,143.9898681640625,66.15393829345703,-1.6890063285827637,41.323493003845215,,,,,,,0,,1.0,1,1,1
283,0438B51F-9A50-8642-9963-CDB942DD12D9.root,283,uproot_edm_partial_jets,0,1,,,5,5,3,401.64173889160156,192.79110717773438,69.49751281738281,1.5154242515563965,53.31701374053955,,,,,,,0,,1.0,1,1,1
284,0438B51F-9A50-8642-9963-CDB942DD12D9.root,284,uproot_edm_partial_jets,0,1,,,3,3,1,214.41783905029297,131.85194396972656,44.18314743041992,-1.6932454109191895,43.21352815628052,,,,,,,0,,1.0,1,1,1
285,0438B51F-9A50-8642-9963-CDB942DD12D9.root,285,uproot_edm_partial_jets,0,1,,,1,1,0,34.61857986450195,147.10145568847656,84.62136840820312,-2.4005773067474365,7.547557830810547,,,,,,,0,,1.0,1,1,1
286,0438B51F-9A50-8642-9963-CDB942DD12D9.root,286,uproot_edm_partial_jets,0,1,,,2,2,1,174.84610748291016,132.1053009033203,42.740806579589844,-1.6739925146102905,34.3038330078125,,,,,,,0,,1.0,1,1,1
287,0438B51F-9A50-8642-9963-CDB942DD12D9.root,287,uproot_edm_partial_jets,0,1,,,2,2,2,287.6668930053711,210.4136962890625,77.2531967163086,2.149214744567871,39.017775535583496,,,,,,,0,,1.0,1,1,1
288,0438B51F-9A50-8642-9963-CDB942DD12D9.root,288,uproot_edm_partial_jets,0,1,,,3,3,2,298.9887580871582,174.17738342285156,90.50865173339844,0.7471737265586853,42.301194190979004,,,,,,,0,,1.0,1,1,1
289,0438B51F-9A50-8642-9963-CDB942DD12D9.root,289,uproot_edm_partial_jets,0,1,,,2,2,2,112.53802871704102,56.903934478759766,56.359066009521484,1.221110224723816,17.511812210083008,,,,,,,0,,1.0,1,1,1
290,0438B51F-9A50-8642-9963-CDB942DD12D9.root,290,uproot_edm_partial_jets,0,1,,,3,3,3,618.351318359375,286.19647216796875,197.01951599121094,1.3127909898757935,66.2223892211914,,,,,,,0,,1.0,1,1,1
291,0438B51F-9A50-8642-9963-CDB942DD12D9.root,291,uproot_edm_partial_jets,0,1,,,2,2,2,554.0519561767578,378.7039489746094,175.34800720214844,0.7888492345809937,78.41599655151367,,,,,,,0,,1.0,1,1,1
292,0438B51F-9A50-8642-9963-CDB942DD12D9.root,292,uproot_edm_partial_jets,0,1,,,2,2,2,235.68922424316406,155.31300354003906,80.376220703125,-1.6852118968963623,45.98894500732422,,,,,,,0,,1.0,1,1,1
293,0438B51F-9A50-8642-9963-CDB942DD12D9.root,293,uproot_edm_partial_jets,0,1,,,3,3,2,242.23019790649414,140.0837860107422,70.0166015625,-1.6911885738372803,45.79390859603882,,,,,,,0,,1.0,1,1,1
294,0438B51F-9A50-8642-9963-CDB942DD12D9.root,294,uproot_edm_partial_jets,0,1,,,2,2,2,231.91796112060547,146.9408416748047,84.97711944580078,-1.6700539588928223,44.089744567871094,,,,,,,0,,1.0,1,1,1
295,0438B51F-9A50-8642-9963-CDB942DD12D9.root,295,uproot_edm_partial_jets,0,1,,,2,2,2,208.3350830078125,138.6768341064453,69.65824890136719,-1.670451045036316,40.85301494598389,,,,,,,0,,1.0,1,1,1
296,0438B51F-9A50-8642-9963-CDB942DD12D9.root,296,uproot_edm_partial_jets,0,1,,,1,1,1,180.04522705078125,180.04522705078125,25.809173583984375,-1.7290226221084595,53.378684997558594,,,,,,,0,,1.0,1,1,1
297,0438B51F-9A50-8642-9963-CDB942DD12D9.root,297,uproot_edm_partial_jets,0,1,,,1,1,1,299.4581298828125,443.3762512207031,299.4581298828125,-2.420593738555908,35.254459381103516,,,,,,,0,,1.0,1,1,1
298,0438B51F-9A50-8642-9963-CDB942DD12D9.root,298,uproot_edm_partial_jets,0,1,,,2,2,2,226.0064926147461,155.44712829589844,70.55936431884766,-1.6804285049438477,45.17984199523926,,,,,,,0,,1.0,1,1,1
299,0438B51F-9A50-8642-9963-CDB942DD12D9.root,299,uproot_edm_partial_jets,0,1,,,3,3,3,308.7369194030762,165.55001831054688,79.77631378173828,1.7540197372436523,37.368916511535645,,,,,,,0,,1.0,1,1,1
300,0438B51F-9A50-8642-9963-CDB942DD12D9.root,300,uproot_edm_partial_jets,0,1,,,2,2,2,219.7101593017578,155.85968017578125,63.85047912597656,-1.6531842947006226,46.067328453063965,,,,,,,0,,1.0,1,1,1
301,0438B51F-9A50-8642-9963-CDB942DD12D9.root,301,uproot_edm_partial_jets,0,1,,,2,2,2,220.0492706298828,149.0501251220703,70.9991455078125,-1.6595650911331177,40.978575706481934,,,,,,,0,,1.0,1,1,1
302,0438B51F-9A50-8642-9963-CDB942DD12D9.root,302,uproot_edm_partial_jets,0,1,,,2,2,2,197.64625930786133,137.32957458496094,60.31668472290039,-1.661004900932312,41.25626468658447,,,,,,,0,,1.0,1,1,1
303,0438B51F-9A50-8642-9963-CDB942DD12D9.root,303,uproot_edm_partial_jets,0,1,,,2,2,2,203.60668182373047,134.08872985839844,69.51795196533203,-1.6644232273101807,39.54465293884277,,,,,,,0,,1.0,1,1,1
304,0438B51F-9A50-8642-9963-CDB942DD12D9.root,304,uproot_edm_partial_jets,0,1,,,1,1,1,110.75434875488281,110.75434875488281,26.596405029296875,-1.6770581007003784,20.764366149902344,,,,,,,0,,1.0,1,1,1
305,0438B51F-9A50-8642-9963-CDB942DD12D9.root,305,uproot_edm_partial_jets,0,1,,,4,4,3,536.2039260864258,346.6683654785156,82.93016052246094,-2.366396427154541,60.397239208221436,,,,,,,0,,1.0,1,1,1
306,0438B51F-9A50-8642-9963-CDB942DD12D9.root,306,uproot_edm_partial_jets,0,1,,,3,3,2,370.70750427246094,275.5607604980469,57.09977340698242,-1.8499008417129517,34.38008785247803,,,,,,,0,,1.0,1,1,1
307,0438B51F-9A50-8642-9963-CDB942DD12D9.root,307,uproot_edm_partial_jets,0,1,,,0,0,0,0.0,24.172073364257812,22.63068962097168,2.347196340560913,0.0,,,,,,,0,,1.0,1,1,1
308,0438B51F-9A50-8642-9963-CDB942DD12D9.root,308,uproot_edm_partial_jets,0,1,,,2,2,2,219.3448715209961,147.31593322753906,72.02893829345703,-1.6999197006225586,44.28228282928467,,,,,,,0,,1.0,1,1,1
309,0438B51F-9A50-8642-9963-CDB942DD12D9.root,309,uproot_edm_partial_jets,0,1,,,5,5,2,528.2468681335449,230.15850830078125,177.3592529296875,2.069269895553589,66.84230375289917,,,,,,,0,,1.0,1,1,1
310,0438B51F-9A50-8642-9963-CDB942DD12D9.root,310,uproot_edm_partial_jets,0,1,,,3,3,1,170.27752685546875,97.48876190185547,38.501983642578125,-2.2202210426330566,28.003694534301758,,,,,,,0,,1.0,1,1,1
311,0438B51F-9A50-8642-9963-CDB942DD12D9.root,311,uproot_edm_partial_jets,0,1,,,2,2,2,268.41028594970703,187.18197631835938,81.22830963134766,-1.687860369682312,58.40992069244385,,,,,,,0,,1.0,1,1,1
312,0438B51F-9A50-8642-9963-CDB942DD12D9.root,312,uproot_edm_partial_jets,0,1,,,4,4,4,764.2286987304688,397.5621032714844,223.83934020996094,-1.1040894985198975,80.47646856307983,,,,,,,0,,1.0,1,1,1
313,0438B51F-9A50-8642-9963-CDB942DD12D9.root,313,uproot_edm_partial_jets,0,1,,,4,4,2,183.52317237854004,67.66480255126953,52.930992126464844,0.11709536612033844,40.63795471191406,,,,,,,0,,1.0,1,1,1
314,0438B51F-9A50-8642-9963-CDB942DD12D9.root,314,uproot_edm_partial_jets,0,1,,,2,2,2,449.0535125732422,259.7514343261719,189.3020782470703,-1.665600299835205,45.156405448913574,,,,,,,0,,1.0,1,1,1
315,0438B51F-9A50-8642-9963-CDB942DD12D9.root,315,uproot_edm_partial_jets,0,1,,,2,2,2,232.7157211303711,146.03367614746094,86.68204498291016,-1.6806378364562988,44.544410705566406,,,,,,,0,,1.0,1,1,1
316,0438B51F-9A50-8642-9963-CDB942DD12D9.root,316,uproot_edm_partial_jets,0,1,,,2,2,2,199.97721481323242,149.7315673828125,50.24564743041992,-1.6936495304107666,40.51435661315918,,,,,,,0,,1.0,1,1,1
317,0438B51F-9A50-8642-9963-CDB942DD12D9.root,317,uproot_edm_partial_jets,0,1,,,2,2,2,300.93949127197266,201.88938903808594,99.05010223388672,1.5233194828033447,41.58651542663574,,,,,,,0,,1.0,1,1,1
318,0438B51F-9A50-8642-9963-CDB942DD12D9.root,318,uproot_edm_partial_jets,0,1,,,5,5,5,555.2584915161133,175.7183380126953,173.1519317626953,0.8912208676338196,48.43087577819824,,,,,,,0,,1.0,1,1,1
319,0438B51F-9A50-8642-9963-CDB942DD12D9.root,319,uproot_edm_partial_jets,0,1,,,7,7,6,642.6340522766113,167.44717407226562,147.77699279785156,1.9199252128601074,96.39316272735596,,,,,,,0,,1.0,1,1,1
320,0438B51F-9A50-8642-9963-CDB942DD12D9.root,320,uproot_edm_partial_jets,0,1,,,2,2,2,202.5926170349121,144.1851043701172,58.40751266479492,-1.6585278511047363,40.51108169555664,,,,,,,0,,1.0,1,1,1
321,0438B51F-9A50-8642-9963-CDB942DD12D9.root,321,uproot_edm_partial_jets,0,1,,,0,0,0,0.0,22.02436065673828,13.760259628295898,-2.793173313140869,0.0,,,,,,,0,,1.0,1,1,1
322,0438B51F-9A50-8642-9963-CDB942DD12D9.root,322,uproot_edm_partial_jets,0,1,,,2,2,2,212.3877182006836,137.00897216796875,75.37874603271484,-1.6692113876342773,38.563870429992676,,,,,,,0,,1.0,1,1,1
323,0438B51F-9A50-8642-9963-CDB942DD12D9.root,323,uproot_edm_partial_jets,0,1,,,2,2,1,193.6150779724121,146.8394012451172,46.77567672729492,-1.6728252172470093,29.110288619995117,,,,,,,0,,1.0,1,1,1
324,0438B51F-9A50-8642-9963-CDB942DD12D9.root,324,uproot_edm_partial_jets,0,1,,,1,1,1,115.74754333496094,115.74754333496094,15.958575248718262,0.025814760476350784,16.252777099609375,,,,,,,0,,1.0,1,1,1
325,0438B51F-9A50-8642-9963-CDB942DD12D9.root,325,uproot_edm_partial_jets,0,1,,,2,2,2,171.28155899047852,119.41097259521484,51.87058639526367,-1.6893893480300903,30.775471687316895,,,,,,,0,,1.0,1,1,1
326,0438B51F-9A50-8642-9963-CDB942DD12D9.root,326,uproot_edm_partial_jets,0,1,,,2,2,2,255.41868591308594,179.84896850585938,75.56971740722656,0.12198728322982788,31.19078254699707,,,,,,,0,,1.0,1,1,1
327,0438B51F-9A50-8642-9963-CDB942DD12D9.root,327,uproot_edm_partial_jets,0,1,,,3,3,2,273.7300796508789,160.72982788085938,79.4793930053711,0.35024604201316833,37.145835399627686,,,,,,,0,,1.0,1,1,1
328,0438B51F-9A50-8642-9963-CDB942DD12D9.root,328,uproot_edm_partial_jets,0,1,,,1,1,1,151.90982055664062,256.7498474121094,151.90982055664062,-2.4834258556365967,24.115018844604492,,,,,,,0,,1.0,1,1,1
329,0438B51F-9A50-8642-9963-CDB942DD12D9.root,329,uproot_edm_partial_jets,0,1,,,2,2,2,332.9915466308594,216.60348510742188,116.3880615234375,1.3583303689956665,33.81429862976074,,,,,,,0,,1.0,1,1,1
330,0438B51F-9A50-8642-9963-CDB942DD12D9.root,330,uproot_edm_partial_jets,0,1,,,1,1,1,100.67498779296875,100.67498779296875,29.052156448364258,-1.9735459089279175,19.068965911865234,,,,,,,0,,1.0,1,1,1
331,0438B51F-9A50-8642-9963-CDB942DD12D9.root,331,uproot_edm_partial_jets,0,1,,,2,2,2,351.70079040527344,267.8135070800781,83.88728332519531,1.027002215385437,41.1509313583374,,,,,,,0,,1.0,1,1,1
332,0438B51F-9A50-8642-9963-CDB942DD12D9.root,332,uproot_edm_partial_jets,0,1,,,2,2,2,269.31436920166016,165.62289428710938,103.69147491455078,-1.6749238967895508,51.41217231750488,,,,,,,0,,1.0,1,1,1
333,0438B51F-9A50-8642-9963-CDB942DD12D9.root,333,uproot_edm_partial_jets,0,1,,,2,2,2,200.28546142578125,146.40911865234375,53.8763427734375,-1.6941883563995361,41.00323677062988,,,,,,,0,,1.0,1,1,1
334,0438B51F-9A50-8642-9963-CDB942DD12D9.root,334,uproot_edm_partial_jets,0,1,,,4,4,3,397.79358291625977,139.0146484375,138.8348388671875,-0.5366904139518738,59.78294086456299,,,,,,,0,,1.0,1,1,1
335,0438B51F-9A50-8642-9963-CDB942DD12D9.root,335,uproot_edm_partial_jets,0,1,,,2,2,2,253.09163665771484,160.2367706298828,92.85486602783203,0.662980318069458,31.563343048095703,,,,,,,0,,1.0,1,1,1
336,0438B51F-9A50-8642-9963-CDB942DD12D9.root,336,uproot_edm_partial_jets,0,1,,,4,4,3,372.79919052124023,134.74574279785156,126.8751449584961,1.38798189163208,57.818490982055664,,,,,,,0,,1.0,1,1,1
337,0438B51F-9A50-8642-9963-CDB942DD12D9.root,337,uproot_edm_partial_jets,0,1,,,2,2,2,207.99413299560547,114.3689956665039,93.62513732910156,-1.698935627937317,44.55751037597656,,,,,,,0,,1.0,1,1,1
338,0438B51F-9A50-8642-9963-CDB942DD12D9.root,338,uproot_edm_partial_jets,0,1,,,2,2,2,224.99940490722656,140.27915954589844,84.72024536132812,-1.6672495603561401,43.575618743896484,,,,,,,0,,1.0,1,1,1
339,0438B51F-9A50-8642-9963-CDB942DD12D9.root,339,uproot_edm_partial_jets,0,1,,,2,2,1,165.4866065979004,125.33451843261719,40.1520881652832,-1.670418381690979,30.58453369140625,,,,,,,0,,1.0,1,1,1
340,0438B51F-9A50-8642-9963-CDB942DD12D9.root,340,uproot_edm_partial_jets,0,1,,,2,2,2,242.12659454345703,161.93429565429688,80.19229888916016,-1.6687626838684082,46.46284294128418,,,,,,,0,,1.0,1,1,1
341,0438B51F-9A50-8642-9963-CDB942DD12D9.root,341,uproot_edm_partial_jets,0,1,,,1,1,1,135.29087829589844,135.29087829589844,25.598358154296875,1.4576669931411743,23.218406677246094,,,,,,,0,,1.0,1,1,1
342,0438B51F-9A50-8642-9963-CDB942DD12D9.root,342,uproot_edm_partial_jets,0,1,,,2,2,2,207.2586669921875,131.44287109375,75.8157958984375,-1.660191297531128,40.81338310241699,,,,,,,0,,1.0,1,1,1
343,0438B51F-9A50-8642-9963-CDB942DD12D9.root,343,uproot_edm_partial_jets,0,1,,,2,2,2,222.00433349609375,152.2797393798828,69.72459411621094,-1.6860506534576416,42.82204341888428,,,,,,,0,,1.0,1,1,1
344,0438B51F-9A50-8642-9963-CDB942DD12D9.root,344,uproot_edm_partial_jets,0,1,,,5,5,3,690.0744705200195,209.67190551757812,202.8122100830078,-1.730916976928711,88.23728561401367,,,,,,,0,,1.0,1,1,1
345,0438B51F-9A50-8642-9963-CDB942DD12D9.root,345,uproot_edm_partial_jets,0,1,,,6,6,6,985.1048316955566,284.5641174316406,263.4256896972656,-1.017895221710205,137.32209372520447,,,,,,,0,,1.0,1,1,1
346,0438B51F-9A50-8642-9963-CDB942DD12D9.root,346,uproot_edm_partial_jets,0,1,,,2,2,2,229.55242156982422,146.85830688476562,82.6941146850586,-1.703959345817566,46.30097770690918,,,,,,,0,,1.0,1,1,1
347,0438B51F-9A50-8642-9963-CDB942DD12D9.root,347,uproot_edm_partial_jets,0,1,,,3,3,3,240.32435989379883,115.8825912475586,72.56808471679688,0.3898603320121765,43.59440231323242,,,,,,,0,,1.0,1,1,1
348,0438B51F-9A50-8642-9963-CDB942DD12D9.root,348,uproot_edm_partial_jets,0,1,,,2,2,2,236.50799560546875,151.81591796875,84.69207763671875,-1.6755033731460571,44.84909915924072,,,,,,,0,,1.0,1,1,1
349,0438B51F-9A50-8642-9963-CDB942DD12D9.root,349,uproot_edm_partial_jets,0,1,,,2,2,2,187.28683471679688,126.59786224365234,60.68897247314453,-1.65536367893219,34.99868392944336,,,,,,,0,,1.0,1,1,1
350,0438B51F-9A50-8642-9963-CDB942DD12D9.root,350,uproot_edm_partial_jets,0,1,,,2,2,2,218.22666931152344,153.51744079589844,64.709228515625,-1.6774978637695312,43.941999435424805,,,,,,,0,,1.0,1,1,1
351,0438B51F-9A50-8642-9963-CDB942DD12D9.root,351,uproot_edm_partial_jets,0,1,,,3,3,2,466.19653701782227,308.097900390625,116.64844512939453,-1.3202109336853027,51.87183952331543,,,,,,,0,,1.0,1,1,1
352,0438B51F-9A50-8642-9963-CDB942DD12D9.root,352,uproot_edm_partial_jets,0,1,,,4,4,4,755.0569915771484,389.8649597167969,151.4806365966797,0.328826904296875,106.11571025848389,,,,,,,0,,1.0,1,1,1
353,0438B51F-9A50-8642-9963-CDB942DD12D9.root,353,uproot_edm_partial_jets,0,1,,,2,2,1,177.8175163269043,130.06759643554688,47.74991989135742,-1.6493395566940308,34.23222875595093,,,,,,,0,,1.0,1,1,1
354,0438B51F-9A50-8642-9963-CDB942DD12D9.root,354,uproot_edm_partial_jets,0,1,,,2,2,2,212.49862670898438,137.60891723632812,74.88970947265625,-1.7022321224212646,42.04451370239258,,,,,,,0,,1.0,1,1,1
355,0438B51F-9A50-8642-9963-CDB942DD12D9.root,355,uproot_edm_partial_jets,0,1,,,1,1,1,96.97340393066406,202.22549438476562,96.97340393066406,3.2363102436065674,8.165472984313965,,,,,,,0,,1.0,1,1,1
356,0438B51F-9A50-8642-9963-CDB942DD12D9.root,356,uproot_edm_partial_jets,0,1,,,2,2,2,254.09410858154297,169.4723358154297,84.62177276611328,-1.6764206886291504,49.86391067504883,,,,,,,0,,1.0,1,1,1
357,0438B51F-9A50-8642-9963-CDB942DD12D9.root,357,uproot_edm_partial_jets,0,1,,,5,5,4,376.3690299987793,104.8268814086914,91.64022064208984,0.5824331641197205,62.875850200653076,,,,,,,0,,1.0,1,1,1
358,0438B51F-9A50-8642-9963-CDB942DD12D9.root,358,uproot_edm_partial_jets,0,1,,,2,2,2,195.46562576293945,138.697265625,56.76836013793945,-1.6815391778945923,38.83896350860596,,,,,,,0,,1.0,1,1,1
