variant,jet_bin,met_bin,score_band,observed,met_bin_n,sm_fraction,expected_official_shape,midpoint,shape_correction,expected_shape
lepton_aware_resid,5plusjets,0,q0975_099,298,2225,0.11514977901307749,256.2082583040974,0.9825,0.9436252980625847,241.76459410829958
lepton_aware_resid,5plusjets,0,q099_100,237,2225,0.07641749385320225,170.028923823375,0.995,0.9584990192216664,162.97255672402036
lepton_aware_resid,5plusjets,1,q000_050,40,2032,0.038000428243210156,77.21687019020304,0.25,0.3773832982706894,29.140357154518497
lepton_aware_resid,5plusjets,1,q050_080,289,2032,0.20738817039849913,421.41276224975024,0.65,0.6224862865449324,262.3236654754895
lepton_aware_resid,5plusjets,1,q080_090,349,2032,0.18828237404483258,382.5897840590998,0.85,0.79947215932036,305.8698807956388
lepton_aware_resid,5plusjets,1,q090_095,348,2032,0.18343744166397674,372.74488146120075,0.925,0.8781241640329306,327.31628743067074
lepton_aware_resid,5plusjets,1,q095_0975,365,2032,0.1700654590673989,345.57301282495456,0.9625,0.9203059289821081,318.0328925990157
lepton_aware_resid,5plusjets,1,q0975_099,441,2032,0.16063500891746166,326.41033812028206,0.9825,0.9436252980625847,308.0090525994602
lepton_aware_resid,5plusjets,1,q099_100,200,2032,0.052191117664620784,106.05235109450943,0.995,0.9584990192216664,101.65107451023911
lepton_aware_resid,5plusjets,2,q000_050,14,1985,0.011474990055266547,22.777855259704097,0.25,0.3773832982706894,8.595982145439503
lepton_aware_resid,5plusjets,2,q050_080,148,1985,0.14106643016630718,280.0168638801198,0.65,0.6224862865449324,174.30665776669358
lepton_aware_resid,5plusjets,2,q080_090,292,1985,0.2114550807411545,419.73833527119166,0.85,0.79947215932036,335.5691132487928
lepton_aware_resid,5plusjets,2,q090_095,394,1985,0.2239620117091494,444.56459324266154,0.925,0.8781241640329306,390.38291179985197
lepton_aware_resid,5plusjets,2,q095_0975,431,1985,0.19400247985535304,385.09492251287577,0.9625,0.9203059289821081,354.40514040950507
lepton_aware_resid,5plusjets,2,q0975_099,534,1985,0.16738882236570068,332.26681239591585,0.9825,0.9436252980625847,313.535369883401
lepton_aware_resid,5plusjets,2,q099_100,172,1985,0.0506501851070685,100.54061743753097,0.995,0.9584990192216664,96.3680832058142
lepton_aware_resid,5plusjets,3,q000_050,6,1980,0.00630889212879569,12.491606415015466,0.25,0.3773832982706894,4.714123629597839
lepton_aware_resid,5plusjets,3,q050_080,97,1980,0.11405351530104998,225.82596029607896,0.65,0.6224862865449324,140.57356343014953
lepton_aware_resid,5plusjets,3,q080_090,227,1980,0.20544786151980576,406.7867658092154,0.85,0.79947215932036,325.214694044439
lepton_aware_resid,5plusjets,3,q090_095,422,1980,0.24171240805280034,478.59056794454466,0.925,0.8781241640329306,420.26194239034874
lepton_aware_resid,5plusjets,3,q095_0975,501,1980,0.21460266722572555,424.9132811069366,0.9625,0.9203059289821081,391.05021190595494
lepton_aware_resid,5plusjets,3,q0975_099,561,1980,0.16847048573449286,333.5715617542959,0.9825,0.9436252980625847,314.76656438559934
lepton_aware_resid,5plusjets,3,q099_100,166,1980,0.049404170037329886,97.82025667391318,0.995,0.9584990192216664,93.76062008195744
lepton_aware_resid,5plusjets,4,q000_050,6,2014,0.004962122249723125,9.993714210942374,0.25,0.3773832982706894,3.771460830900093
lepton_aware_resid,5plusjets,4,q050_080,95,2014,0.10573555200578834,212.9514017396577,0.65,0.6224862865449324,132.5593272834576
lepton_aware_resid,5plusjets,4,q080_090,228,2014,0.2071706830127516,417.2417555876817,0.85,0.79947215932036,333.57316729830177
lepton_aware_resid,5plusjets,4,q090_095,468,2014,0.250173771289301,503.84997537665225,0.925,0.8781241640329306,442.44283842563544
lepton_aware_resid,5plusjets,4,q095_0975,502,2014,0.21747021755802035,437.98501816185296,0.9625,0.9203059289821081,403.08020901968956
lepton_aware_resid,5plusjets,4,q0975_099,544,2014,0.16480269856047114,331.9126349007889,0.9825,0.9436252980625847,313.2011590389947
lepton_aware_resid,5plusjets,4,q099_100,171,2014,0.04968495532394441,100.06550002242403,0.995,0.9584990192216664,95.91268362941906
lepton_aware_resid,5plusjets,5,q000_050,10,2039,0.005458977960157136,11.1308560607604,0.25,0.3773832982706894,4.200599172786053
lepton_aware_resid,5plusjets,5,q050_080,98,2039,0.11139308726003416,227.13050492320966,0.65,0.6224862865449324,141.38562457072427
lepton_aware_resid,5plusjets,5,q080_090,209,2039,0.21051285585013638,429.2357130784281,0.85,0.79947215932036,343.16200239222536
lepton_aware_resid,5plusjets,5,q090_095,406,2039,0.24691451332680142,503.4586926733481,0.925,0.8781241640329306,442.0992436288959
lepton_aware_resid,5plusjets,5,q095_0975,493,2039,0.21143604321268328,431.1180921106612,0.9625,0.9203059289821081,396.7605362608961
lepton_aware_resid,5plusjets,5,q0975_099,600,2039,0.15976838352897335,325.76773401557665,0.9825,0.9436252980625847,307.4026751096213
lepton_aware_resid,5plusjets,5,q099_100,223,2039,0.05451613886121419,111.15840713801573,0.995,0.9584990192216664,106.54522422003076
lepton_aware_resid,5plusjets,6,q000_050,10,2197,0.006564750290003896,14.42275638713856,0.25,0.3773832982706894,5.442907375533001
lepton_aware_resid,5plusjets,6,q050_080,84,2197,0.12634960261881184,277.5900769535296,0.65,0.6224862865449324,172.79601618452466
lepton_aware_resid,5plusjets,6,q080_090,253,2197,0.21638568042400014,475.3993398915283,0.85,0.79947215932036,380.06853680255387
lepton_aware_resid,5plusjets,6,q090_095,459,2197,0.23953958518876964,526.2684686597269,0.925,0.8781241640329306,462.1290590987132
lepton_aware_resid,5plusjets,6,q095_0975,570,2197,0.20160726205694104,442.9311547390995,0.9625,0.9203059289821081,407.63216783728484
lepton_aware_resid,5plusjets,6,q0975_099,578,2197,0.15534583366576865,341.29479656369375,0.9825,0.9436252980625847,322.0544041346247
lepton_aware_resid,5plusjets,6,q099_100,243,2197,0.054207285755704694,119.09340680528321,0.995,0.9584990192216664,114.15091361863088
lepton_aware_resid,5plusjets,7,q000_050,11,2109,0.012359913883122716,26.067058379505806,0.25,0.3773832982706894,9.837272467472513
lepton_aware_resid,5plusjets,7,q050_080,142,2109,0.15670603340324007,330.4930244474333,0.65,0.6224862865449324,205.72737551728633
lepton_aware_resid,5plusjets,7,q080_090,312,2109,0.21781703600887659,459.3761289427207,0.85,0.79947215932036,367.25842574606503
lepton_aware_resid,5plusjets,7,q090_095,475,2109,0.2188465484081072,461.5473705926981,0.925,0.8781241640329306,405.2958989633102
lepton_aware_resid,5plusjets,7,q095_0975,444,2109,0.1872502982409918,394.91087899025166,0.9625,0.9203059289821081,363.4388233542644
lepton_aware_resid,5plusjets,7,q0975_099,525,2109,0.15818322396162268,333.60841933506225,0.9825,0.9436252980625847,314.80134413123585
lepton_aware_resid,5plusjets,7,q099_100,200,2109,0.04883694609403888,102.997119312328,0.995,0.9584990192216664,98.72263784352333
lepton_aware_resid,5plusjets,8,q000_050,23,1582,0.026111404565265447,41.308242022249935,0.25,0.3773832982706894,15.589040620120572
lepton_aware_resid,5plusjets,8,q050_080,204,1582,0.23054976285202092,364.7297248318971,0.65,0.6224862865449324,227.03925200316266
lepton_aware_resid,5plusjets,8,q080_090,270,1582,0.17386903163349982,275.06080804419673,0.85,0.79947215932036,219.903458151497
lepton_aware_resid,5plusjets,8,q090_095,312,1582,0.19320705547464168,305.6535617608831,0.925,0.8781241640329306,268.40177840496324
lepton_aware_resid,5plusjets,8,q095_0975,278,1582,0.17084491951905253,270.2766626791411,0.9625,0.9203059289821081,248.7372151291108
lepton_aware_resid,5plusjets,8,q0975_099,390,1582,0.17064105248139022,269.95414502555934,0.9825,0.9436252980625847,254.73556056297363
lepton_aware_resid,5plusjets,8,q099_100,105,1582,0.034776773474129406,55.01685563607272,0.995,0.9584990192216664,52.733602167835706
lepton_aware_resid,5plusjets,9,q000_050,26,876,0.04124710063082982,36.132460152606924,0.25,0.3773832982706894,13.635786987025059
lepton_aware_resid,5plusjets,9,q050_080,310,876,0.35853227571501084,314.0742735263495,0.65,0.6224862865449324,195.50692822671468
lepton_aware_resid,5plusjets,9,q080_090,225,876,0.2376836862423534,208.21090914830157,0.85,0.79947215932036,166.45882513084794
lepton_aware_resid,5plusjets,9,q090_095,157,876,0.1599573578360491,140.12264546437902,0.925,0.8781241640329306,123.04508091049054
lepton_aware_resid,5plusjets,9,q095_0975,74,876,0.09694447302589242,84.92335837068175,0.9625,0.9203059289821081,78.15547021761076
lepton_aware_resid,5plusjets,9,q0975_099,52,876,0.06067699208905838,53.15304507001514,0.9825,0.9436252980625847,50.15655799712703
lepton_aware_resid,5plusjets,9,q099_100,32,876,0.04495811446080593,39.383308267665996,0.995,0.9584990192216664,37.7488623482624
jets_only_resid,0jet,0,q000_050,183570,1189337,0.11454017877924987,136226.8726087767,0.25,1.4715776657877808,200468.423211193
jets_only_resid,0jet,0,q050_080,115124,1189337,0.08269917472808998,98357.18837358235,0.65,1.173208133328748,115393.45337123459
jets_only_resid,0jet,0,q080_090,57843,1189337,0.04563732737694589,54278.16203051469,0.85,1.0475409366592183,56858.59669358618
jets_only_resid,0jet,0,q090_095,50369,1189337,0.04286028986404424,50975.32856603279,0.925,1.0039670987154217,51177.552726505295
jets_only_resid,0jet,0,q095_0975,50019,1189337,0.03965197860447726,47159.56527751317,0.9625,0.9828646585060358,46351.470021776084
jets_only_resid,0jet,0,q0975_099,72788,1189337,0.06025593372870167,71664.61145309286,0.9825,0.9717919853810153,69643.09504556016
jets_only_resid,0jet,0,q099_100,659624,1189337,0.6143551169184911,730675.2716904874,0.995,0.9649349995624382,705054.1429689449
jets_only_resid,0jet,1,q000_050,0,1498400,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,1,q050_080,0,1498400,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,1,q080_090,0,1498400,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,1,q090_095,0,1498400,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,1,q095_0975,0,1498400,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,1,q0975_099,0,1498400,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,1,q099_100,1498400,1498400,1.0,1498400.0,0.995,0.9649349995624382,1445858.6033443573
jets_only_resid,0jet,2,q000_050,0,2048866,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,2,q050_080,0,2048866,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,2,q080_090,0,2048866,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,2,q090_095,0,2048866,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,2,q095_0975,0,2048866,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,2,q0975_099,0,2048866,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,2,q099_100,2048866,2048866,1.0,2048866.0,0.995,0.9649349995624382,1977022.5128134945
jets_only_resid,0jet,3,q000_050,0,1417354,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,3,q050_080,0,1417354,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,3,q080_090,0,1417354,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,3,q090_095,0,1417354,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,3,q095_0975,0,1417354,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,3,q0975_099,0,1417354,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,3,q099_100,1417354,1417354,1.0,1417354.0,0.995,0.9649349995624382,1367654.48136982
jets_only_resid,0jet,4,q000_050,0,562969,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,4,q050_080,0,562969,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,4,q080_090,0,562969,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,4,q090_095,0,562969,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,4,q095_0975,0,562969,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,4,q0975_099,0,562969,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,4,q099_100,562969,562969,1.0,562969.0,0.995,0.9649349995624382,543228.4917686663
jets_only_resid,0jet,5,q000_050,0,237373,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,5,q050_080,0,237373,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,5,q080_090,0,237373,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,5,q090_095,0,237373,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,5,q095_0975,0,237373,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,5,q0975_099,0,237373,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,5,q099_100,237373,237373,1.0,237373.0,0.995,0.9649349995624382,229049.51565113466
jets_only_resid,0jet,6,q000_050,0,74817,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,6,q050_080,0,74817,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,6,q080_090,0,74817,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,6,q090_095,0,74817,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,6,q095_0975,0,74817,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,6,q0975_099,0,74817,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,6,q099_100,74817,74817,1.0,74817.0,0.995,0.9649349995624382,72193.54186226294
jets_only_resid,0jet,7,q000_050,0,17646,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,7,q050_080,0,17646,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,7,q080_090,0,17646,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,7,q090_095,0,17646,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,7,q095_0975,0,17646,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,7,q0975_099,0,17646,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,7,q099_100,17646,17646,1.0,17646.0,0.995,0.9649349995624382,17027.243002278785
jets_only_resid,0jet,8,q000_050,0,2875,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,8,q050_080,0,2875,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,8,q080_090,0,2875,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,8,q090_095,0,2875,0.0,0.0,0.925,1.0039670987154217,0.0
jets_only_resid,0jet,8,q095_0975,0,2875,0.0,0.0,0.9625,0.9828646585060358,0.0
jets_only_resid,0jet,8,q0975_099,0,2875,0.0,0.0,0.9825,0.9717919853810153,0.0
jets_only_resid,0jet,8,q099_100,2875,2875,1.0,2875.0,0.995,0.9649349995624382,2774.18812374201
jets_only_resid,0jet,9,q000_050,0,418,0.0,0.0,0.25,1.4715776657877808,0.0
jets_only_resid,0jet,9,q050_080,0,418,0.0,0.0,0.65,1.173208133328748,0.0
jets_only_resid,0jet,9,q080_090,0,418,0.0,0.0,0.85,1.0475409366592183,0.0
jets_only_resid,0jet,9,q090_095,111,418,0.127579626811364,53.32828400715015,0.925,1.0039670987154217,53.53984257413056
jets_only_resid,0jet,9,q095_0975,151,418,0.26229734173007735,109.64028884317233,0.9625,0.9828646585060358,107.76156505234769
jets_only_resid,0jet,9,q0975_099,74,418,0.29094810712681907,121.61630877901037,0.9825,0.9717919853810153,118.18575416306508
jets_only_resid,0jet,9,q099_100,82,418,0.3191749243317396,133.41511837066716,0.995,0.9649349995624382,128.73691718662235
jets_only_resid,1to2jets,0,q000_050,424161,894548,0.5916269603410605,529238.714119175,0.25,0.08668285879443616,45875.92472454141
jets_only_resid,1to2jets,0,q050_080,217537,894548,0.3305034796753901,295651.2267366609,0.65,1.7197961540236728,508459.84267409024
jets_only_resid,1to2jets,0,q080_090,100103,894548,0.06114132104891106,54693.84646166129,0.85,7.660354131653015,418974.2327185827
jets_only_resid,1to2jets,0,q090_095,76076,894548,0.011725963771838432,10489.437440170526,0.925,13.41338220923934,140698.8335449124
jets_only_resid,1to2jets,0,q095_0975,54864,894548,0.003968932334798366,3550.4004822292086,0.9625,17.74937340967542,63017.38391297791
jets_only_resid,1to2jets,0,q0975_099,21771,894548,0.0010161480008393984,908.9931618548821,0.9825,20.609156327538575,18733.58217333084
jets_only_resid,1to2jets,0,q099_100,36,894548,1.7194827162082205e-05,15.381598248186313,0.995,22.62603505419946,348.0245811530765
jets_only_resid,1to2jets,1,q000_050,126990,513994,0.7246651144751162,372473.52084952284,0.25,0.08668285879443616,32287.06961246566
jets_only_resid,1to2jets,1,q050_080,191401,513994,0.23844776394678102,122560.71998206177,0.65,1.7197961540236728,210779.45485952214
jets_only_resid,1to2jets,1,q080_090,96541,513994,0.026140999850503818,13436.31707715986,0.85,7.660354131653015,102926.94703622149
jets_only_resid,1to2jets,1,q090_095,65999,513994,0.008025330449120101,4124.971698865037,0.925,13.41338220923934,55329.82199917207
jets_only_resid,1to2jets,1,q095_0975,31114,513994,0.002452099864771396,1260.364617893309,0.9625,17.74937340967542,22370.682235331224
jets_only_resid,1to2jets,1,q0975_099,1949,513994,0.0002686914137074229,138.10577449713313,0.9825,20.609156327538575,2846.2434963472065
jets_only_resid,1to2jets,1,q099_100,0,513994,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,2,q000_050,51348,355907,0.784419623139901,279180.43481285276,0.25,0.08668285879443616,24200.158209051806
jets_only_resid,1to2jets,2,q050_080,156468,355907,0.1855393345465747,66034.74794046776,0.65,1.7197961540236728,113566.3055399391
jets_only_resid,1to2jets,2,q080_090,82797,355907,0.021104559261268592,7511.260373000321,0.85,7.660354131653015,57538.914432234575
jets_only_resid,1to2jets,2,q090_095,48542,355907,0.007026679397570707,2500.8443843511977,0.925,13.41338220923934,33544.781573132466
jets_only_resid,1to2jets,2,q095_0975,16630,355907,0.0018252094936886242,649.6048352702372,0.9625,17.74937340967542,11530.07878994213
jets_only_resid,1to2jets,2,q0975_099,122,355907,8.45941609962268e-05,30.107654057684094,0.9825,20.609156327538575,620.4933491302626
jets_only_resid,1to2jets,2,q099_100,0,355907,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,3,q000_050,33005,265944,0.8095990410598191,215308.0073756125,0.25,0.08668285879443616,18663.513600651637
jets_only_resid,1to2jets,3,q050_080,116964,265944,0.16185922585372092,43045.489960441955,0.65,1.7197961540236728,74029.46808203269
jets_only_resid,1to2jets,3,q080_090,69174,265944,0.02085760500068746,5546.9549043028255,0.85,7.660354131653015,42491.6389192691
jets_only_resid,1to2jets,3,q090_095,37233,265944,0.006364454739753842,1692.5885513090957,0.925,13.41338220923934,22703.337161691612
jets_only_resid,1to2jets,3,q095_0975,9544,265944,0.001283494013516342,341.33753193059005,0.9625,17.74937340967542,6058.52731297305
jets_only_resid,1to2jets,3,q0975_099,24,265944,3.617933250240047e-05,9.621676403018391,0.9825,20.609156327538575,198.29463312279506
jets_only_resid,1to2jets,3,q099_100,0,265944,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,4,q000_050,25933,208076,0.8191544693801082,170446.3853707354,0.25,0.08668285879443616,14774.779955113505
jets_only_resid,1to2jets,4,q050_080,89990,208076,0.154006567110067,32045.0704579943,0.65,1.7197961540236728,55110.988929076215
jets_only_resid,1to2jets,4,q080_090,55988,208076,0.019730504490465435,4105.444452358086,0.85,7.660354131653015,31449.158372893213
jets_only_resid,1to2jets,4,q090_095,29818,208076,0.005956059775009751,1239.3130937449291,0.925,13.41338220923934,16623.3802033156
jets_only_resid,1to2jets,4,q095_0975,6335,208076,0.00114264799190708,237.75762356405758,0.9625,17.74937340967542,4220.048841635502
jets_only_resid,1to2jets,4,q0975_099,12,208076,9.751252442626055e-06,2.029001603251859,0.9825,20.609156327538575,41.816011230243966
jets_only_resid,1to2jets,4,q099_100,0,208076,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,5,q000_050,22826,157436,0.817272103133666,128668.05082895185,0.25,0.08668285879443616,11153.314481361367
jets_only_resid,1to2jets,5,q050_080,71385,157436,0.15565831708492128,24506.222808581668,0.65,1.7197961540236728,42145.707735845965
jets_only_resid,1to2jets,5,q080_090,41151,157436,0.01947931602416645,3066.7455975806693,0.85,7.660354131653015,23492.357309155774
jets_only_resid,1to2jets,5,q090_095,18525,157436,0.006488773402353298,1021.5665293728938,0.925,13.41338220923934,13702.662310644751
jets_only_resid,1to2jets,5,q095_0975,3541,157436,0.0010887273344881811,171.4048766324813,0.9625,17.74937340967542,3042.3291595892592
jets_only_resid,1to2jets,5,q0975_099,8,157436,1.276302040474798e-05,2.0093588804419027,0.9825,20.609156327538575,41.41119128515506
jets_only_resid,1to2jets,5,q099_100,0,157436,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,6,q000_050,21393,95195,0.8021870549911672,76364.19669988415,0.25,0.08668285879443616,6619.466879486606
jets_only_resid,1to2jets,6,q050_080,47070,95195,0.1718337612313449,16357.714900417877,0.65,1.7197961540236728,28131.935174354392
jets_only_resid,1to2jets,6,q080_090,18148,95195,0.019331496318495244,1840.2617920391547,0.85,7.660354131653015,14097.057021970319
jets_only_resid,1to2jets,6,q090_095,6927,95195,0.00552035183465943,525.5098929004045,0.925,13.41338220923934,7048.865048209556
jets_only_resid,1to2jets,6,q095_0975,1650,95195,0.0011143742325418087,106.08285506681749,0.9625,17.74937340967542,1882.9042069454217
jets_only_resid,1to2jets,6,q0975_099,7,95195,1.2961391791356787e-05,1.2338596915782094,0.9825,20.609156327538575,25.42880726998385
jets_only_resid,1to2jets,6,q099_100,0,95195,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,7,q000_050,18525,47045,0.7642774019258206,35955.43037360023,0.25,0.08668285879443616,3116.71949396797
jets_only_resid,1to2jets,7,q050_080,20725,47045,0.2074738375726096,9760.606688603419,0.65,1.7197961540236728,16786.253843997896
jets_only_resid,1to2jets,7,q080_090,5493,47045,0.020206353798810556,950.6079144650425,0.85,7.660354131653015,7281.993265154344
jets_only_resid,1to2jets,7,q090_095,1760,47045,0.006135391426546852,288.6394896618967,0.925,13.41338220923934,3871.6317955148074
jets_only_resid,1to2jets,7,q095_0975,525,47045,0.001838758553941096,86.50439617015886,0.9625,17.74937340967542,1535.3988292026459
jets_only_resid,1to2jets,7,q0975_099,17,47045,6.825672227134345e-05,3.2111374992553525,0.9825,20.609156327538575,66.17883471137485
jets_only_resid,1to2jets,7,q099_100,0,47045,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,8,q000_050,10799,17472,0.6681407948307444,11673.755967282767,0.25,0.08668285879443616,1011.9145401126785
jets_only_resid,1to2jets,8,q050_080,5290,17472,0.2504239963458182,4375.408064154135,0.65,1.7197961540236728,7524.8099610164445
jets_only_resid,1to2jets,8,q080_090,885,17472,0.06959013128592416,1215.878773827667,0.85,7.660354131653015,9314.06198867997
jets_only_resid,1to2jets,8,q090_095,349,17472,0.007933386373685713,138.6121267210368,0.925,13.41338220923934,1859.2574345447838
jets_only_resid,1to2jets,8,q095_0975,113,17472,0.0031278299369403317,54.649444658221476,0.9625,17.74937340967542,969.9933998701647
jets_only_resid,1to2jets,8,q0975_099,36,17472,0.0007838612268872297,13.695623356173677,0.9825,20.609156327538575,282.25524275047184
jets_only_resid,1to2jets,8,q099_100,0,17472,0.0,0.0,0.995,22.62603505419946,0.0
jets_only_resid,1to2jets,9,q000_050,3268,4665,0.5899221816899775,2751.9869775837446,0.25,0.08668285879443616,238.55009858201888
jets_only_resid,1to2jets,9,q050_080,991,4665,0.2755017190703702,1285.215519463277,0.65,1.7197961540236728,2210.3087074644804
jets_only_resid,1to2jets,9,q080_090,227,4665,0.07908123627321101,368.91396721452935,0.85,7.660354131653015,2826.0116329763246
jets_only_resid,1to2jets,9,q090_095,96,4665,0.03358528063680278,156.67533417068498,0.925,13.41338220923934,2101.5461399916944
jets_only_resid,1to2jets,9,q095_0975,40,4665,0.0133396344734262,62.22939481853322,0.9625,17.74937340967542,1104.532765692267
jets_only_resid,1to2jets,9,q0975_099,24,4665,0.00613005335867277,28.596698918208475,0.9825,20.609156327538575,589.3538384569117
jets_only_resid,1to2jets,9,q099_100,19,4665,0.0024398944975395293,11.382107831021903,0.995,22.62603505419946,257.53197077537976
jets_only_resid,3to4jets,0,q000_050,13019,32096,0.4479422512346594,14377.154495627628,0.25,0.2009510077248629,2889.103684112415
jets_only_resid,3to4jets,0,q050_080,7772,32096,0.28852605380970436,9260.53222307627,0.65,0.8204771298843062,7598.054899590752
jets_only_resid,3to4jets,0,q080_090,3900,32096,0.1369154703645451,4394.438936820439,0.85,1.6578858532663747,7285.478146397534
jets_only_resid,3to4jets,0,q090_095,3129,32096,0.07955878938643683,2553.5189041470767,0.925,2.158304321936658,5511.270886967594
jets_only_resid,3to4jets,0,q095_0975,2420,32096,0.03400450263221261,1091.4085164834958,0.9625,2.4625877100601863,2687.689199347277
jets_only_resid,3to4jets,0,q0975_099,1638,32096,0.012565529230496288,403.30322618200887,0.9825,2.6420468977167832,1065.5460375733467
jets_only_resid,3to4jets,0,q099_100,218,32096,0.0004874033419454442,15.643697663080976,0.995,2.7607910057100717,43.18897980428163
jets_only_resid,3to4jets,1,q000_050,4650,25674,0.3669510768186382,9421.101946241717,0.25,0.2009510077248629,1893.1799299759402
jets_only_resid,3to4jets,1,q050_080,8891,25674,0.374001520824543,9602.115045649318,0.65,0.8204771298843062,7878.315793473266
jets_only_resid,3to4jets,1,q080_090,4971,25674,0.15888750643596586,4079.2778402369872,0.85,1.6578858532663747,6762.977022871912
jets_only_resid,3to4jets,1,q090_095,3865,25674,0.0711445610467382,1826.5654603139567,0.925,2.158304321936658,3942.284127295834
jets_only_resid,3to4jets,1,q095_0975,2372,25674,0.025444780671943938,653.2692989714886,0.9625,2.4625877100601863,1608.7329470068214
jets_only_resid,3to4jets,1,q0975_099,909,25674,0.0035575823494914194,91.3373692408427,0.9825,2.6420468977167832,241.31761304838082
jets_only_resid,3to4jets,1,q099_100,16,25674,1.297185267959579e-05,0.3330393456959423,0.995,2.7607910057100717,0.9194520301449247
jets_only_resid,3to4jets,2,q000_050,2124,22105,0.318769227349352,7046.393770557425,0.25,0.2009510077248629,1415.979929019711
jets_only_resid,3to4jets,2,q050_080,8063,22105,0.4363700490171729,9645.959933524608,0.65,0.8204771298843062,7914.289521237283
jets_only_resid,3to4jets,2,q080_090,5421,22105,0.15852125209675635,3504.112277598799,0.85,1.6578858532663747,5809.418173288065
jets_only_resid,3to4jets,2,q090_095,3914,22105,0.06504199650808333,1437.753332811182,0.925,2.158304321936658,3103.109232085208
jets_only_resid,3to4jets,2,q095_0975,2024,22105,0.01944209087933469,429.76741888769334,0.9625,2.4625877100601863,1058.3399639371216
jets_only_resid,3to4jets,2,q0975_099,556,22105,0.0018553841493007958,41.01326662029409,0.9825,2.6420468977167832,108.3589738393793
jets_only_resid,3to4jets,2,q099_100,3,22105,0.0,0.0,0.995,2.7607910057100717,0.0
jets_only_resid,3to4jets,3,q000_050,1566,19426,0.3016303778640995,5859.471720387997,0.25,0.2009510077248629,1177.4667469473043
