comparison,bootstrap_delta_auc
standard_plus_trace_axis_vs_standard_CMS_like,0.0005159417303350899
standard_plus_trace_axis_vs_standard_CMS_like,0.0005022817843083338
standard_plus_trace_axis_vs_standard_CMS_like,0.0004812033315815256
standard_plus_trace_axis_vs_standard_CMS_like,0.00031435376457344955
standard_plus_trace_axis_vs_standard_CMS_like,0.0006663491751678352
standard_plus_trace_axis_vs_standard_CMS_like,0.00041037487144734985
standard_plus_trace_axis_vs_standard_CMS_like,0.0005423195380310775
standard_plus_trace_axis_vs_standard_CMS_like,0.00018788318075291244
standard_plus_trace_axis_vs_standard_CMS_like,0.00028534934260171507
standard_plus_trace_axis_vs_standard_CMS_like,0.00040944454639979533
standard_plus_trace_axis_vs_standard_CMS_like,0.00045774295162459566
standard_plus_trace_axis_vs_standard_CMS_like,0.0004816888843796052
standard_plus_trace_axis_vs_standard_CMS_like,0.00044275089339329554
standard_plus_trace_axis_vs_standard_CMS_like,0.0004978725822077923
standard_plus_trace_axis_vs_standard_CMS_like,0.0001577487755106688
standard_plus_trace_axis_vs_standard_CMS_like,0.0004254512116611542
standard_plus_trace_axis_vs_standard_CMS_like,0.00038648999972656917
standard_plus_trace_axis_vs_standard_CMS_like,0.0004964527157359511
standard_plus_trace_axis_vs_standard_CMS_like,0.0005962222719513299
standard_plus_trace_axis_vs_standard_CMS_like,0.00025576097619284255
standard_plus_trace_axis_vs_standard_CMS_like,0.0004865356280762123
standard_plus_trace_axis_vs_standard_CMS_like,0.0006377264465003973
standard_plus_trace_axis_vs_standard_CMS_like,0.00024900043707998254
standard_plus_trace_axis_vs_standard_CMS_like,0.00041349588143668736
standard_plus_trace_axis_vs_standard_CMS_like,0.0005107886201914935
standard_plus_trace_axis_vs_standard_CMS_like,0.0004537302380970276
standard_plus_trace_axis_vs_standard_CMS_like,0.0004408113105701661
standard_plus_trace_axis_vs_standard_CMS_like,0.0005580363386192833
standard_plus_trace_axis_vs_standard_CMS_like,0.0005528413565609736
standard_plus_trace_axis_vs_standard_CMS_like,0.00044951098583956295
standard_plus_trace_axis_vs_standard_CMS_like,0.0002442892915036632
standard_plus_trace_axis_vs_standard_CMS_like,0.0005563055684685292
standard_plus_trace_axis_vs_standard_CMS_like,0.0004763801661662459
standard_plus_trace_axis_vs_standard_CMS_like,0.00011274653849047134
standard_plus_trace_axis_vs_standard_CMS_like,0.0005938312195247208
standard_plus_trace_axis_vs_standard_CMS_like,0.0004751025984529589
standard_plus_trace_axis_vs_standard_CMS_like,0.0003478789770712254
standard_plus_trace_axis_vs_standard_CMS_like,0.0005321074770453516
standard_plus_trace_axis_vs_standard_CMS_like,0.00041491123758974346
standard_plus_trace_axis_vs_standard_CMS_like,0.00034471887773412924
standard_plus_trace_axis_vs_standard_CMS_like,0.0002230982507320789
standard_plus_trace_axis_vs_standard_CMS_like,0.00038326168553015627
standard_plus_trace_axis_vs_standard_CMS_like,0.00042441757063438335
standard_plus_trace_axis_vs_standard_CMS_like,0.0003680604115851027
standard_plus_trace_axis_vs_standard_CMS_like,0.0003188255702230025
standard_plus_trace_axis_vs_standard_CMS_like,0.00044085979111629925
standard_plus_trace_axis_vs_standard_CMS_like,0.0004165179665651664
standard_plus_trace_axis_vs_standard_CMS_like,0.0005057624511711767
standard_plus_trace_axis_vs_standard_CMS_like,0.0005155003036170225
standard_plus_trace_axis_vs_standard_CMS_like,0.0007500677995784244
standard_plus_trace_axis_vs_standard_CMS_like,0.00043643565660733685
standard_plus_trace_axis_vs_standard_CMS_like,0.0004917721601204184
standard_plus_trace_axis_vs_standard_CMS_like,0.0006004814424771521
standard_plus_trace_axis_vs_standard_CMS_like,0.0005897275553687908
standard_plus_trace_axis_vs_standard_CMS_like,0.00036084918331846794
standard_plus_trace_axis_vs_standard_CMS_like,0.00041385362362300615
standard_plus_trace_axis_vs_standard_CMS_like,0.0005419424021224639
standard_plus_trace_axis_vs_standard_CMS_like,0.0004546902362226879
standard_plus_trace_axis_vs_standard_CMS_like,0.0004266441970545154
standard_plus_trace_axis_vs_standard_CMS_like,0.00031906766060552094
standard_plus_trace_axis_vs_standard_CMS_like,0.0003702034759592854
standard_plus_trace_axis_vs_standard_CMS_like,0.00044510430875710494
standard_plus_trace_axis_vs_standard_CMS_like,0.000568323545219962
standard_plus_trace_axis_vs_standard_CMS_like,0.0005556254023307838
standard_plus_trace_axis_vs_standard_CMS_like,0.00037166788196885125
standard_plus_trace_axis_vs_standard_CMS_like,0.0005435466825775004
standard_plus_trace_axis_vs_standard_CMS_like,0.0002300806971889946
standard_plus_trace_axis_vs_standard_CMS_like,0.0005712738369154646
standard_plus_trace_axis_vs_standard_CMS_like,0.0005530049730914088
standard_plus_trace_axis_vs_standard_CMS_like,0.0003934239318199584
standard_plus_trace_axis_vs_standard_CMS_like,0.0003098040139990488
standard_plus_trace_axis_vs_standard_CMS_like,0.0002706763270226009
standard_plus_trace_axis_vs_standard_CMS_like,0.0003889091310806947
standard_plus_trace_axis_vs_standard_CMS_like,0.0002951889919897699
standard_plus_trace_axis_vs_standard_CMS_like,0.0005544788643160325
standard_plus_trace_axis_vs_standard_CMS_like,0.0004650918845651164
standard_plus_trace_axis_vs_standard_CMS_like,0.0005747365980812713
standard_plus_trace_axis_vs_standard_CMS_like,0.00043045236426153544
standard_plus_trace_axis_vs_standard_CMS_like,0.0003279741384711876
standard_plus_trace_axis_vs_standard_CMS_like,0.0003327727760382704
standard_plus_trace_axis_vs_standard_CMS_like,0.00048201703928318906
standard_plus_trace_axis_vs_standard_CMS_like,0.000465342594171414
standard_plus_trace_axis_vs_standard_CMS_like,0.0004826321615994944
standard_plus_trace_axis_vs_standard_CMS_like,0.00034323360158283744
standard_plus_trace_axis_vs_standard_CMS_like,0.0004229856675797006
standard_plus_trace_axis_vs_standard_CMS_like,0.00043477924934542944
standard_plus_trace_axis_vs_standard_CMS_like,0.0007786050720263171
standard_plus_trace_axis_vs_standard_CMS_like,0.00041776040910046497
standard_plus_trace_axis_vs_standard_CMS_like,0.0004628706676550465
standard_plus_trace_axis_vs_standard_CMS_like,0.00046278256396403705
standard_plus_trace_axis_vs_standard_CMS_like,0.0002687461798692725
standard_plus_trace_axis_vs_standard_CMS_like,0.0005494997890249653
standard_plus_trace_axis_vs_standard_CMS_like,0.00031477329226625717
standard_plus_trace_axis_vs_standard_CMS_like,0.0005418337656800665
standard_plus_trace_axis_vs_standard_CMS_like,7.339395310423935e-05
standard_plus_trace_axis_vs_standard_CMS_like,0.0004635461216357939
standard_plus_trace_axis_vs_standard_CMS_like,0.0007481493707334197
standard_plus_trace_axis_vs_standard_CMS_like,0.0003794209774802271
standard_plus_trace_axis_vs_standard_CMS_like,0.00042611011845106184
standard_plus_trace_axis_vs_standard_CMS_like,0.0003535742641010975
standard_plus_trace_axis_vs_standard_CMS_like,0.0005472137305740921
standard_plus_trace_axis_vs_standard_CMS_like,0.0003178860341082057
standard_plus_trace_axis_vs_standard_CMS_like,0.0005329750902155483
standard_plus_trace_axis_vs_standard_CMS_like,0.00039382230371809435
standard_plus_trace_axis_vs_standard_CMS_like,0.0005721412253016922
standard_plus_trace_axis_vs_standard_CMS_like,0.0003522590373910006
standard_plus_trace_axis_vs_standard_CMS_like,0.00044594442898915343
standard_plus_trace_axis_vs_standard_CMS_like,0.0002743519141840123
standard_plus_trace_axis_vs_standard_CMS_like,0.00028043387658960306
standard_plus_trace_axis_vs_standard_CMS_like,0.0003944222905640782
standard_plus_trace_axis_vs_standard_CMS_like,0.0004608002888141227
standard_plus_trace_axis_vs_standard_CMS_like,0.0004131525124855262
standard_plus_trace_axis_vs_standard_CMS_like,0.0004169399283304731
standard_plus_trace_axis_vs_standard_CMS_like,0.00039853858547911347
standard_plus_trace_axis_vs_standard_CMS_like,0.0004662811975310044
standard_plus_trace_axis_vs_standard_CMS_like,0.0005646167553113868
standard_plus_trace_axis_vs_standard_CMS_like,0.000674808626329404
standard_plus_trace_axis_vs_standard_CMS_like,0.0003954898345573943
standard_plus_trace_axis_vs_standard_CMS_like,0.00020642309282337123
standard_plus_trace_axis_vs_standard_CMS_like,0.00044678600463021745
standard_plus_trace_axis_vs_standard_CMS_like,0.00045057771790202317
standard_plus_trace_axis_vs_standard_CMS_like,0.00028926128453543587
standard_plus_trace_axis_vs_standard_CMS_like,0.0003574504312062743
standard_plus_trace_axis_vs_standard_CMS_like,0.0002572447992825744
standard_plus_trace_axis_vs_standard_CMS_like,0.00032470802805195653
standard_plus_trace_axis_vs_standard_CMS_like,0.0005861169599535865
standard_plus_trace_axis_vs_standard_CMS_like,0.0002983801355568305
standard_plus_trace_axis_vs_standard_CMS_like,0.0004997440121274899
standard_plus_trace_axis_vs_standard_CMS_like,0.0005202985553950379
standard_plus_trace_axis_vs_standard_CMS_like,0.0005376404157995118
standard_plus_trace_axis_vs_standard_CMS_like,0.0004487667193592282
standard_plus_trace_axis_vs_standard_CMS_like,0.0005401586889318688
standard_plus_trace_axis_vs_standard_CMS_like,0.000712254322248751
standard_plus_trace_axis_vs_standard_CMS_like,0.00036610790102487023
standard_plus_trace_axis_vs_standard_CMS_like,0.00031031915195633974
standard_plus_trace_axis_vs_standard_CMS_like,0.0005791432195998425
standard_plus_trace_axis_vs_standard_CMS_like,0.00042203400227347476
standard_plus_trace_axis_vs_standard_CMS_like,0.0003219468065422948
standard_plus_trace_axis_vs_standard_CMS_like,0.000693085426417217
standard_plus_trace_axis_vs_standard_CMS_like,0.00031630278068484063
standard_plus_trace_axis_vs_standard_CMS_like,0.00039253744021017223
standard_plus_trace_axis_vs_standard_CMS_like,0.0004966685624844258
standard_plus_trace_axis_vs_standard_CMS_like,0.0004167578501620417
standard_plus_trace_axis_vs_standard_CMS_like,0.0005376894161582824
standard_plus_trace_axis_vs_standard_CMS_like,0.00018470764569966658
standard_plus_trace_axis_vs_standard_CMS_like,0.0005952873178690643
standard_plus_trace_axis_vs_standard_CMS_like,0.0005409951982430217
standard_plus_trace_axis_vs_standard_CMS_like,0.0006026768302338503
standard_plus_trace_axis_vs_standard_CMS_like,0.0003307074822093137
standard_plus_trace_axis_vs_standard_CMS_like,0.0006452479551303236
standard_plus_trace_axis_vs_standard_CMS_like,0.00029852991698797737
standard_plus_trace_axis_vs_standard_CMS_like,0.0005068833041327325
