event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags,MET_fraction,N_objects,Visible_HT,Nb_missing,S_event_proxy,high_MET,high_multiplicity,R_reconstruction,B_event_jetonly,B_event_jetonly_z,B_event,B_event_z,B_event_status,N_PF_muon_proxy,N_PF_electron_proxy,N_PF_photon_proxy,N_PF_charged_hadron_proxy,N_PF_neutral_hadron_proxy,N_isolated_charged_hadron,packed_pt_word_sum,N_primary_vertices,N_good_primary_vertices,leading_pv_ndof,pv_abs_z_max,S_reco_proxy,B_event_reco,B_event_reco_z,enhanced_reco_proxy_available
125991,ED10716D-8AF9-DA43-A815-110D277A790B.root,5767,uproot_edm_partial_jets,0,1,,,43,43,43,75605.3445930481,4469.25537109375,4408.60400390625,-1.7620898485183716,18476.376528426717,,,,,,,0,3085,1.0,1,1,1,,43.0,75605.3445930481,1,3.784189633918261,0,1,27.852124411751742,102.0725819741419,29.222156475297353,71.86476797558512,27.981560170636314,partial_jet_level_real_miniaod,0,6,1566,671,119,2,54166177,21,21,76.21153259277344,6.132839679718018,4.583435693842085,104.04649462431946,23.19461519756563,1
57688,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,11375,uproot_edm_partial_jets,0,1,,,43,43,41,75315.75862503052,4443.69482421875,4353.93701171875,1.772739291191101,18260.847870916128,,,,,,,0,3356,1.0,1,1,1,,43.0,75315.75862503052,1,3.784189633918261,0,1,27.852124411751742,100.4567414629929,28.759560709199437,71.72120040448051,27.92566011359055,partial_jet_level_real_miniaod,0,5,1583,865,139,0,58238160,28,24,115.2668228149414,10.171446800231934,4.620649756836477,103.26226919393962,23.019791363745146,1
63401,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,17088,uproot_edm_partial_jets,0,1,,,44,44,41,75252.39453697205,5148.814453125,4439.66357421875,1.728584885597229,18283.573620630734,,,,,,,0,3035,1.0,1,1,1,,44.0,75252.39453697205,1,3.8066624897703196,0,1,28.514610379465324,101.15439357709732,28.959290145345634,72.41885251858494,28.19730079592903,partial_jet_level_real_miniaod,1,4,1532,602,135,2,53278224,25,22,98.57344818115234,10.797200202941895,4.598648968997826,103.15225142523711,22.995265599382172,1
120218,A070E244-088C-F241-BAF7-17B1707FD096.root,22566,uproot_edm_partial_jets,0,1,,,41,41,41,75139.95125961304,4294.44921875,4273.4228515625,-1.732346534729004,18258.77161550522,,,,,,,0,3228,1.0,1,1,1,,41.0,75139.95125961304,1,3.7376696182833684,0,1,26.527152476324574,98.90678550312663,28.31582690024665,70.17124444461425,27.32216291775227,partial_jet_level_real_miniaod,0,9,1567,734,161,2,56312423,29,27,65.71772766113281,11.210679054260254,4.637443746538387,103.11947081228074,22.9879579653652,1
120221,A070E244-088C-F241-BAF7-17B1707FD096.root,22569,uproot_edm_partial_jets,0,1,,,41,41,41,75468.9765701294,4466.21435546875,4393.31689453125,1.7527109384536743,18418.627459168434,,,,,,,0,3315,1.0,1,1,1,,41.0,75468.9765701294,1,3.7376696182833684,0,1,26.527152476324574,99.06990585383335,28.36252630101095,70.33436479532097,27.38567612508505,partial_jet_level_real_miniaod,1,9,1572,822,157,4,57655404,23,19,145.658447265625,8.675673484802246,4.58649692072247,102.78692621392456,22.913825299745366,1
114590,A070E244-088C-F241-BAF7-17B1707FD096.root,16938,uproot_edm_partial_jets,0,1,,,42,42,41,75117.52434158325,4848.5625,4784.6103515625,1.7892215251922607,17955.88875893876,,,,,,,0,3154,1.0,1,1,1,,42.0,75117.52434158325,1,3.7612001156935624,0,1,27.18963844403816,99.62786643426293,28.522263725821965,70.89232537575056,27.602925940174384,partial_jet_level_real_miniaod,0,11,1491,729,166,1,54788475,29,26,103.2690200805664,9.6209077835083,4.620452809519248,102.63692569458745,22.880386361335937,1
103256,A070E244-088C-F241-BAF7-17B1707FD096.root,5604,uproot_edm_partial_jets,0,1,,,42,42,42,75272.15216827393,5143.5830078125,4469.96484375,1.7197129726409912,18194.55851149559,,,,,,,0,3030,1.0,1,1,1,,42.0,75272.15216827393,1,3.7612001156935624,0,1,27.18963844403816,100.44066249402678,28.754957493154524,70.96898496549221,27.632774431771004,partial_jet_level_real_miniaod,4,3,1553,559,157,0,53223575,32,27,9.259647369384766,8.085514068603516,4.60816569496789,102.54952915068661,22.860903444465972,1
92004,9C668317-D15E-6349-802E-07E191108980.root,11425,uproot_edm_partial_jets,0,1,,,42,42,40,76153.08863449097,4526.12841796875,4409.41796875,-1.642338752746582,18183.03922549449,,,,,,,0,3255,1.0,1,1,1,,42.0,76153.08863449097,1,3.7612001156935624,0,1,27.18963844403816,99.40513001353594,28.458496958945425,71.40572542504574,27.80282548449409,partial_jet_level_real_miniaod,3,9,1552,790,130,3,56708585,24,20,56.43507385253906,7.311837196350098,4.590564033598729,102.50172805763462,22.850247362650173,1
108986,A070E244-088C-F241-BAF7-17B1707FD096.root,11334,uproot_edm_partial_jets,0,1,,,45,45,40,75276.19195747375,4741.09912109375,4505.8486328125,1.719312310218811,18550.06966691066,,,,,,,0,3005,1.0,1,1,1,,45.0,75276.19195747375,1,3.828641396489095,0,1,29.177096347178907,101.15765772540826,28.960224631873317,73.15825313691808,28.48519684673272,partial_jet_level_real_miniaod,1,5,1580,534,143,1,52950898,27,22,48.70586395263672,6.467176914215088,4.59562477314456,102.41569283922736,22.83106791992507,1
108969,A070E244-088C-F241-BAF7-17B1707FD096.root,11317,uproot_edm_partial_jets,0,1,,,41,41,41,75385.7416267395,4351.70654296875,4329.77734375,1.7267844676971436,18299.11665391922,,,,,,,0,3043,1.0,1,1,1,,41.0,75385.7416267395,1,3.7376696182833684,0,1,26.527152476324574,99.02864059938983,28.350712553391173,70.29309954087745,27.369608916733938,partial_jet_level_real_miniaod,1,4,1569,625,122,2,53543157,28,27,46.55501174926758,7.472512245178223,4.619368905387905,102.39823025192797,22.827175064195274,1
103261,A070E244-088C-F241-BAF7-17B1707FD096.root,5609,uproot_edm_partial_jets,0,1,,,40,40,39,75589.20193481445,4554.1923828125,4541.658203125,1.7518266439437866,18407.333003997803,,,,,,,0,3362,1.0,1,1,1,,40.0,75589.20193481445,1,3.713572066704308,0,1,25.86466650861099,96.92335735722133,27.747995201310726,69.66008923875336,27.123137434859323,partial_jet_level_real_miniaod,3,9,1538,901,145,0,58269856,34,34,98.87104034423828,8.110994338989258,4.687855552606699,102.38025740881936,22.823168459442122,1
63404,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,17091,uproot_edm_partial_jets,0,1,,,41,41,40,75916.12394332886,4984.76318359375,4604.5859375,1.7520842552185059,18307.474118709564,,,,,,,0,3369,1.0,1,1,1,,41.0,75916.12394332886,1,3.7376696182833684,0,1,26.527152476324574,98.55545092016291,28.2152440212797,70.55604633167273,27.47199095532639,partial_jet_level_real_miniaod,3,15,1557,870,152,0,58154119,29,27,136.48806762695312,6.6909074783325195,4.631714741210204,102.22415901424912,22.78837014924352,1
35201,154D5639-79E6-914A-B36C-2EE986A9A5E0.root,11432,uproot_edm_partial_jets,0,1,,,42,42,40,75799.08303451538,4497.61572265625,4468.97314453125,-1.7522106170654297,18422.678867578506,,,,,,,0,3170,1.0,1,1,1,,42.0,75799.08303451538,1,3.7612001156935624,0,1,27.18963844403816,99.22962522477201,28.408252042041855,71.23022063628181,27.734490221675163,partial_jet_level_real_miniaod,2,7,1568,683,143,3,55340617,22,21,129.7169952392578,8.950102806091309,4.592084946439436,102.1984440860027,22.782637636411998,1
80578,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,34265,uproot_edm_partial_jets,0,1,,,40,40,40,75234.80123138428,4498.3837890625,4396.9931640625,1.745527744293213,18345.795669078827,,,,,,,0,3275,1.0,1,1,1,,40.0,75234.80123138428,1,3.713572066704308,0,1,25.86466650861099,97.48379315867335,27.908441252225145,69.48438857018317,27.05472590347738,partial_jet_level_real_miniaod,2,7,1587,746,157,2,57019998,30,28,63.84893035888672,11.507797241210938,4.641984159110808,102.18511775930891,22.77966685858065,1
125990,ED10716D-8AF9-DA43-A815-110D277A790B.root,5766,uproot_edm_partial_jets,0,1,,,42,42,42,76525.32234191895,4834.54736328125,4615.8291015625,-1.692673683166504,18398.839376926422,,,,,,,0,3031,1.0,1,1,1,,42.0,76525.32234191895,1,3.7612001156935624,0,1,27.18963844403816,101.06194466195294,28.932823129305955,71.59026713341837,27.87467939931609,partial_jet_level_real_miniaod,1,5,1541,580,152,0,53283355,25,23,43.10288619995117,5.9119086265563965,4.567572155572773,102.12906202318243,22.767170606460244,1
125994,ED10716D-8AF9-DA43-A815-110D277A790B.root,5770,uproot_edm_partial_jets,0,1,,,42,42,39,75142.06145858765,4651.70166015625,4385.66064453125,1.753563404083252,18383.5217782259,,,,,,,0,3294,1.0,1,1,1,,42.0,75142.06145858765,1,3.7612001156935624,0,1,27.18963844403816,98.1677582213783,28.104252249649157,70.90449010291033,27.60766244812632,partial_jet_level_real_miniaod,2,4,1590,777,155,3,57470892,23,22,102.67842102050781,7.44440221786499,4.614526280912116,101.96413426230305,22.730404005501644,1
97651,9C668317-D15E-6349-802E-07E191108980.root,17072,uproot_edm_partial_jets,0,1,,,41,41,40,75300.63726425171,4333.552734375,4233.2216796875,-1.7347352504730225,18345.93981528282,,,,,,,0,3308,1.0,1,1,1,,41.0,75300.63726425171,1,3.7376696182833684,0,1,26.527152476324574,98.25031207601495,28.12788642849693,70.25090748752478,27.353180846166573,partial_jet_level_real_miniaod,3,7,1586,794,151,0,57634157,33,28,97.37854766845703,8.569222450256348,4.635505385784164,101.90018562679512,22.716148224964574,1
103259,A070E244-088C-F241-BAF7-17B1707FD096.root,5607,uproot_edm_partial_jets,0,1,,,42,42,41,74652.38674163818,4420.3408203125,4384.10986328125,-1.7189874649047852,18300.53594815731,,,,,,,0,3088,1.0,1,1,1,,42.0,74652.38674163818,1,3.7612001156935624,0,1,27.18963844403816,99.39726591203913,28.456245560969272,70.66172485352675,27.513138377092318,partial_jet_level_real_miniaod,2,3,1560,636,146,3,54080821,23,20,104.90965270996094,6.527681350708008,4.573473099244837,101.7283648179533,22.67784498795106,1
63402,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,17089,uproot_edm_partial_jets,0,1,,,42,42,40,75547.22998809814,4623.36669921875,4488.796875,-1.7197540998458862,18278.341116666794,,,,,,,0,3274,1.0,1,1,1,,42.0,75547.22998809814,1,3.7612001156935624,0,1,27.18963844403816,99.10476444371639,28.372505897376293,71.10535985522623,27.685873916961754,partial_jet_level_real_miniaod,5,5,1593,767,142,1,57149813,26,22,73.02277374267578,7.272758483886719,4.592490132830717,101.62013869378089,22.653718626812545,1
69184,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,22871,uproot_edm_partial_jets,0,1,,,38,38,38,74907.98440551758,4322.10888671875,4320.2177734375,1.7320218086242676,18665.003737688065,,,,,,,0,3502,1.0,1,1,1,,38.0,74907.98440551758,1,3.6635616461296463,0,1,24.539694573183827,94.37635756007235,27.018819695260596,67.84922591162656,26.418052278722566,partial_jet_level_real_miniaod,1,9,1611,915,190,3,60474715,35,31,99.81478881835938,8.552820205688477,4.6823163951647455,101.51176076764249,22.629558425147252,1
120217,A070E244-088C-F241-BAF7-17B1707FD096.root,22565,uproot_edm_partial_jets,0,1,,,41,41,40,75864.31161499023,4477.984375,4353.75927734375,-1.686713457107544,18492.90323495865,,,,,,,0,3122,1.0,1,1,1,,41.0,75864.31161499023,1,3.7376696182833684,0,1,26.527152476324574,98.52976400520714,28.207890165487207,70.53035941671696,27.46198939299369,partial_jet_level_real_miniaod,1,4,1556,661,163,2,54666856,27,24,60.556602478027344,5.725500106811523,4.597339606872903,101.47905965048841,22.6222685127705,1
57686,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,11373,uproot_edm_partial_jets,0,1,,,43,43,42,75335.10328483582,4447.1806640625,4348.19677734375,-1.7331085205078125,18371.544298648834,,,,,,,0,3048,1.0,1,1,1,,43.0,75335.10328483582,1,3.784189633918261,0,1,27.852124411751742,101.20246840399373,28.973053391918995,71.73079087545915,27.929394298620476,partial_jet_level_real_miniaod,3,2,1585,574,153,1,53517307,22,17,68.49227905273438,5.743581771850586,4.5269924049240675,101.35452989018054,22.594507655651622,1
86229,9C668317-D15E-6349-802E-07E191108980.root,5650,uproot_edm_partial_jets,0,1,,,40,40,39,75049.63146972656,4829.369140625,4415.76318359375,-1.7138606309890747,18493.746601581573,,,,,,,0,3475,1.0,1,1,1,,40.0,75049.63146972656,1,3.713572066704308,0,1,25.86466650861099,96.65585537277522,27.671412590233864,69.39258725430724,27.01898176742453,partial_jet_level_real_miniaod,0,11,1577,904,206,0,60181421,31,29,76.91805267333984,8.984566688537598,4.6515765588022475,101.34013373438566,22.591298385649857,1
86228,9C668317-D15E-6349-802E-07E191108980.root,5649,uproot_edm_partial_jets,0,1,,,42,42,42,75346.74053192139,4771.16455078125,4331.4892578125,1.7541166543960571,18430.934542417526,,,,,,,0,2987,1.0,1,1,1,,42.0,75346.74053192139,1,3.7612001156935624,0,1,27.18963844403816,100.47764104749345,28.765544009677704,71.00596351895886,27.647172552686133,partial_jet_level_real_miniaod,1,3,1549,576,144,2,52535618,22,18,99.93974304199219,7.879157066345215,4.531200665787917,101.21882388410225,22.564255328532386,1
108988,A070E244-088C-F241-BAF7-17B1707FD096.root,11336,uproot_edm_partial_jets,0,1,,,39,39,39,75498.61267089844,4658.01611328125,4564.40869140625,-1.6982018947601318,18458.008831977844,,,,,,,0,3278,1.0,1,1,1,,39.0,75498.61267089844,1,3.6888794541139363,0,1,25.20218054089741,96.14280359013205,27.524532015819403,68.87953547166407,26.819217825633757,partial_jet_level_real_miniaod,1,7,1618,741,179,3,57009155,29,27,71.64092254638672,6.422229766845703,4.632590781564083,101.20961829122601,22.56220316728274,1
29459,154D5639-79E6-914A-B36C-2EE986A9A5E0.root,5690,uproot_edm_partial_jets,0,1,,,42,42,40,74970.41970825195,4385.54541015625,4323.546875,-1.7250159978866577,18352.292697143068,,,,,,,0,3147,1.0,1,1,1,,42.0,74970.41970825195,1,3.7612001156935624,0,1,27.18963844403816,98.8188001360098,28.290637744493974,70.81939554751963,27.574529683783894,partial_jet_level_real_miniaod,1,5,1561,685,132,2,55071509,26,21,78.52535247802734,11.310762405395508,4.579544638349119,101.08643050428907,22.53474147022741,1
