event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags,MET_fraction,N_objects,Visible_HT,Nb_missing,S_event_proxy,high_MET,high_multiplicity,R_reconstruction,B_event_jetonly,B_event_jetonly_z,B_event,B_event_z,B_event_status,isolation_score,lof_score,robust_mahalanobis,boundary_outlier_score
99403,A070E244-088C-F241-BAF7-17B1707FD096.root,1751,uproot_edm_partial_jets,0,1,,,3,3,3,1322.7731552124023,722.8965454101562,501.9963684082031,0.4008285701274872,205.00423049926758,,,,,,,0,,1.0,1,1,1,,3.0,1322.7731552124023,1,1.3862943611198906,0,0,0.35268570320841036,2.1965177339515107,0.6288366932714328,1.4341625362827424,0.5584113945389975,partial_jet_level_real_miniaod,0.6497022277842843,-1,556.3865487587165,2.8308682843866735
129402,ED10716D-8AF9-DA43-A815-110D277A790B.root,9178,uproot_edm_partial_jets,0,1,,,3,3,3,1264.2135620117188,779.2730102539062,335.0827331542969,0.6474953293800354,154.89544677734375,,,,,,,0,,1.0,1,1,1,,3.0,1264.2135620117188,1,1.3862943611198906,0,0,0.35268570320841036,2.1674857383121857,0.6205251809832708,1.4051305406434176,0.5471073779013677,partial_jet_level_real_miniaod,0.6514629277854395,-1,375.4182529497952,2.8308265253439426
28310,154D5639-79E6-914A-B36C-2EE986A9A5E0.root,4541,uproot_edm_partial_jets,0,1,,,3,3,2,1374.134922027588,860.201171875,477.3042907714844,0.9550772905349731,158.11895751953125,,,,,,,0,,1.0,1,1,1,,3.0,1374.134922027588,1,1.3862943611198906,0,0,0.35268570320841036,1.4858448047209336,0.42537955386062737,1.459626077074366,0.5683259829929717,partial_jet_level_real_miniaod,0.6496964693667117,-1,526.6812561231432,2.830822729067331
118510,A070E244-088C-F241-BAF7-17B1707FD096.root,20858,uproot_edm_partial_jets,0,1,,,3,3,3,1268.3813171386719,693.220703125,446.2294921875,1.562178373336792,148.7854518890381,,,,,,,0,,1.0,1,1,1,,3.0,1268.3813171386719,1,1.3862943611198906,0,0,0.35268570320841036,2.169551979589799,0.6211167210889715,1.4071967819210305,0.547911898061458,partial_jet_level_real_miniaod,0.6490431928070995,-1,496.9292599148851,2.830257083852158
53766,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,7453,uproot_edm_partial_jets,0,1,,,3,3,3,1253.0755462646484,751.35205078125,450.37066650390625,1.1590956449508667,103.76842927932739,,,,,,,0,,1.0,1,1,1,,3.0,1253.0755462646484,1,1.3862943611198906,0,0,0.35268570320841036,2.1619638621015445,0.6189443340257063,1.3996086644327765,0.5449573575813222,partial_jet_level_real_miniaod,0.6501548403567083,-1,385.67194919470177,2.8301621769368603
11479,0438B51F-9A50-8642-9963-CDB942DD12D9.root,11479,uproot_edm_partial_jets,0,1,,,3,3,3,1264.067726135254,714.5590209960938,445.0466003417969,1.6674433946609497,97.98466491699219,,,,,,,0,,1.0,1,1,1,,3.0,1264.067726135254,1,1.3862943611198906,0,0,0.35268570320841036,2.1674134374935123,0.6205044821256961,1.4050582398247444,0.5470792265587129,partial_jet_level_real_miniaod,0.6490431928070995,-1,451.9757666212773,2.8300976402344578
78060,4BF81994-E99D-2D45-8C35-E5B7BDC8BB89.root,31747,uproot_edm_partial_jets,0,1,,,3,3,3,1257.4196319580078,650.453369140625,483.16400146484375,0.30565598607063293,118.88595581054688,,,,,,,0,,1.0,1,1,1,,3.0,1257.4196319580078,1,1.3862943611198906,0,0,0.35268570320841036,2.1641175225013747,0.6195609011780335,1.4017623248326063,0.545795915608608,partial_jet_level_real_miniaod,0.6471025694201946,-1,560.589401145639,2.8290916269323048
125102,ED10716D-8AF9-DA43-A815-110D277A790B.root,4878,uproot_edm_partial_jets,0,1,,,3,3,3,1206.3241271972656,804.19873046875,279.89227294921875,-1.9263677597045898,102.68550872802734,,,,,,,0,,1.0,1,1,1,,3.0,1206.3241271972656,1,1.3862943611198906,0,0,0.35268570320841036,2.1387859860216154,0.6123087859826056,1.376430788352847,0.5359327248937383,partial_jet_level_real_miniaod,0.6499542315961957,-1,305.938118509298,2.828871442888815
14798,0438B51F-9A50-8642-9963-CDB942DD12D9.root,14798,uproot_edm_partial_jets,0,1,,,3,3,3,1229.4673767089844,736.08056640625,415.385498046875,1.3189326524734497,123.17940711975098,,,,,,,0,,1.0,1,1,1,,3.0,1229.4673767089844,1,1.3862943611198906,0,0,0.35268570320841036,2.1502596777291627,0.6155935663608684,1.3879044800603944,0.5404001684538864,partial_jet_level_real_miniaod,0.6484169270384088,-1,366.80081088431893,2.828841072675919
121841,ED10716D-8AF9-DA43-A815-110D277A790B.root,1617,uproot_edm_partial_jets,0,1,,,3,3,3,1208.6336975097656,731.6282958984375,323.07861328125,-1.6073077917099,125.52648735046387,,,,,,,0,,1.0,1,1,1,,3.0,1208.6336975097656,1,1.3862943611198906,0,0,0.35268570320841036,2.1399309979927783,0.6126365891824492,1.3775758003240102,0.5363785514408731,partial_jet_level_real_miniaod,0.6484169270384088,-1,342.11113666884125,2.8285297779937437
1115,0438B51F-9A50-8642-9963-CDB942DD12D9.root,1115,uproot_edm_partial_jets,0,1,,,3,3,3,1208.8421325683594,787.788818359375,338.5352783203125,0.524761974811554,87.72617053985596,,,,,,,0,,1.0,1,1,1,,3.0,1208.8421325683594,1,1.3862943611198906,0,0,0.35268570320841036,2.1400343335076175,0.6126661729014625,1.3776791358388496,0.536418786579839,partial_jet_level_real_miniaod,0.6486363191553901,-1,310.18737488108246,2.8283779269292677
6137,0438B51F-9A50-8642-9963-CDB942DD12D9.root,6137,uproot_edm_partial_jets,0,1,,,3,3,3,1184.5652694702148,727.172119140625,355.76788330078125,-1.8423807621002197,114.8817253112793,,,,,,,0,,1.0,1,1,1,,3.0,1184.5652694702148,1,1.3862943611198906,0,0,0.35268570320841036,2.1279986320097186,0.609220495858134,1.3656434343409507,0.5317325165876546,partial_jet_level_real_miniaod,0.6484169270384088,-1,315.0916637493833,2.82814255777933
121408,ED10716D-8AF9-DA43-A815-110D277A790B.root,1184,uproot_edm_partial_jets,0,1,,,3,3,3,1185.268081665039,735.3826293945312,264.187744140625,2.1965436935424805,116.19367027282715,,,,,,,0,,1.0,1,1,1,,3.0,1185.268081665039,1,1.3862943611198906,0,0,0.35268570320841036,2.1283470640848097,0.609320247783895,1.3659918664160418,0.531868183526395,partial_jet_level_real_miniaod,0.6484169270384088,-1,310.0872969535639,2.8280438545874205
5508,0438B51F-9A50-8642-9963-CDB942DD12D9.root,5508,uproot_edm_partial_jets,0,1,,,3,3,3,1175.2567749023438,751.743896484375,352.5202331542969,0.14861364662647247,205.81135082244873,,,,,,,0,,1.0,1,1,1,,3.0,1175.2567749023438,1,1.3862943611198906,0,0,0.35268570320841036,2.123383774581031,0.6078993175036326,1.3610285769122628,0.5299356568125891,partial_jet_level_real_miniaod,0.6484169270384088,-1,291.07632331009466,2.827717374798797
100981,A070E244-088C-F241-BAF7-17B1707FD096.root,3329,uproot_edm_partial_jets,0,1,,,3,3,3,1218.4782409667969,671.3612670898438,428.4107666015625,1.8448716402053833,111.65497779846191,,,,,,,0,,1.0,1,1,1,,3.0,1218.4782409667969,1,1.3862943611198906,0,0,0.35268570320841036,2.1448116115198603,0.6140338503217821,1.3824564138510922,0.538278887098035,partial_jet_level_real_miniaod,0.6460085058497524,-1,436.17755287702767,2.8274820056488594
6235,0438B51F-9A50-8642-9963-CDB942DD12D9.root,6235,uproot_edm_partial_jets,0,1,,,3,3,3,1203.967140197754,724.0271606445312,396.8810119628906,0.6448029279708862,113.83114242553711,,,,,,,0,,1.0,1,1,1,,3.0,1203.967140197754,1,1.3862943611198906,0,0,0.35268570320841036,2.1376174663555503,0.6119742528115445,1.3752622686867821,0.5354777452943096,partial_jet_level_real_miniaod,0.646883258590964,-1,342.7898072238538,2.827394691286786
