record_id,process_family,file_index,xrootd_url,status,lumi_entries,num_events_total,num_events_passed,sum_weights_total,sum_weights_passed
68072,TTAssoc,45,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/D95BB711-716D-5447-90E0-F291EE642FFF.root,0,44,24726,24726,15284.0,15284.0
68072,TTAssoc,46,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/E17C49C3-C645-FC48-A2B3-153EBCC6B667.root,0,36,20593,20593,12729.2,12729.2
68072,TTAssoc,47,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/13589588-8CB4-B74C-A7AE-A5C366030256.root,0,43,24567,24567,15185.7,15185.7
68072,TTAssoc,48,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/E6B4ACC6-4910-3241-BEF3-302B857FCE26.root,0,44,25004,25004,15455.8,15455.8
68072,TTAssoc,49,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/E6D58C00-D19F-1B40-9D19-5D1C152B929A.root,0,43,24622,24622,15219.7,15219.7
68072,TTAssoc,50,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/F3507A01-0E05-B448-98C5-D31791F8FEE0.root,0,44,25100,25100,15515.2,15515.2
68072,TTAssoc,51,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/FCEA7580-22D2-2E4B-ACF0-E95BFD77FC8D.root,0,44,25381,25381,15688.9,15688.9
68072,TTAssoc,52,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/FEFF7B14-BDB0-7246-99CF-B397E8BECC1B.root,0,43,24864,24864,15369.3,15369.3
68072,TTAssoc,53,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/FFE5182B-F9C4-DE49-B3D2-36C4C71CD532.root,0,43,24348,24348,15050.3,15050.3
68072,TTAssoc,54,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/19A67E5D-966B-9E4F-AD5B-C77418EB17F2.root,0,43,24770,24770,15311.2,15311.2
68072,TTAssoc,55,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/1B6D7388-3A2A-B147-BCE2-6E2814C17213.root,0,43,24566,24566,15185.1,15185.1
68072,TTAssoc,56,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/20302C81-49FC-A249-98C7-528C091B50DD.root,0,44,24886,24886,15382.9,15382.9
68072,TTAssoc,57,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/2A9F146A-77AB-854A-B85A-5033086D2517.root,0,44,25320,25320,15651.2,15651.2
68072,TTAssoc,58,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/270000/349A67ED-A185-3947-8244-24FB0A99B4B5.root,0,43,24778,24778,15316.1,15316.1
68072,TTAssoc,59,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/06D1228A-3571-CC4D-94F2-91BE293E1FD3.root,0,43,24786,24786,15321.1,15321.1
68072,TTAssoc,60,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/1EA6706F-76FC-2546-AA33-24DA48C551BE.root,0,41,23471,23471,14508.2,14508.2
68072,TTAssoc,61,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/A9C48F1D-6CDE-4248-81CD-02605444B85F.root,0,44,25103,25103,15517.0,15517.0
68072,TTAssoc,62,root://eospublic.cern.ch//eos/opendata/cms/mc/RunIISummer20UL16MiniAODv2/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/MINIAODSIM/106X_mcRun2_asymptotic_v17-v1/280000/AD8B6EA7-B282-2E4B-8473-22B7B4461489.root,0,43,24695,24695,15264.8,15264.8
