band,observed,expected_postfit,pull
q90_95,54.0,50.264028766960195,0.5084012897035569
q95_97,15.0,22.01517115538759,-1.8113094037073856
q97_98,13.0,10.257965054481673,0.7605036611677257
q98_99,13.0,10.021242783993634,0.8261586061130244
q99_100,9.0,11.441576406921865,-0.8138588023072882
