outcome,feature_set,model,scheme,n,r2,mae,rmse,corr
abs_Z_capped_3,label_B_rare,ridge,GroupKFold_by_analysis,752,-0.06128952684051048,0.8327304820269364,1.0204446470489466,0.17050238000626416
abs_Z_capped_3,label_B_rare,ridge,ATLAS_train_CMS_test,197,-2.548794366684413,1.2121812771516784,1.475483928736835,0.1922125513557784
abs_Z_capped_3,label_B_rare,ridge,CMS_train_ATLAS_test,555,-1322.853641461042,13.040263684245916,37.28439631419179,0.19713109824100405
abs_Z_capped_3,label_B_rare,elasticnet,GroupKFold_by_analysis,752,0.03931800669046848,0.8100114750870931,0.9708728085009908,0.21760327481600528
abs_Z_capped_3,label_B_rare,elasticnet,ATLAS_train_CMS_test,197,-0.4010901357576895,0.8187714575131879,0.9271011155294178,-0.02864596893516176
abs_Z_capped_3,label_B_rare,elasticnet,CMS_train_ATLAS_test,555,0.010990685049987903,0.8413949011380338,1.0190777498537822,0.24594275440134686
abs_Z_capped_3,label_B_rare,huber,GroupKFold_by_analysis,752,-1.6141744217136256,0.9237175256656096,1.6015473865995675,0.07918822186141486
abs_Z_capped_3,label_B_rare,huber,ATLAS_train_CMS_test,197,-8.193735539767664,1.1561559176324558,2.3748712467813986,0.1988463454891159
abs_Z_capped_3,label_B_rare,huber,CMS_train_ATLAS_test,555,-3168.7183298980012,19.90480676828923,57.6922483175887,0.19674293718014665
abs_Z_capped_3,label_B_rare,forest,GroupKFold_by_analysis,752,-0.003517266403111785,0.8247521487657921,0.9922815977110637,0.1479092685660314
abs_Z_capped_3,label_B_rare,forest,ATLAS_train_CMS_test,197,-0.8828129809230878,0.959620111170552,1.0747257581845542,0.20250713227544997
abs_Z_capped_3,label_B_rare,forest,CMS_train_ATLAS_test,555,-0.4153538630838862,0.9292214905997768,1.2191008828613876,0.20470015043724987
abs_Z_capped_3,core_or_label_rare,ols,GroupKFold_by_analysis,752,-0.5646894576098862,0.8914582987105584,1.2390436057853973,0.12032765540902662
abs_Z_capped_3,core_or_label_rare,ols,ATLAS_train_CMS_test,197,-4.974164605451439,1.2082624854515922,1.9143998789801944,0.20168979325813483
abs_Z_capped_3,core_or_label_rare,ols,CMS_train_ATLAS_test,555,-3331.739058114997,20.292326466277366,59.15722371516836,0.19684881412928154
abs_Z_capped_3,core_or_label_rare,ridge,GroupKFold_by_analysis,752,-0.08543970207300089,0.843680444998207,1.0319897028683815,0.16982689339811255
abs_Z_capped_3,core_or_label_rare,ridge,ATLAS_train_CMS_test,197,-1.797439029165412,1.0332243704883661,1.3100093059588467,0.19424505281641835
abs_Z_capped_3,core_or_label_rare,ridge,CMS_train_ATLAS_test,555,-1514.8675606672791,13.905228245339481,39.89677192868722,0.19704747273768558
abs_Z_capped_3,core_or_label_rare,elasticnet,GroupKFold_by_analysis,752,0.011764951789328237,0.8232738371386106,0.9846970542977795,0.19849219959479109
abs_Z_capped_3,core_or_label_rare,elasticnet,ATLAS_train_CMS_test,197,-0.4065834843680358,0.818653743743615,0.9289168114822172,0.00665879517965835
abs_Z_capped_3,core_or_label_rare,elasticnet,CMS_train_ATLAS_test,555,-0.04344070680225531,0.8496470867013902,1.0467452919560696,0.2417248583177721
abs_Z_capped_3,core_or_label_rare,huber,GroupKFold_by_analysis,752,-1.6254335363257773,0.9374569604415771,1.604992572085682,0.08034745402691827
abs_Z_capped_3,core_or_label_rare,huber,ATLAS_train_CMS_test,197,-8.511342120238707,1.1850521625691244,2.4155440827607904,0.1943073659857674
abs_Z_capped_3,core_or_label_rare,huber,CMS_train_ATLAS_test,555,-3198.0598826555747,20.019896156828267,57.95865696238983,0.19672380096471323
abs_Z_capped_3,core_or_label_rare,forest,GroupKFold_by_analysis,752,-0.03620430468219915,0.8461171351923984,1.008312633536085,0.09538139004153165
abs_Z_capped_3,core_or_label_rare,forest,ATLAS_train_CMS_test,197,-0.527679243151139,0.8544365911727271,0.9680775633586765,0.06789956263827722
abs_Z_capped_3,core_or_label_rare,forest,CMS_train_ATLAS_test,555,-0.24337684047883235,0.8847504893739304,1.142637611533197,0.19200918833607036
abs_Z_capped_3,label_plus_core_rare,ols,GroupKFold_by_analysis,752,-0.5726731133873477,0.8952615963059387,1.2422006256491231,0.12486733525889826
abs_Z_capped_3,label_plus_core_rare,ols,ATLAS_train_CMS_test,197,-5.530888622032424,1.3398571892521671,2.00161342208707,0.1772136106429777
abs_Z_capped_3,label_plus_core_rare,ols,CMS_train_ATLAS_test,555,-3332.0333055285287,20.291649506781045,59.15983515212316,0.19681159905469275
abs_Z_capped_3,label_plus_core_rare,ridge,GroupKFold_by_analysis,752,-0.18755653043378273,0.8553496592819835,1.0794428616860803,0.15358100943228978
abs_Z_capped_3,label_plus_core_rare,ridge,ATLAS_train_CMS_test,197,-1.9683892927418225,1.0850802635630803,1.3494428423367182,0.16115486467873744
abs_Z_capped_3,label_plus_core_rare,ridge,CMS_train_ATLAS_test,555,-1322.2933551962367,13.034626931134502,37.27650565874508,0.19703142972098567
abs_Z_capped_3,label_plus_core_rare,elasticnet,GroupKFold_by_analysis,752,0.005829147646574051,0.8285098306848746,0.9876499035303199,0.19589384580313982
abs_Z_capped_3,label_plus_core_rare,elasticnet,ATLAS_train_CMS_test,197,-0.414519773310126,0.8208326142730933,0.9315337135935017,-0.011328889615410802
abs_Z_capped_3,label_plus_core_rare,elasticnet,CMS_train_ATLAS_test,555,-0.037837406614652735,0.8456378018224538,1.043930985705774,0.24514538083043017
abs_Z_capped_3,label_plus_core_rare,huber,GroupKFold_by_analysis,752,-1.632935409625496,0.9419850579541009,1.6072839769094864,0.08276202251640906
abs_Z_capped_3,label_plus_core_rare,huber,ATLAS_train_CMS_test,197,-9.182090498092933,1.3050630170635042,2.499266352014975,0.1792855644801949
abs_Z_capped_3,label_plus_core_rare,huber,CMS_train_ATLAS_test,555,-3169.1567777631326,19.937330535005678,57.696238288590855,0.19669835329645696
abs_Z_capped_3,label_plus_core_rare,forest,GroupKFold_by_analysis,752,-0.03441387671380047,0.8441883727946721,1.007441139544639,0.09374622527903936
abs_Z_capped_3,label_plus_core_rare,forest,ATLAS_train_CMS_test,197,-0.5377312724608694,0.8569221942458908,0.9712572848089762,0.08620243925945598
abs_Z_capped_3,label_plus_core_rare,forest,CMS_train_ATLAS_test,555,-0.1799523762465236,0.8706648183707766,1.113113290118882,0.2085602663713606
abs_Z_capped_3,components_sparse,ols,GroupKFold_by_analysis,752,-1.72839878048593,0.9743501882940112,1.6361625050293123,0.1126783055868764
abs_Z_capped_3,components_sparse,ols,ATLAS_train_CMS_test,197,-12.277023948987383,1.5238531501556738,2.853937350158529,0.16651311548359365
abs_Z_capped_3,components_sparse,ols,CMS_train_ATLAS_test,555,-3331.7986054404614,20.292415853564854,59.157752205196786,0.19685357486796068
abs_Z_capped_3,components_sparse,ridge,GroupKFold_by_analysis,752,-1.0756016434968063,0.906894301776913,1.4270674997036388,0.09745454772791258
abs_Z_capped_3,components_sparse,ridge,ATLAS_train_CMS_test,197,-8.83659700306245,1.4417862284463785,2.456498512236633,0.16087291247632918
abs_Z_capped_3,components_sparse,ridge,CMS_train_ATLAS_test,555,-0.06919518179720874,0.8529210969326825,1.059584569099109,0.24418468783773106
abs_Z_capped_3,components_sparse,elasticnet,GroupKFold_by_analysis,752,-0.051117674704030946,0.8425979242112911,1.0155426844624935,0.14295290888223633
abs_Z_capped_3,components_sparse,elasticnet,ATLAS_train_CMS_test,197,-0.6626904529710558,0.8908384192503375,1.0099497533438764,-0.11202512591344044
abs_Z_capped_3,components_sparse,elasticnet,CMS_train_ATLAS_test,555,-0.05289514215771263,0.8501679605441288,1.051476787124723,0.24445360874226119
abs_Z_capped_3,components_sparse,huber,GroupKFold_by_analysis,752,-2.821861187705445,1.0058723798257727,1.9364664058930696,0.10612922584545613
abs_Z_capped_3,components_sparse,huber,ATLAS_train_CMS_test,197,-16.61583068846602,1.5773425945849446,3.287347610529313,0.16141625410307356
abs_Z_capped_3,components_sparse,huber,CMS_train_ATLAS_test,555,-3179.3386559892597,19.976112747989106,57.78881811556542,0.1967325627729809
abs_Z_capped_3,components_sparse,forest,GroupKFold_by_analysis,752,-0.030298392922454287,0.8485695662147583,1.005435056733554,0.09233356491320359
abs_Z_capped_3,components_sparse,forest,ATLAS_train_CMS_test,197,-0.5474518518895488,0.8599440926624128,0.974322290510486,0.084288028465347
abs_Z_capped_3,components_sparse,forest,CMS_train_ATLAS_test,555,-0.06904270359646181,0.8668485771642734,1.0595090125908346,0.11407681154904464
abs_Z_conservative,baseline_metadata,ols,GroupKFold_by_analysis,752,-0.019778411090844328,0.4705753529579271,0.6499251837842749,0.002279239854770372
abs_Z_conservative,baseline_metadata,ols,ATLAS_train_CMS_test,197,-0.511018974979166,0.5384768003576942,0.6704616141288512,0.09495866313327679
abs_Z_conservative,baseline_metadata,ols,CMS_train_ATLAS_test,555,-0.019813759333390246,0.4634917720718931,0.6788302332760496,0.05725587168526035
abs_Z_conservative,baseline_metadata,ridge,GroupKFold_by_analysis,752,-0.014587415503926282,0.4698736425769684,0.6482689106851948,-0.014788487086223259
abs_Z_conservative,baseline_metadata,ridge,ATLAS_train_CMS_test,197,-0.06584535904976208,0.4254944847375265,0.5631006886599741,0.097391255423619
abs_Z_conservative,baseline_metadata,ridge,CMS_train_ATLAS_test,555,-0.022531845879263157,0.4616357558002619,0.6797342667351481,0.05740001138170433
abs_Z_conservative,baseline_metadata,elasticnet,GroupKFold_by_analysis,752,-0.01347293870290911,0.4684450713244336,0.6479127663241574,-0.006683886398805489
abs_Z_conservative,baseline_metadata,elasticnet,ATLAS_train_CMS_test,197,-0.04852755351634763,0.4561201461986153,0.5585073372855311,-9.40256699974697e-17
abs_Z_conservative,baseline_metadata,elasticnet,CMS_train_ATLAS_test,555,-0.020890623255396035,0.4622953079260547,0.6791885413039134,0.057453054288862826
abs_Z_conservative,baseline_metadata,huber,GroupKFold_by_analysis,752,-0.050517920975021724,0.4478113403340783,0.6596479112519451,-0.003756491502594066
abs_Z_conservative,baseline_metadata,huber,ATLAS_train_CMS_test,197,-0.9687488229278056,0.5704142474674008,0.7653042320817952,0.09504076799439823
abs_Z_conservative,baseline_metadata,huber,CMS_train_ATLAS_test,555,-0.4645643261943271,0.5324191000087639,0.8134951508455227,0.05724265662089072
abs_Z_conservative,baseline_metadata,forest,GroupKFold_by_analysis,752,-0.05094794349726506,0.47571637550294854,0.6597829086803223,-0.07309394686857029
abs_Z_conservative,baseline_metadata,forest,ATLAS_train_CMS_test,197,-0.04576577958257877,0.4511049560036374,0.5577713108262107,0.0528249572623488
abs_Z_conservative,baseline_metadata,forest,CMS_train_ATLAS_test,555,-0.08091546892682899,0.4686148121194359,0.698870339007314,0.045982873847724745
abs_Z_conservative,current_B_rare,ols,GroupKFold_by_analysis,752,0.0024104180730716296,0.460494496524665,0.6428156053127239,0.12962607734796608
abs_Z_conservative,current_B_rare,ols,ATLAS_train_CMS_test,197,-0.41472822673995124,0.5183156228563132,0.6487471583502445,0.16193122045600228
abs_Z_conservative,current_B_rare,ols,CMS_train_ATLAS_test,555,0.027373257333319856,0.46167470545480377,0.6629394230966398,0.19872697981581441
abs_Z_conservative,current_B_rare,ridge,GroupKFold_by_analysis,752,0.00025523128975435405,0.46130380982087266,0.6435095982548265,0.10163732028327312
abs_Z_conservative,current_B_rare,ridge,ATLAS_train_CMS_test,197,-0.2906238472412681,0.48397642822084175,0.619639082105717,0.1319177838423415
abs_Z_conservative,current_B_rare,ridge,CMS_train_ATLAS_test,555,0.022674720019009387,0.4583627194173494,0.664538748285945,0.1997748339047533
abs_Z_conservative,current_B_rare,elasticnet,GroupKFold_by_analysis,752,-0.029203124604206376,0.4709088699369572,0.6529215558860677,0.017027925955912755
abs_Z_conservative,current_B_rare,elasticnet,ATLAS_train_CMS_test,197,-0.03647163201818682,0.4526137520273264,0.5552872084863079,0.13168215064674607
abs_Z_conservative,current_B_rare,elasticnet,CMS_train_ATLAS_test,555,-0.03194955620996964,0.46085467843222944,0.6828573323367109,
abs_Z_conservative,current_B_rare,huber,GroupKFold_by_analysis,752,-0.035520527851150785,0.44327382535489607,0.6549223555329611,0.1187020892946017
abs_Z_conservative,current_B_rare,huber,ATLAS_train_CMS_test,197,-0.8617872126926611,0.5492538426761103,0.7442245305082249,0.1705197630009744
abs_Z_conservative,current_B_rare,huber,CMS_train_ATLAS_test,555,-0.3629309987121636,0.5238019656536828,0.784761479806305,0.20971235209385833
abs_Z_conservative,current_B_rare,forest,GroupKFold_by_analysis,752,0.00036067586854149347,0.46517373689149955,0.6434756613991743,0.1201160420987504
abs_Z_conservative,current_B_rare,forest,ATLAS_train_CMS_test,197,0.004120680385526487,0.4195385310598044,0.5443049904787275,0.12414030989602678
abs_Z_conservative,current_B_rare,forest,CMS_train_ATLAS_test,555,-0.030199737492038192,0.46606508987122935,0.6822781453572174,0.06842558927662978
abs_Z_conservative,label_B_rare,ols,GroupKFold_by_analysis,752,-0.41218862452245664,0.5091738700541892,0.7648157330804198,0.06444389966291166
abs_Z_conservative,label_B_rare,ols,ATLAS_train_CMS_test,197,-5.449758817579805,1.08106179496969,1.385194302853891,0.08065542998287697
abs_Z_conservative,label_B_rare,ols,CMS_train_ATLAS_test,555,-2594.624208368215,11.73774074362121,34.24693037197879,0.20846844233409595
abs_Z_conservative,label_B_rare,ridge,GroupKFold_by_analysis,752,-0.022737422018982656,0.4650157384115111,0.6508674192090061,0.059260991776863066
abs_Z_conservative,label_B_rare,ridge,ATLAS_train_CMS_test,197,-3.099939905443833,0.8800807398263824,1.1044033231989427,0.0007744150963445029
abs_Z_conservative,label_B_rare,ridge,CMS_train_ATLAS_test,555,-1031.2461985813711,7.542493742103235,21.59694831228229,0.20846829162729222
abs_Z_conservative,label_B_rare,elasticnet,GroupKFold_by_analysis,752,-0.03466928172546213,0.47017562689728276,0.6546531118421497,0.005669421289735182
abs_Z_conservative,label_B_rare,elasticnet,ATLAS_train_CMS_test,197,-0.05062689899767103,0.45317108038874937,0.5590661750325517,-0.1309995047863452
abs_Z_conservative,label_B_rare,elasticnet,CMS_train_ATLAS_test,555,0.02362772446294048,0.46935185361986115,0.6642146684449316,0.16639392021519617
abs_Z_conservative,label_B_rare,huber,GroupKFold_by_analysis,752,-0.41247089953032656,0.4800586723428947,0.7648921667721392,0.05510762549334192
abs_Z_conservative,label_B_rare,huber,ATLAS_train_CMS_test,197,-2.987312568946819,0.7652200542815658,1.0891284433105402,0.12360899165467376
abs_Z_conservative,label_B_rare,huber,CMS_train_ATLAS_test,555,-2971.4619717035944,12.527441496877664,36.648727205722864,0.20847122782920777
abs_Z_conservative,label_B_rare,forest,GroupKFold_by_analysis,752,-0.0015379575154572667,0.46051301199974054,0.6440864541033013,0.12422327295343692
abs_Z_conservative,label_B_rare,forest,ATLAS_train_CMS_test,197,-0.053366517904524624,0.44287787765983344,0.5597946120706924,0.013431571895600052
abs_Z_conservative,label_B_rare,forest,CMS_train_ATLAS_test,555,-0.08284460399780547,0.4591248335248188,0.6994937061013018,0.0463770334839784
abs_Z_conservative,core_or_label_rare,ols,GroupKFold_by_analysis,752,-0.384644853417319,0.504525399590729,0.7573204019802584,0.06646009116048374
abs_Z_conservative,core_or_label_rare,ols,ATLAS_train_CMS_test,197,-2.2583143988683907,0.6742916119224563,0.9845447326378594,0.15327262013615675
abs_Z_conservative,core_or_label_rare,ols,CMS_train_ATLAS_test,555,-2595.4366410031257,11.723863835606661,34.25228961214721,0.20848292530791276
abs_Z_conservative,core_or_label_rare,ridge,GroupKFold_by_analysis,752,-0.03310086025763259,0.46718077098726485,0.6541567399963364,0.043091418004493905
abs_Z_conservative,core_or_label_rare,ridge,ATLAS_train_CMS_test,197,-0.3655863528492176,0.4901000771824284,0.6373801633938775,0.049466430539838215
abs_Z_conservative,core_or_label_rare,ridge,CMS_train_ATLAS_test,555,0.01809728016184886,0.4662599223397756,0.6660931604949538,0.1578866554524631
abs_Z_conservative,core_or_label_rare,elasticnet,GroupKFold_by_analysis,752,-0.034361524535252874,0.4706530702777454,0.6545557429582356,0.004601871754320659
abs_Z_conservative,core_or_label_rare,elasticnet,ATLAS_train_CMS_test,197,-0.048206452300183944,0.4525293073047793,0.5584218120569303,-0.13093210928890922
abs_Z_conservative,core_or_label_rare,elasticnet,CMS_train_ATLAS_test,555,-0.03194955620996964,0.46085467843222944,0.6828573323367109,
abs_Z_conservative,core_or_label_rare,huber,GroupKFold_by_analysis,752,-0.41451167722479876,0.48395631854297777,0.7654445361855536,0.053063903606342964
abs_Z_conservative,core_or_label_rare,huber,ATLAS_train_CMS_test,197,-2.5409172489474834,0.6932561177950043,1.0263532170707383,0.15083282162316772
abs_Z_conservative,core_or_label_rare,huber,CMS_train_ATLAS_test,555,-2992.700256730296,12.588698304521488,36.779422017815854,0.20848100581676823
abs_Z_conservative,core_or_label_rare,forest,GroupKFold_by_analysis,752,-0.013110680637891114,0.4704289396065261,0.6477969602706466,0.10053148601103443
abs_Z_conservative,core_or_label_rare,forest,ATLAS_train_CMS_test,197,-0.014845011160002475,0.41448023580922033,0.5494634640251688,0.050912567914694104
abs_Z_conservative,core_or_label_rare,forest,CMS_train_ATLAS_test,555,-0.15502924513471794,0.46760992744523283,0.7224324298088597,0.01819109334998532
abs_Z_conservative,label_plus_core_rare,ols,GroupKFold_by_analysis,752,-0.3648865836186166,0.498098008066728,0.7518976738563263,0.07471758930885869
abs_Z_conservative,label_plus_core_rare,ols,ATLAS_train_CMS_test,197,-2.354096909691783,0.6953451746693898,0.9989109237753924,0.1497859127600083
abs_Z_conservative,label_plus_core_rare,ols,CMS_train_ATLAS_test,555,-2595.6642213720897,11.720712655498717,34.2537907036391,0.20848237656083607
abs_Z_conservative,label_plus_core_rare,ridge,GroupKFold_by_analysis,752,-0.025725690150571134,0.46563341091701976,0.6518175886659066,0.04744597225948536
abs_Z_conservative,label_plus_core_rare,ridge,ATLAS_train_CMS_test,197,-0.521386847016815,0.5210382005946046,0.6727578715003855,0.01044620203582162
abs_Z_conservative,label_plus_core_rare,ridge,CMS_train_ATLAS_test,555,0.019776985322211615,0.46429373071203756,0.6655231859975825,0.17029952906369095
abs_Z_conservative,label_plus_core_rare,elasticnet,GroupKFold_by_analysis,752,-0.033327402652852944,0.4706252158099265,0.6542284590884245,0.007822232973332743
