mode,sample_validation_id,region,uncertainty,microband,observed,expected
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.3,q95_97,294.0,265.9320371241324
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.3,q97_98,119.0,89.05361526304002
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.3,q98_99,129.0,114.58550839181713
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.3,q99_100,108.0,118.27796457527661
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.4,q90_95,882.0,882.0
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.4,q95_97,294.0,265.9320371241324
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.4,q97_98,119.0,89.05361526304002
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.4,q98_99,129.0,114.58550839181713
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.4,q99_100,108.0,118.27796457527661
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.5,q90_95,882.0,882.0
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.5,q95_97,294.0,265.9320371241324
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.5,q97_98,119.0,89.05361526304002
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.5,q98_99,129.0,114.58550839181713
exact_plus_unit_weight_metadata,Run2015D_remote_mht_aware_holdout,JetHT_SingleMuon_controls,0.5,q99_100,108.0,118.27796457527661
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.1,q90_95,398.0,398.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.1,q95_97,263.0,120.00107797664934
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.1,q97_98,153.0,40.18519146790241
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.1,q98_99,186.0,51.70638587295149
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.1,q99_100,200.0,53.37259625959194
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.2,q90_95,398.0,398.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.2,q95_97,263.0,120.00107797664934
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.2,q97_98,153.0,40.18519146790241
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.2,q98_99,186.0,51.70638587295149
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.2,q99_100,200.0,53.37259625959194
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.3,q90_95,398.0,398.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.3,q95_97,263.0,120.00107797664934
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.3,q97_98,153.0,40.18519146790241
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.3,q98_99,186.0,51.70638587295149
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.3,q99_100,200.0,53.37259625959194
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.4,q90_95,398.0,398.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.4,q95_97,263.0,120.00107797664934
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.4,q97_98,153.0,40.18519146790241
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.4,q98_99,186.0,51.70638587295149
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.4,q99_100,200.0,53.37259625959194
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.5,q90_95,398.0,398.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.5,q95_97,263.0,120.00107797664934
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.5,q97_98,153.0,40.18519146790241
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.5,q98_99,186.0,51.70638587295149
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,MET_trace,0.5,q99_100,200.0,53.37259625959194
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.1,q90_95,1525.0,1525.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.1,q95_97,560.0,459.80312541304073
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.1,q97_98,289.0,153.97592208178688
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.1,q98_99,309.0,198.12120215138447
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.1,q99_100,300.0,204.5055509946676
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.2,q90_95,1525.0,1525.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.2,q95_97,560.0,459.80312541304073
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.2,q97_98,289.0,153.97592208178688
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.2,q98_99,309.0,198.12120215138447
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.2,q99_100,300.0,204.5055509946676
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.3,q90_95,1525.0,1525.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.3,q95_97,560.0,459.80312541304073
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.3,q97_98,289.0,153.97592208178688
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.3,q98_99,309.0,198.12120215138447
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.3,q99_100,300.0,204.5055509946676
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.4,q90_95,1525.0,1525.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.4,q95_97,560.0,459.80312541304073
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.4,q97_98,289.0,153.97592208178688
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.4,q98_99,309.0,198.12120215138447
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.4,q99_100,300.0,204.5055509946676
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.5,q90_95,1525.0,1525.0
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.5,q95_97,560.0,459.80312541304073
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.5,q97_98,289.0,153.97592208178688
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.5,q98_99,309.0,198.12120215138447
exact_plus_unit_weight_metadata,Run2016G_remote_mht_aware_fresh,JetHT_SingleMuon_controls,0.5,q99_100,300.0,204.5055509946676
