mode,region,sample_count,fisher_statistic,fisher_p,fisher_Z,min_sample_Z,max_sample_Z
exact_completed_only,MET_trace,3,319.6050804795725,5.13110840059539e-66,17.12148586333579,4.017591823129007e-05,13.866705184496523
exact_completed_only,JetHT_SingleMuon_controls,3,15.392095410677099,0.017416791860202965,2.110287684701759,0.0,2.2868132075331604
exact_plus_unit_weight_metadata,MET_trace,3,655.0509349060959,3.087513849787542e-138,24.99959938124835,2.3496291555132274,21.028981408985906
exact_plus_unit_weight_metadata,JetHT_SingleMuon_controls,3,105.51343087539679,1.7702529101904054e-20,9.201176859977481,1.2511974288310732,7.406391518658952
