run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,MET_fraction,N_objects,S_event_proxy,high_MET,high_multiplicity,B_event,B_event_z
283946,68,7810802,1027.54,3.1318799999999998,1064.06,3.1168400000000003,1.0,-36.5215,6,1,1,1064.06,1138.3,1064.06,17.2595,0,0,0,0.0,0,0,0,-10,1,1064,0,1,1,1,1,1,1,0,0,1,-1,-1,1,1,-1,1,0.49103507598203194,1,0.6931471805599453,1,0,14.891768485963157,3.95419034811439
283946,68,7743059,133.52700000000002,-1.71007,87.3225,-1.3449,0.5510619999999999,46.2049,11,2,1,158.46200000000002,282.329,122.884,35.5781,1,0,1,11.4375,0,0,0,-10,1,1204,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0.4557406592056357,3,1.3862943611198906,0,0,0.9770147374395568,0.24872581610196096
283946,68,7736054,175.648,-2.78539,145.78799999999998,-2.6053599999999997,0.372679,29.8597,10,4,3,391.189,478.66,175.78,121.139,1,0,1,54.5172,0,0,0,-10,1,1284,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0.30932820510111175,5,1.791759469228055,0,0,6.3479406384295425,1.6789901089427115
283946,68,8224688,79.9714,2.59984,83.208,-2.19748,0.244104,-3.23663,14,4,3,340.871,487.67699999999996,186.542,68.5547,0,0,0,0.0,0,0,0,-10,1,1380,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.18957648638448862,4,1.6094379124341003,0,0,1.5845676239316744,0.4105156481683158
283946,68,8394224,138.5,-1.0077399999999999,107.545,2.4073,0.734466,30.9548,12,2,1,146.42600000000002,285.72,110.706,35.7205,0,0,0,0.0,0,0,0,-10,1,1296,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0.48439106621993094,2,1.0986122886681096,0,0,-1.632880841385751,-0.4462829260124539
283946,68,7614990,123.072,-2.65381,120.21700000000001,-2.6819900000000003,0.222896,2.8547700000000003,9,4,3,539.342,624.023,326.474,122.36,0,0,0,0.0,0,0,0,-10,1,1151,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.1855131185051868,4,1.6094379124341003,0,0,3.0766435086295125,0.8078517685007027
283946,68,8187894,85.1061,-0.931103,103.962,-0.765684,0.315234,-18.8563,13,3,2,329.79400000000004,469.49199999999996,178.585,112.463,0,0,0,0.0,0,0,0,-10,1,1334,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0.20463111213486118,3,1.3862943611198906,0,0,-0.5877061240039028,-0.16795548199099752
283946,68,8040141,48.2142,0.576257,159.382,-3.11993,0.717403,-111.16799999999999,5,3,2,222.166,258.844,119.37700000000001,62.8312,0,0,0,0.0,0,0,0,-10,1,1022,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.17766292456118757,3,1.3862943611198906,0,0,-1.7427413206397493,-0.4755385001104699
283946,68,7596301,24.8909,-2.72011,0.0,0.0,0.0,24.8909,6,0,0,0.0,76.3683,14.9904,13.2466,0,0,0,0.0,0,0,0,-10,1,1231,0,1,1,1,1,1,1,0,0,-1,1,-1,1,1,1,1,0.9613763909327215,0,0.0,0,0,-6.662042475002924,-1.7855362391444518
283946,68,7410713,7.64195,0.989303,97.119,2.0181400000000003,0.435222,-89.477,15,3,2,223.148,378.962,117.435,60.8822,1,0,1,103.331,0,0,0,-10,1,1334,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.03296928965211822,4,1.6094379124341003,0,0,-0.4395535211216356,-0.12850281001224897
283946,68,7554252,64.8137,2.6303900000000002,150.368,0.0185342,0.371138,-85.5538,4,2,2,405.152,445.144,262.819,142.333,0,0,0,0.0,0,0,0,-10,1,1272,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0.13761872679900045,2,1.0986122886681096,0,0,-2.3262876576152482,-0.6309354473742986
283946,68,8187892,38.586,-0.600212,0.0,0.0,0.0,38.586,5,0,0,0.0,73.1499,26.7166,13.1988,0,0,0,0.0,0,0,0,-10,1,1208,0,1,1,1,1,0,1,0,0,-1,1,-1,1,1,1,1,0.9747385439296721,0,0.0,0,0,-6.392544922588097,-1.713769707017122
283946,68,7427651,186.452,-3.03863,72.9659,0.106209,0.501382,113.486,11,2,1,145.53,276.195,109.046,36.4832,0,0,0,0.0,0,0,0,-10,1,1243,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0.5599461832771742,2,1.0986122886681096,0,0,-0.5494306947477744,-0.1577628297803048
283946,68,7933984,146.244,2.98802,149.631,3.0824700000000003,0.333467,-3.387,9,3,3,448.713,548.765,297.83099999999996,90.1483,0,0,0,0.0,0,0,0,-10,1,1321,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.2453935434939098,3,1.3862943611198906,0,0,2.035426587443681,0.5305782758242947
283946,68,7639646,49.1373,-2.91983,104.20299999999999,0.608798,0.181973,-55.0654,12,4,3,572.628,702.53,253.178,203.979,1,0,1,163.852,0,0,0,-10,1,1336,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0.07890179494586484,5,1.791759469228055,0,0,4.12306272717399,1.0865106201059018
283946,68,7582999,90.8998,2.15401,86.7164,-3.07717,0.193143,4.183330000000001,7,2,2,448.976,514.535,265.21299999999997,183.764,0,0,0,0.0,0,0,0,-10,1,1291,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.16806039390189023,2,1.0986122886681096,0,0,-1.5949427088992443,-0.4361800950978605
283946,68,7684614,139.407,-2.06562,92.1571,-2.27645,0.261385,47.2497,11,4,3,352.57199999999995,482.18800000000005,176.5,66.6777,1,0,1,12.4224,0,0,0,-10,1,1272,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0.2827848650753887,5,1.791759469228055,0,0,5.508704495634515,1.4555035983431366
283946,68,8343363,114.833,-2.32503,73.6683,0.059998199999999995,0.6244,41.1645,14,2,2,117.98299999999999,330.69800000000004,62.0527,55.93,0,0,0,0.0,0,0,0,-10,1,1424,0,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0.49112550039347186,2,1.0986122886681096,0,0,-1.084337857802338,-0.3002072852438719
283946,68,7835870,115.714,-2.8532599999999997,83.0364,2.62988,0.310146,32.6774,11,3,2,267.733,389.586,145.705,86.53,1,0,1,45.1874,0,0,0,-10,1,1264,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0.3009881726219739,4,1.6094379124341003,0,0,2.6960614730996135,0.7065037130723583
