band,sum_weight,ratio_to_q90_95
below_90,55.80416435670653,6.777610207508506
q90_95,8.233604861914966,1.0
q95_97,2.844348988866528,0.34545609566755325
q97_98,0.9777620885367617,0.11875261260829495
q98_99,0.8701460694520692,0.10568227210865828
q99_100,1.819854882527317,0.22102771666213486
