dataset_label,record_id,process_family,primary_dataset,run_era,data_tier,xrootd_url,file_index,planned_max_events,status,output_path,notes,size_gb,selection_order
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/E476E432-E7AF-E511-B862-002590D0B048.root,0,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.179922613,77
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/00000/B8491DC2-30B6-E511-AA85-0CC47A4D7628.root,1,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.139241012,78
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/5685DEDC-31AF-E511-BED6-A0369F7FC4E8.root,2,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.130186794,79
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/E818BEF2-DEAF-E511-ACA1-0025905C2D98.root,3,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.120312421,80
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/643749CB-31AF-E511-8884-008CFA00317C.root,4,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.118312374,81
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/0E75DDCC-A9AF-E511-9533-00266CF9AD34.root,5,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.117663816,82
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/CAD394CD-31AF-E511-BF81-3417EBE528B2.root,6,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.105919015,83
HTMHT__Run2015D-16Dec2015-v1__MINIAOD,24125,real_collision_data,HTMHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/HTMHT/MINIAOD/16Dec2015-v1/50000/32E5838D-AEAF-E511-B49F-0025905C9726.root,7,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.104151117,84
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/0E0CBF08-2AAD-E511-A0BB-002618943865.root,0,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.899758197,85
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/7288DB44-ECA7-E511-AC0A-3417EBE646E4.root,1,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.854659465,86
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/B65BA194-11AB-E511-A521-549F35AD8C17.root,2,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.842017204,87
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/8C1C5C05-09AB-E511-83BD-00266CF9BE0C.root,3,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.831790215,88
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/461D922B-2CAD-E511-8B11-003048FFCBFC.root,4,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.826272855,89
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/DADCB7D2-17AB-E511-A939-549F358EB7BD.root,5,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.820959598,90
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/0E712309-33AD-E511-8111-0025905A60F4.root,6,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.819243222,91
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/8E72341B-EEA7-E511-85AE-0025904C6788.root,7,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.817723102,92
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/60000/7E56CE1A-30AD-E511-A032-0025905A6060.root,8,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.816568287,93
MET__Run2015D-16Dec2015-v1__MINIAOD,24123,real_collision_data,MET,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/MET/MINIAOD/16Dec2015-v1/50000/F2B61EC5-A9AA-E511-9201-0025905C9724.root,9,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.815946789,94
JetHT__Run2015D-16Dec2015-v1__MINIAOD,24124,real_collision_data,JetHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/JetHT/MINIAOD/16Dec2015-v1/00000/606197F3-6BB0-E511-807A-0CC47A4C8E3C.root,0,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.143786564,95
JetHT__Run2015D-16Dec2015-v1__MINIAOD,24124,real_collision_data,JetHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/JetHT/MINIAOD/16Dec2015-v1/50001/8E95CCDE-03AA-E511-BB5C-0025904C51DA.root,1,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.133407404,96
JetHT__Run2015D-16Dec2015-v1__MINIAOD,24124,real_collision_data,JetHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/JetHT/MINIAOD/16Dec2015-v1/50000/38065D8A-BCA9-E511-8E80-0CC47A78A3B4.root,2,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.12475913,97
JetHT__Run2015D-16Dec2015-v1__MINIAOD,24124,real_collision_data,JetHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/JetHT/MINIAOD/16Dec2015-v1/00000/881253F5-6BB0-E511-A717-00259059642E.root,3,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.120249959,98
JetHT__Run2015D-16Dec2015-v1__MINIAOD,24124,real_collision_data,JetHT,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/JetHT/MINIAOD/16Dec2015-v1/50000/D0B17A6F-CBA9-E511-8B76-0CC47A78A3D8.root,4,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,1.116416294,99
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10001/5088DFEB-BBA9-E511-85BD-0CC47A4D762A.root,0,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.936240305,100
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10001/62B8CB85-BCA9-E511-A6B4-0CC47A78A4B8.root,1,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.934419727,101
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10001/1ED06FBB-BEA9-E511-AC93-003048FFCB6A.root,2,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.934234271,102
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10000/86905CB6-D2A8-E511-9007-0CC47A4C8E5E.root,3,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.924030723,103
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10000/2AD04063-C7A8-E511-BE0A-0026189438EF.root,4,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.912959331,104
SingleMuon__Run2015D-16Dec2015-v1__MINIAOD,24119,real_collision_data,SingleMuon,Run2015D,MINIAOD,root://eospublic.cern.ch//eos/opendata/cms/Run2015D/SingleMuon/MINIAOD/16Dec2015-v1/10001/A6A4B73C-B7A9-E511-8495-0025905A60D6.root,5,20000,pending,,fresh independent real CMS MiniAOD validation; remote/cloud processing; no local ROOT retention,0.912575223,105
