run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,MET_fraction,N_objects,S_event_proxy,high_MET,high_multiplicity,B_event,B_event_z
282807,26,47000904,74.8691,1.30556,29.3587,2.03364,0.08164919999999999,45.5105,12,5,2,359.57,475.36199999999997,147.906,89.4992,0,0,0,0.0,2,0,0,0.765494,26,1879,3,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.17193931367210707,5,1.791759469228055,0,0,-0.7130156486869477,-0.21539762634202228
282807,26,45677251,24.425,1.4037899999999999,300.913,2.9268,1.0,-276.488,4,1,1,300.913,342.556,300.913,19.0882,0,0,0,0.0,0,0,0,0.530105,26,1599,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0748457121144335,1,0.6931471805599453,0,0,-7.641964012664071,-1.8191521223608638
282807,26,45691078,72.4047,-2.3054200000000002,30.3011,-2.81451,0.0289932,42.1036,5,4,4,1045.11,1056.58,527.337,246.41299999999998,0,0,0,0.0,3,1,1,0.9988090000000001,23,1567,6,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.06473289980006522,4,1.791759469228055,0,0,3.041870455110165,0.6536975313460617
282807,26,45607554,47.5171,-1.66675,115.195,-2.95188,0.38248699999999997,-67.6779,11,5,3,301.17400000000004,383.274,80.1521,69.5377,1,1,2,32.5895,6,0,0,0.8196829999999999,26,1875,3,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.13588306937179698,7,2.0794415416798357,0,0,0.9527399886536396,0.1701533912615082
282807,26,46278017,43.2189,-1.39944,22.3496,0.359661,0.0327161,20.8693,8,3,3,683.1389999999999,761.8810000000001,332.474,228.33599999999998,1,1,2,234.021,3,1,0,0.918651,21,1569,6,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.059419028788990955,5,1.9459101490553132,0,0,1.8198645044436133,0.370855542259804
282807,26,47037764,62.9336,0.20102799999999998,109.676,-0.036575300000000005,0.130772,-46.7422,11,3,3,838.681,960.9780000000001,429.945,334.94699999999995,3,0,3,88.8968,3,0,0,0.646806,24,1791,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.06972366722186855,6,1.9459101490553132,0,0,2.2322271069167434,0.46629980637706736
282807,26,47014728,67.9493,-0.0886102,103.64200000000001,0.8850549999999999,0.34069099999999997,-35.6928,10,3,2,304.212,416.18699999999995,184.997,82.9955,0,0,0,0.0,3,0,0,0.5604779999999999,23,1882,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.1820909617369218,3,1.3862943611198906,0,0,-2.80168324743904,-0.698834632396554
282807,26,45795336,20.108,-2.82465,5.86156,0.819159,0.00880042,14.2464,10,4,4,666.055,750.775,277.801,206.257,1,0,1,27.9149,3,1,1,0.9898399999999999,29,1909,5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.029262343868921934,5,1.9459101490553132,0,0,1.2637121124710469,0.2421301062708887
282807,26,46119048,17.9808,1.22215,0.0,0.0,0.0,17.9808,4,0,0,0.0,71.2796,24.4059,22.8056,0,0,0,0.0,1,0,0,0.5538420000000001,23,1732,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0.9473151816572536,0,0.0,0,0,-6.479730050827369,-1.5501447862098512
282807,26,46591366,45.1762,1.52093,230.38,2.07463,1.0,-185.203,6,1,1,230.38,305.019,230.38,16.5946,0,0,0,0.0,1,0,0,0.552363,21,1708,3,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.16335269287038223,1,0.6931471805599453,0,0,-6.759612743753482,-1.6149256307997326
282807,26,45797061,15.6239,-0.118157,41.1021,2.60609,0.0658445,-25.4782,8,6,4,624.229,660.074,231.11,155.067,0,0,0,0.0,3,1,1,0.9994370000000001,16,1637,6,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.024379853785478692,6,2.0794415416798357,0,1,2.420953937276062,0.5099819767164655
282807,26,46468100,25.6381,1.10589,44.9233,1.75632,0.08896119999999999,-19.2852,10,6,5,504.976,576.556,143.506,95.9884,0,0,0,0.0,2,1,0,0.926414,23,1640,4,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.04822689992609301,6,2.0794415416798357,0,1,3.1505753440787,0.6788580528660187
