analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDF140,5.0,5.1,0.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF140/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF140/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDF160,1.0,2.83,0.45,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF160/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF160/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDF180,1.0,3.25,0.45,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF180/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF180/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDF220,3.0,3.11,0.67,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF220/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDF220/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDFW,1.0,5.1,1.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDFW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDFW/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRDFt,5.0,7.5,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDFt/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRDFt/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF110,17.0,18.8,3.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF110/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF110/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF120,19.0,14.4,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF120/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF120/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF140,9.0,5.1,0.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF140/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF140/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF160,3.0,3.7,0.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF160/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF160/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF180,4.0,4.4,0.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF180/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF180/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF220,5.0,5.0,1.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF220/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF220/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSFW,5.0,4.0,1.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFW/dataInfo.txt
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSFt,5.0,5.0,1.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFt/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFt/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_1,280.0,275.9,12.2,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_2,84.0,77.6,5.0,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_3,22.0,14.8,1.8,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_1,154.0,146.9,9.4,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_2,106.0,114.5,8.2,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_3,21.0,19.0,3.2,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_1,104.0,96.6,9.0,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_2,32.0,21.6,2.5,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_3,11.0,9.4,2.4,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_1,393.0,391.9,14.9,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_2,57.0,58.4,3.5,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_3,10.0,10.3,1.2,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_1,121.0,121.2,8.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_2,26.0,25.3,3.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_3,8.0,8.0,1.6,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_1,695.0,690.0,21.9,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_2,79.0,88.6,6.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_3,11.0,13.5,1.7,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_1,19.0,23.9,3.0,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_2,16.0,17.2,1.5,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_3,3.0,3.6,0.5,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_4,2.0,2.1,0.6,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_4/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_1,117.0,110.8,6.5,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_1/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_2,68.0,69.2,4.9,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_2/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_3,7.0,12.9,1.6,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_3/dataInfo.txt
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_4,2.0,2.4,0.8,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_4/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRAT0,11.0,17.3,1.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRAT0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRAT0/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRATT,4.0,3.2,0.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATT/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRATW,8.0,5.6,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATW/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBT0,292.0,276.0,24.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBT0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBT0/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBTT,67.0,46.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTT/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBTW,84.0,81.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTW/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC1,53.0,46.0,12.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC1/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC2,57.0,52.0,9.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC2/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC3,38.0,32.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC3/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC4,9.0,11.8,3.1,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC4/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC5,4.0,2.5,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC5/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC5/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD0,5.0,6.9,1.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD0/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD1,4.0,3.1,1.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD1/dataInfo.txt
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD2,10.0,12.2,1.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD2/dataInfo.txt
ATLAS-SUSY-2018-13-eff,ATLAS,13,139.0,SR_HighPT,1.0,0.46,0.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_HighPT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_HighPT/dataInfo.txt
ATLAS-SUSY-2018-13-eff,ATLAS,13,139.0,SR_Trackless,0.0,0.83,0.53,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_Trackless/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_Trackless/dataInfo.txt
ATLAS-SUSY-2018-14-eff,ATLAS,13,139.0,SRee,0.0,0.46,0.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRee/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRee/dataInfo.txt
ATLAS-SUSY-2018-14-eff,ATLAS,13,139.0,SRem,0.0,0.007,0.19,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRem/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRem/dataInfo.txt
ATLAS-SUSY-2018-14-eff,ATLAS,13,139.0,SRmm,0.0,0.11,0.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRmm/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRmm/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_c,1.0,0.7,0.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_d,16.0,4.8,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_e,13.0,11.3,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_f,8.0,10.5,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_g,8.0,11.1,2.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_high_h,18.0,19.2,3.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_high_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_c,7.0,3.9,1.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_d,11.0,6.9,2.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_e,16.0,16.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_f,16.0,13.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_g,10.0,13.6,3.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_low_h,9.0,21.9,3.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_low_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_c,0.0,0.13,0.31,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_d,4.0,4.5,2.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_e,11.0,4.9,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_e/dataInfo.txt
