sample_validation_id,feature_scope,trace_total,control_total,shape_chi2,shape_dof,shape_p,shape_Z,shoulder_chi2,shoulder_p,shoulder_Z,trace_95_99_over_90_95_density_ratio,control_95_99_over_90_95_density_ratio,trace_99_over_95_99_density_ratio,control_99_over_95_99_density_ratio,shoulder_above_control,feature_mapping
Run2012C_AOD_enhanced_cross_era,enhanced_AOD_OPQ,847,3000,5.768276167587081,4,0.21713478656095614,0.7819064176846868,1.418477564344535,0.23365415110594678,0.7268655835870537,1.1040609137055837,1.0,1.2068965517241381,1.0,True,AOD btag fallbacks plus V0 secondary-vertex-like counts
