primary_dataset,run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,HLT_PFMET120_PFMHT120_IDTight,HLT_PFMETNoMu120_PFMHTNoMu_IDTight,HLT_PFHT800,HLT_PFHT900,HLT_IsoMu20,HLT_IsoMu24,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,generator_weight,generator_weight_status,HLT_PFMET110_PFMHT110_IDTight,HLT_PFMET170_HBHECleaned,HLT_PFMET170_NotCleaned,HLT_IsoTkMu24,HLT_Mu50,leading_muon_pt
JetHT,280330,41,79880367,64.2452,0.885584,11.897,0.102774,0.0285842,52.3482,9,4,2,416.21,497.595,202.808,140.898,0,0,0,0.0,3,1,1,0.987168,26,2015,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79040558,84.8412,2.17307,51.2842,1.95482,0.0535644,33.5569,6,3,3,957.43,996.956,446.366,429.894,0,1,1,12.6645,1,0,0,0.688841,18,1390,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78653483,61.0282,1.76824,57.6202,2.83075,0.0564029,3.40806,14,4,4,1021.58,1161.7,452.37,380.876,0,2,2,276.803,3,1,0,0.85895,25,1965,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79329129,25.8398,2.1975,62.939,1.38107,1.0,-37.0992,5,1,1,62.939,123.404,62.939,22.0632,0,0,0,0.0,1,0,0,0.552626,29,2047,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78986988,40.8603,-1.78786,30.5589,-2.75418,0.23876,10.3015,5,2,1,127.99,167.331,79.1594,48.8305,0,1,1,15.4311,0,0,0,0.530489,29,1909,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79293424,75.3333,-2.61416,209.421,0.0528676,0.480568,-134.088,6,3,3,435.779,483.994,289.035,78.3923,0,0,0,0.0,2,0,0,0.669447,24,1609,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80177581,56.8719,-1.48023,109.733,-1.46776,0.203569,-52.8613,13,6,5,539.048,641.106,169.005,137.353,0,0,0,0.0,1,1,1,0.985782,23,1830,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80180462,124.395,2.49413,181.647,1.32376,0.193916,-57.2512,10,4,4,936.729,1023.78,477.169,339.185,2,1,3,230.356,2,0,0,0.693866,21,1821,7,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79010027,59.5796,-0.901354,75.8992,-2.22175,0.0901625,-16.3196,13,7,4,841.805,922.464,303.42,267.755,0,1,1,14.892,3,1,1,0.970981,23,2080,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80149933,68.7092,-1.7164,32.0766,-2.10813,0.0379748,36.6326,8,4,4,844.682,911.035,362.678,210.533,0,1,1,14.8005,0,0,0,0.489056,23,1574,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78788269,30.2443,-2.24232,84.9133,-1.30864,0.138676,-54.669,7,2,2,612.314,680.724,323.693,288.621,1,0,1,15.4461,0,0,0,0.534916,23,1842,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79244458,33.9931,0.46425,0.0,0.0,0.0,33.9931,3,0,0,0.0,44.2244,16.6709,15.3179,1,0,1,38.0937,0,0,0,0.418198,21,1339,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78953007,8.4478,-2.15544,141.506,-1.60137,1.0,-133.058,4,1,1,141.506,178.58,141.506,14.7754,0,0,0,0.0,0,0,0,0.526694,32,1776,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80334253,42.2394,-2.1267,56.3171,-3.03464,0.0774051,-14.0777,16,7,7,727.562,889.376,159.334,144.918,2,1,3,69.9443,2,2,0,0.919058,22,1612,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79672428,30.7437,1.71382,24.1539,-2.74129,0.0806379,6.58982,4,3,3,299.536,320.715,138.934,104.895,0,1,1,12.5384,0,0,0,0.188038,20,1594,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80122859,2.51275,2.86281,14.5438,0.295178,0.0346322,-12.031,6,3,3,419.95,466.783,217.078,124.067,0,0,0,0.0,1,0,0,0.701841,21,1487,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78982384,61.7124,1.22563,63.0635,0.921543,0.0658948,-1.35114,8,5,4,957.033,1008.98,410.938,272.909,0,3,3,260.892,1,1,0,0.907087,21,1773,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78412138,28.7067,1.21194,19.1508,-2.55328,0.0598433,9.55598,8,4,2,320.015,399.231,128.246,119.418,0,0,0,0.0,1,0,0,0.630635,29,1995,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79668970,28.3058,0.722499,159.778,-1.32348,1.0,-131.473,7,1,1,159.778,254.156,159.778,20.5958,1,1,2,43.1321,1,0,0,0.606777,24,1814,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78881577,29.3755,-1.7107,0.0,0.0,0.0,29.3755,12,0,0,0.0,169.252,26.5699,16.1053,0,0,0,0.0,1,0,0,0.555682,24,1992,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79005422,139.833,-0.973215,126.931,1.92276,0.504817,12.9027,17,3,3,251.439,498.895,118.485,70.9473,0,4,4,198.574,5,2,1,0.994591,23,2184,7,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79948330,48.7013,1.31084,102.586,-0.0337866,0.21355,-53.885,14,6,4,480.385,616.923,222.379,67.5997,1,0,1,10.2812,1,0,0,0.552311,24,2115,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79893612,24.4138,-1.67992,131.254,2.93704,0.566486,-106.84,10,4,2,231.698,338.496,111.763,56.7878,1,3,4,105.43,3,0,0,0.789418,27,1981,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80237486,21.8441,0.255762,37.0976,2.34124,0.0648127,-15.2535,8,3,3,572.382,654.937,267.7,168.278,1,0,1,63.1364,0,0,0,0.533001,23,1888,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79580270,76.6606,0.695178,38.7157,2.53683,1.0,37.9449,1,1,0,38.7157,38.7157,38.7157,0.0,0,0,0,0.0,0,0,0,0.0880627,26,1751,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78800362,53.9894,2.37203,23.6068,1.17563,0.03058,30.3826,8,3,2,771.97,849.532,372.228,356.199,0,0,0,0.0,0,0,0,0.5245,19,1455,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79863084,45.1373,1.83913,32.3728,-1.54495,0.0412365,12.7645,12,6,5,785.051,879.734,229.027,177.814,0,4,4,191.934,4,0,0,0.764887,27,2223,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79783593,39.8033,-0.246555,61.2883,-3.026,0.127185,-21.485,16,5,4,481.884,667.559,182.275,118.041,0,2,2,136.443,4,0,0,0.557217,25,2079,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80204080,26.3304,1.10215,75.0698,1.34212,0.113536,-48.7395,16,7,4,661.2,784.609,206.37,153.108,0,0,0,0.0,4,1,0,0.920149,33,2225,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79316776,25.2239,1.44113,77.2431,-0.889339,0.165608,-52.0193,13,6,4,466.423,588.303,118.21,98.3714,0,1,1,44.3468,0,0,0,0.482747,26,1925,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78554149,18.3527,2.52904,12.3286,-2.43042,0.0245763,6.02405,8,5,4,501.647,550.221,192.456,144.94,1,1,2,38.941,1,1,1,0.998515,24,1688,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78940330,26.3584,-2.82722,90.6646,-2.06712,0.277978,-64.3062,21,4,2,326.158,652.477,168.637,89.5078,0,0,0,0.0,4,0,0,0.814664,56,3098,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80052902,9.14041,-2.29741,66.87,1.56415,1.0,-57.7296,2,1,1,66.87,81.7773,66.87,14.9073,0,0,0,0.0,0,0,0,0.540292,24,1524,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79322536,142.802,0.322666,151.837,0.480979,0.158519,-9.03451,11,8,7,957.848,995.233,252.092,174.83,1,0,1,11.5828,2,1,0,0.87375,22,2037,6,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79505702,14.3647,-0.278847,42.1697,-2.71602,0.277692,-27.805,9,2,2,151.858,260.274,86.1208,65.7367,0,0,0,0.0,1,0,0,0.808521,22,1498,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78496552,44.8434,1.36587,55.0288,2.24399,0.0756604,-10.1854,13,3,3,727.314,879.138,334.475,321.609,0,1,1,31.632,2,0,0,0.639018,37,2248,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79804641,25.8446,1.42946,53.9087,2.66046,0.0904022,-28.0641,10,4,4,596.321,675.894,287.412,166.447,0,0,0,0.0,2,0,0,0.727651,32,2018,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78934312,70.389,1.61303,0.0,0.0,0.0,70.389,4,0,0,0.0,93.2676,27.1745,23.2374,0,0,0,0.0,2,1,1,0.997653,28,1801,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78441249,108.536,1.60784,101.307,2.16674,0.211658,7.22887,13,5,4,478.638,596.437,184.279,99.6117,0,2,2,25.2544,4,1,0,0.905723,21,2028,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79474598,33.4181,0.0116623,50.1163,-2.0483,0.0959192,-16.6982,6,3,2,522.485,573.426,251.467,240.023,1,1,2,39.0147,0,0,0,0.526029,29,2051,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78572581,23.9656,-0.241529,51.7416,-1.37019,0.110343,-27.776,14,8,5,468.918,569.188,97.4225,76.6264,0,1,1,20.4967,1,0,0,0.76581,19,1457,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79918113,66.1998,1.92467,31.3181,1.69192,0.34043,34.8817,10,2,0,91.9957,242.572,46.5291,45.4666,1,0,1,10.3972,6,2,0,0.864975,26,2014,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78915877,22.2136,-0.734374,388.92,1.27173,0.569827,-366.706,11,3,2,682.522,784.425,372.351,265.109,2,1,3,258.871,2,0,0,0.843771,27,1735,6,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78770148,19.3981,0.54515,10.6727,-2.80958,0.0830772,8.72544,8,2,2,128.467,217.502,68.4556,60.0113,2,0,2,23.349,3,1,0,0.9023,28,1776,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80169250,34.0576,-0.84781,70.5864,2.01511,0.116957,-36.5287,12,3,3,603.525,737.608,269.992,238.337,1,1,2,31.131,3,1,0,0.865811,35,2505,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79911203,20.4236,-0.508826,67.1911,-2.50166,1.0,-46.7674,2,1,1,67.1911,77.699,67.1911,10.5079,0,0,0,0.0,0,0,0,0.507664,26,1795,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80218215,26.0381,0.729155,39.1235,-2.47537,0.0523586,-13.0854,14,7,6,747.222,853.436,289.682,134.975,0,0,0,0.0,2,0,0,0.757569,30,2124,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79061025,43.4112,2.65349,47.2298,-2.87065,0.0756729,-3.81869,5,3,3,624.132,647.34,330.589,193.151,0,0,0,0.0,2,1,0,0.865467,19,1700,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78549538,56.2077,0.442332,49.643,0.41749,0.134793,6.5647,12,4,2,368.289,487.004,174.807,100.579,1,1,2,105.446,4,1,0,0.856495,30,2144,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80014881,48.2769,-0.978826,9.68338,-0.17981,0.0106585,38.5935,10,5,5,908.511,978.112,382.956,169.668,0,1,1,40.2299,1,0,0,0.749932,11,1489,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79350753,43.4088,-1.07822,64.4946,-0.886458,0.0840211,-21.0858,3,3,3,767.6,767.6,339.391,261.915,0,0,0,0.0,1,0,0,0.601384,18,1625,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78634791,23.0023,-1.31686,15.1613,2.38527,0.0169296,7.84096,9,4,4,895.554,977.022,307.909,244.356,0,0,0,0.0,0,0,0,0.529272,25,1919,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79389926,47.6148,1.33361,33.6928,-1.45162,0.0571178,13.922,10,5,5,589.882,681.12,171.48,135.568,0,1,1,13.2505,3,0,0,0.793461,22,1658,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79030500,46.6375,-0.710012,19.5564,-0.0571847,0.0385795,27.0812,11,7,4,506.91,564.72,117.524,102.824,1,0,1,51.9169,3,1,0,0.862831,22,1795,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79460770,61.3523,1.13209,52.7952,0.403079,0.0576038,8.55709,10,5,5,916.523,991.651,279.468,237.652,0,0,0,0.0,3,2,1,0.989276,21,1728,9,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79024738,55.6861,-1.04938,14.4561,1.34565,0.020163,41.2299,6,2,2,716.963,773.052,363.5,353.462,0,1,1,247.615,0,0,0,0.528653,29,1874,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79473446,51.4117,-0.420563,26.1859,-2.04356,0.0339767,25.2258,17,9,7,770.701,902.521,216.004,125.095,1,1,2,27.03,1,1,0,0.925852,20,1943,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79954408,35.0458,0.780113,144.731,1.45458,0.646831,-109.685,10,4,1,223.754,311.635,101.301,49.8003,0,2,2,25.6661,5,3,1,0.98552,26,1869,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79765480,34.8682,1.80732,25.3962,1.95697,0.0477315,9.47201,10,3,3,532.064,648.543,273.851,204.038,1,1,2,34.6787,2,0,0,0.590166,25,1851,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78680872,40.2059,-2.53101,34.9206,-2.93792,0.0524446,5.28529,12,3,2,665.857,820.894,322.757,308.1,0,0,0,0.0,1,0,0,0.544767,26,1942,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79374371,63.9103,0.929874,35.1409,2.30949,0.0746623,28.7694,15,6,5,470.664,626.706,143.344,121.661,0,1,1,12.8859,2,1,1,0.996951,26,2216,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79899106,45.9439,0.45976,7.31149,-0.198444,0.00824119,38.6324,6,4,3,887.189,917.691,381.424,341.671,1,1,2,259.824,0,0,0,0.537677,25,1807,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79700966,58.9892,-2.23185,64.5609,-2.51192,0.0722275,-5.57167,9,4,4,893.854,983.032,398.658,358.979,3,0,3,229.928,2,0,0,0.756325,31,2024,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79997031,42.7643,-2.99298,39.7075,-2.49994,0.0701088,3.0568,10,5,4,566.37,679.765,199.818,163.196,0,2,2,87.8507,5,2,0,0.952187,26,1997,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78854824,30.7993,-0.209856,20.6882,1.09841,0.0258759,10.111,12,3,3,799.519,939.484,404.504,315.605,0,0,0,0.0,3,0,0,0.55769,20,1889,5,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79249140,44.8541,0.318013,211.051,0.77193,1.0,-166.197,3,1,1,211.051,232.924,211.051,11.3361,0,0,0,0.0,0,0,0,0.340981,16,1461,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79752227,40.3931,2.80654,37.5001,-3.00278,0.0552841,2.89302,8,4,3,678.316,742.394,326.948,191.128,0,0,0,0.0,1,0,0,0.635661,31,2006,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79703267,16.575,2.34913,61.5409,-1.74781,0.0878469,-44.9659,13,2,2,700.547,851.324,381.044,319.503,0,0,0,0.0,1,0,0,0.552323,29,2108,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78543539,32.0032,-0.239139,101.04,0.540738,0.166456,-69.0366,10,6,6,607.007,671.427,163.959,128.282,1,1,2,28.8405,0,0,0,0.414835,21,1652,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80255074,28.2221,2.3049,47.2981,2.37967,0.0878147,-19.0761,16,6,6,538.613,695.49,179.959,94.4526,1,1,2,1378.22,2,0,0,0.654917,30,2373,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79009522,26.0979,0.158534,15.0353,-1.51023,0.0254695,11.0625,3,3,3,590.327,590.327,288.654,245.521,0,0,0,0.0,1,0,0,0.745782,25,1449,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79235559,52.803,0.00919142,367.959,-0.594103,0.94346,-315.156,12,3,2,390.01,530.12,292.862,61.8931,0,0,0,0.0,0,0,0,0.530267,24,2102,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79352243,21.4977,-2.11278,0.0,0.0,0.0,21.4977,4,0,0,0.0,59.9542,17.36,15.0717,0,0,0,0.0,2,0,0,0.693223,28,1712,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80297463,67.0458,-2.80346,38.4781,3.13983,0.0545302,28.5677,8,3,3,705.629,783.685,325.368,257.153,1,0,1,13.8334,1,1,0,0.941287,30,1863,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79670194,53.8298,-0.50466,59.7361,1.37181,0.120054,-5.90631,10,6,4,497.575,582.321,199.375,84.8721,0,1,1,12.4171,2,1,0,0.871314,20,1588,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78951348,38.0364,-0.0567733,40.1734,-2.03328,0.0468935,-2.13701,14,4,3,856.693,994.729,386.246,243.749,0,3,3,144.854,4,0,0,0.706267,30,2248,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78747444,64.287,1.55774,39.0369,1.1316,0.12082,25.2501,9,4,3,323.099,399.042,149.372,71.0001,0,0,0,0.0,2,1,0,0.892097,31,1877,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79310197,67.5257,-1.23546,32.3977,-2.62332,0.0550763,35.128,16,7,5,588.233,719.936,204.564,135.631,0,0,0,0.0,2,0,0,0.59315,31,2206,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80173046,20.9943,2.1367,93.6491,-0.728291,0.480721,-72.6548,3,3,3,194.81,194.81,88.1024,56.2558,0,2,2,29.9979,0,0,0,0.279473,22,1594,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78933494,78.1967,0.928141,57.2221,0.623261,0.302892,20.9746,6,3,2,188.919,234.982,86.1422,65.8464,0,0,0,0.0,0,0,0,0.532182,19,1402,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79990456,71.9291,-1.00023,70.747,-0.44116,0.165002,1.1821,10,5,3,428.764,499.287,131.304,111.251,0,0,0,0.0,3,1,1,0.995643,24,1910,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78809654,16.1423,1.58623,48.5455,2.99653,0.0602048,-32.4031,4,2,2,806.339,836.668,426.713,379.626,0,0,0,0.0,1,0,0,0.736944,21,1624,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78964021,43.8816,-0.57237,19.4223,2.4799,0.0192072,24.4593,5,3,2,1011.19,1041.4,515.258,463.13,0,0,0,0.0,2,1,1,0.993331,22,1662,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78461171,72.4224,-2.41905,135.163,-2.60616,0.162453,-62.7407,8,4,4,832.012,881.962,382.475,272.868,0,1,1,89.5254,3,0,0,0.787478,25,1847,6,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79029108,73.0254,1.60245,66.7059,1.4013,0.124315,6.31946,10,7,4,536.587,587.209,158.818,106.154,1,3,4,109.831,3,1,1,0.954416,18,1630,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,80283640,49.7529,-0.0205401,29.6364,0.87168,0.0371297,20.1165,10,5,4,798.186,882.725,316.17,213.636,0,0,0,0.0,3,1,0,0.923814,28,1974,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78689270,26.1723,0.417252,40.4055,1.05274,0.0442648,-14.2332,11,4,3,912.815,1042.17,391.235,375.484,1,1,2,45.6215,5,0,0,0.79341,21,1751,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79544625,33.1874,0.394256,27.181,-0.242553,0.0248253,6.00641,11,5,4,1094.89,1175.78,369.611,338.346,2,2,4,93.6056,3,1,0,0.948475,29,1910,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,79805556,50.3425,-2.28976,31.1718,-1.38298,0.0424641,19.1707,12,2,2,734.074,892.485,377.073,357.001,1,0,1,25.7747,4,1,0,0.877399,34,2316,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
JetHT,280330,41,78479601,42.1864,0.288092,50.3604,1.27404,1.0,-8.17397,2,1,1,50.3604,67.3398,50.3604,16.9794,0,0,0,0.0,1,0,0,0.67231,34,2250,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,,,,
