analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8125_815,41.0,38.7,12.69,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8125_815/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8125_815/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,2.299999999999997,0.18124507486209593,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_815_8175,32.0,27.57,9.01,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_815_8175/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_815_8175/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,4.43,0.49167591564927854,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8175_82,35.0,28.65,7.99,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8175_82/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8175_82/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,6.350000000000001,0.7947434292866085,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_1,477.0,470.0,50.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,7.0,0.14,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_1_SF_77_1,620.0,630.0,70.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1_SF_77_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1_SF_77_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-10.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_8125,29.0,31.9,5.22,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_8125/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_8125/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-2.8999999999999986,-0.5555555555555554,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8225_825,31.0,24.52,5.17,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8225_825/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8225_825/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,6.48,1.253384912959381,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_825_8275,30.0,29.41,5.56,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_825_8275/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_825_8275/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,0.5899999999999999,0.10611510791366904,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8275_83,30.0,28.23,5.29,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8275_83/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8275_83/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1.7699999999999996,0.3345935727788279,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_82_1,340.0,350.0,40.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-10.0,-0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_82_8225,27.0,36.58,7.31,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_8225/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_8225/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-9.579999999999998,-1.310533515731874,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8325_835,29.0,23.2,8.69,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8325_835/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8325_835/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,5.800000000000001,0.6674338319907941,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_835_8375,19.0,26.13,7.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_835_8375/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_835_8375/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-7.129999999999999,-0.914102564102564,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8375_84,20.0,26.33,5.95,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8375_84/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8375_84/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-6.329999999999998,-1.0638655462184872,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_83_1,222.0,231.0,26.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-9.0,-0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_83_8325,24.0,29.78,11.44,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_8325/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_8325/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-5.780000000000001,-0.5052447552447553,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_845_85,27.0,30.4,8.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_845_85/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_845_85/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-3.3999999999999986,-0.3908045977011493,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_84_1,130.0,126.0,15.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,4.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_84_845,34.0,30.55,8.15,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_845/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_845/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,3.4499999999999993,0.4233128834355827,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_85_1,69.0,65.0,10.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_85_86,34.0,37.23,7.65,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_86/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_86/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-3.229999999999997,-0.4222222222222218,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_86_1,35.0,27.57,7.19,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_86_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_86_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,7.43,1.0333796940194715,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_775_78,23.0,28.75,5.63,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_775_78/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_775_78/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-5.75,-1.0213143872113677,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_77_1,143.0,167.0,32.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-24.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_77_775,34.0,32.34,9.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_775/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_775/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1.6599999999999966,0.1784946236559136,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_785_79,19.0,20.58,6.13,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_785_79/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_785_79/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-1.5799999999999983,-0.257748776508972,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_78_1,86.0,108.0,23.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-22.0,-0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_78_785,20.0,29.24,7.85,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_785/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_785/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-9.239999999999998,-1.1770700636942675,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_795_80,10.0,15.13,3.26,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_795_80/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_795_80/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-5.130000000000001,-1.5736196319018407,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_79_1,47.0,58.0,15.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-11.0,-0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_79_795,15.0,16.41,7.36,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_795/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_795/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-1.4100000000000001,-0.19157608695652176,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_80_1,22.0,28.0,8.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-6.0,-0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_80_81,15.0,15.53,5.61,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_81/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_81/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.5299999999999994,-0.09447415329768259,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_81_1,7.0,12.06,4.28,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_81_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_81_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-5.0600000000000005,-1.1822429906542056,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_100_105,13.0,16.33,5.29,100.0,100.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_105/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_105/dataInfo.txt,,,100.0,0.0,,,100.0,105.0,,100.0,0.0,,0,0,0,0,0,0,,100.0,100.0,0.0,,,-3.3299999999999983,-0.6294896030245744,-0.5309042165450748,-0.3418966975139262,-0.49766005634035015,0.0,0.0,0,-1.370460970399351,-1.0276255302284332
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_100_infty,58.0,76.0,13.0,100.0,100.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_infty/dataInfo.txt,,,100.0,0.0,,,,,,100.0,0.0,,0,0,0,0,0,0,,100.0,100.0,0.0,,,-18.0,-1.3846153846153846,-0.5309042165450748,-0.3418966975139262,-0.49766005634035015,0.0,0.0,0,-1.370460970399351,-1.0276255302284332
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_105_110,6.0,3.57,2.81,105.0,105.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_105_110/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_105_110/dataInfo.txt,,,105.0,0.0,,,105.0,110.0,,105.0,0.0,,0,0,0,0,0,0,,105.0,105.0,0.0,,,2.43,0.8647686832740213,-0.5308805464159032,-0.3418942346777331,-0.49766005634035015,0.0,0.0,0,-1.3704348374339865,-1.0276085680975364
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_110_115,6.0,9.46,3.57,110.0,110.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_115/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_115/dataInfo.txt,,,110.0,0.0,,,110.0,115.0,,110.0,0.0,,0,0,0,0,0,0,,110.0,110.0,0.0,,,-3.460000000000001,-0.9691876750700283,-0.5308568762867316,-0.34189177184153996,-0.49766005634035015,0.0,0.0,0,-1.3704087044686217,-1.0275916059666397
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_110_infty,39.0,58.0,11.0,110.0,110.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_infty/dataInfo.txt,,,110.0,0.0,,,,,,110.0,0.0,,0,0,0,0,0,0,,110.0,110.0,0.0,,,-19.0,-1.7272727272727273,-0.5308568762867316,-0.34189177184153996,-0.49766005634035015,0.0,0.0,0,-1.3704087044686217,-1.0275916059666397
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_115_120,3.0,11.6,3.08,115.0,115.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_115_120/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_115_120/dataInfo.txt,,,115.0,0.0,,,115.0,120.0,,115.0,0.0,,0,0,0,0,0,0,,115.0,115.0,0.0,,,-8.6,-2.792207792207792,-0.5308332061575599,-0.34188930900534686,-0.49766005634035015,0.0,0.0,0,-1.370382571503257,-1.027574643835743
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_120_125,6.0,8.53,4.82,120.0,120.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_125/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_125/dataInfo.txt,,,120.0,0.0,,,120.0,125.0,,120.0,0.0,,0,0,0,0,0,0,,120.0,120.0,0.0,,,-2.5299999999999994,-0.5248962655601658,-0.5308095360283883,-0.34188684616915377,-0.49766005634035015,0.0,0.0,0,-1.3703564385378924,-1.0275576817048464
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_120_infty,30.0,40.0,8.0,120.0,120.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_infty/dataInfo.txt,,,120.0,0.0,,,,,,120.0,0.0,,0,0,0,0,0,0,,120.0,120.0,0.0,,,-10.0,-1.25,-0.5308095360283883,-0.34188684616915377,-0.49766005634035015,0.0,0.0,0,-1.3703564385378924,-1.0275576817048464
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_125_130,1.0,8.57,3.08,125.0,125.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_125_130/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_125_130/dataInfo.txt,,,125.0,0.0,,,125.0,130.0,,125.0,0.0,,0,0,0,0,0,0,,125.0,125.0,0.0,,,-7.57,-2.457792207792208,-0.5307858658992167,-0.3418843833329606,-0.49766005634035015,0.0,0.0,0,-1.3703303055725276,-1.0275407195739494
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_130_140,16.0,15.88,4.74,130.0,130.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_140/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_140/dataInfo.txt,,,130.0,0.0,,,130.0,140.0,,130.0,0.0,,0,0,0,0,0,0,,130.0,130.0,0.0,,,0.11999999999999922,0.025316455696202365,-0.530762195770045,-0.3418819204967675,-0.49766005634035015,0.0,0.0,0,-1.3703041726071628,-1.0275237574430527
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_130_infty,23.0,24.0,6.0,130.0,130.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_infty/dataInfo.txt,,,130.0,0.0,,,,,,130.0,0.0,,0,0,0,0,0,0,,130.0,130.0,0.0,,,-1.0,-0.16666666666666666,-0.530762195770045,-0.3418819204967675,-0.49766005634035015,0.0,0.0,0,-1.3703041726071628,-1.0275237574430527
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_140_infty,7.0,9.2,3.4,140.0,140.0,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_140_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_140_infty/dataInfo.txt,,,140.0,0.0,,,,,,140.0,0.0,,0,0,0,0,0,0,,140.0,140.0,0.0,,,-2.1999999999999993,-0.6470588235294116,-0.5307148555117018,-0.3418769948243813,-0.49766005634035015,0.0,0.0,0,-1.3702519066764332,-1.0274898331812592
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR1j_MT2_100_105,27.0,12.29,4.35,100.0,100.0,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_105/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_105/dataInfo.txt,,,100.0,1.0,,,100.0,105.0,,100.0,1.0,,0,0,0,0,0,0,,100.0,100.0,1.0,,,14.71,3.3816091954022993,-0.5309042165450748,-0.3418966975139262,-0.45143356840201215,0.0,0.0,0,-1.324234482461013,-0.9976212912007043
