analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,MET_imputed,MET_enriched_complete,HT_or_meff_imputed,HT_or_meff_enriched_complete,N_jets_imputed,N_jets_enriched_complete,N_leptons_imputed,N_leptons_enriched_complete,N_btags_imputed,N_btags_enriched_complete,category_imputed,category_enriched_complete,metadata_imputation_count,metadata_verified_fraction
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_b,7.0,9.2,2.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_c,7.0,6.0,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_d,12.0,11.0,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_e,17.0,14.8,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_f,18.0,16.47,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_g,16.0,14.6,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_h,44.0,33.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_a,16.0,13.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_a/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_b,8.0,5.5,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_c,6.0,6.3,3.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_d,41.0,23.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_e,59.0,40.0,8.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_f,21.0,15.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_a,3.0,4.0,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_a/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_b,3.0,3.6,1.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_c,9.0,7.8,2.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_d,13.0,13.6,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_e,9.0,7.9,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_f,6.0,7.8,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_g,8.0,6.8,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_h,6.0,6.1,1.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_a,8.0,4.0,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_a/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_b,5.0,5.3,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_c,15.0,9.1,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_d,19.0,21.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_e,30.0,27.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_f,24.0,17.8,3.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_g,32.0,23.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_h,11.0,19.2,2.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_a,10.0,11.6,3.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_a/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_b,3.0,6.9,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_c,11.0,7.1,1.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_d,12.0,15.4,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_e,9.0,12.5,2.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_f,11.0,11.3,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_g,10.0,12.4,2.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_h,8.0,6.8,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_a,3.0,7.0,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_a/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_b,6.0,4.4,1.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_b/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_c,15.0,11.8,2.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_c/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_d,23.0,25.9,3.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_d/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_e,37.0,36.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_e/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_f,44.0,35.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_f/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_g,41.0,34.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_g/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_h,28.0,24.8,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_h/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,500.0,1,650.0,1,2.0,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13,139.0,SR_ewk_1l1T,80.0,67.0,8.9,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_1l1T/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_1l1T/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,1,500.0,1,650.0,1,2.0,1,2.0,1,1.0,1,uncategorized,6,0.0
