analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,MET_imputed,MET_enriched_complete,HT_or_meff_imputed,HT_or_meff_enriched_complete,N_jets_imputed,N_jets_enriched_complete,N_leptons_imputed,N_leptons_enriched_complete,N_btags_imputed,N_btags_enriched_complete,category_imputed,category_enriched_complete,metadata_imputation_count,metadata_verified_fraction
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8125_815,41.0,38.7,12.69,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8125_815/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8125_815/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_815_8175,32.0,27.57,9.01,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_815_8175/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_815_8175/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8175_82,35.0,28.65,7.99,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8175_82/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8175_82/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_1,477.0,470.0,50.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_1_SF_77_1,620.0,630.0,70.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1_SF_77_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_1_SF_77_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_81_8125,29.0,31.9,5.22,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_8125/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_81_8125/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8225_825,31.0,24.52,5.17,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8225_825/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8225_825/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_825_8275,30.0,29.41,5.56,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_825_8275/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_825_8275/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8275_83,30.0,28.23,5.29,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8275_83/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8275_83/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_82_1,340.0,350.0,40.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_82_8225,27.0,36.58,7.31,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_8225/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_82_8225/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8325_835,29.0,23.2,8.69,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8325_835/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8325_835/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_835_8375,19.0,26.13,7.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_835_8375/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_835_8375/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_8375_84,20.0,26.33,5.95,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8375_84/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_8375_84/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_83_1,222.0,231.0,26.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_83_8325,24.0,29.78,11.44,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_8325/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_83_8325/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_845_85,27.0,30.4,8.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_845_85/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_845_85/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_84_1,130.0,126.0,15.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_84_845,34.0,30.55,8.15,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_845/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_84_845/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_85_1,69.0,65.0,10.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_85_86,34.0,37.23,7.65,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_86/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_85_86/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,DF_86_1,35.0,27.57,7.19,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_86_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/DF_86_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_775_78,23.0,28.75,5.63,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_775_78/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_775_78/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_77_1,143.0,167.0,32.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_77_775,34.0,32.34,9.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_775/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_77_775/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_785_79,19.0,20.58,6.13,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_785_79/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_785_79/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_78_1,86.0,108.0,23.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_78_785,20.0,29.24,7.85,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_785/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_78_785/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_795_80,10.0,15.13,3.26,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_795_80/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_795_80/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_79_1,47.0,58.0,15.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_79_795,15.0,16.41,7.36,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_795/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_79_795/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_80_1,22.0,28.0,8.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_80_81,15.0,15.53,5.61,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_81/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_80_81/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SF_81_1,7.0,12.06,4.28,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_81_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SF_81_1/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1,117.5,1,117.5,1,0.5,0,2.0,1,1.0,1,uncategorized,5,0.16666666666666663
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_100_105,13.0,16.33,5.29,100.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_105/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_105/dataInfo.txt,,,100.0,0.0,,,100.0,105.0,,100.0,0.0,,0,0,0,0,0,0,,100.0,100.0,0.0,,,0,100.0,0,100.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_100_infty,58.0,76.0,13.0,100.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_100_infty/dataInfo.txt,,,100.0,0.0,,,,,,100.0,0.0,,0,0,0,0,0,0,,100.0,100.0,0.0,,,0,100.0,0,100.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_105_110,6.0,3.57,2.81,105.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_105_110/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_105_110/dataInfo.txt,,,105.0,0.0,,,105.0,110.0,,105.0,0.0,,0,0,0,0,0,0,,105.0,105.0,0.0,,,0,105.0,0,105.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_110_115,6.0,9.46,3.57,110.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_115/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_115/dataInfo.txt,,,110.0,0.0,,,110.0,115.0,,110.0,0.0,,0,0,0,0,0,0,,110.0,110.0,0.0,,,0,110.0,0,110.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_110_infty,39.0,58.0,11.0,110.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_110_infty/dataInfo.txt,,,110.0,0.0,,,,,,110.0,0.0,,0,0,0,0,0,0,,110.0,110.0,0.0,,,0,110.0,0,110.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_115_120,3.0,11.6,3.08,115.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_115_120/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_115_120/dataInfo.txt,,,115.0,0.0,,,115.0,120.0,,115.0,0.0,,0,0,0,0,0,0,,115.0,115.0,0.0,,,0,115.0,0,115.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_120_125,6.0,8.53,4.82,120.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_125/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_125/dataInfo.txt,,,120.0,0.0,,,120.0,125.0,,120.0,0.0,,0,0,0,0,0,0,,120.0,120.0,0.0,,,0,120.0,0,120.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_120_infty,30.0,40.0,8.0,120.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_120_infty/dataInfo.txt,,,120.0,0.0,,,,,,120.0,0.0,,0,0,0,0,0,0,,120.0,120.0,0.0,,,0,120.0,0,120.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_125_130,1.0,8.57,3.08,125.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_125_130/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_125_130/dataInfo.txt,,,125.0,0.0,,,125.0,130.0,,125.0,0.0,,0,0,0,0,0,0,,125.0,125.0,0.0,,,0,125.0,0,125.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_130_140,16.0,15.88,4.74,130.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_140/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_140/dataInfo.txt,,,130.0,0.0,,,130.0,140.0,,130.0,0.0,,0,0,0,0,0,0,,130.0,130.0,0.0,,,0,130.0,0,130.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_130_infty,23.0,24.0,6.0,130.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_130_infty/dataInfo.txt,,,130.0,0.0,,,,,,130.0,0.0,,0,0,0,0,0,0,,130.0,130.0,0.0,,,0,130.0,0,130.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR0j_MT2_140_infty,7.0,9.2,3.4,140.0,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_140_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR0j_MT2_140_infty/dataInfo.txt,,,140.0,0.0,,,,,,140.0,0.0,,0,0,0,0,0,0,,140.0,140.0,0.0,,,0,140.0,0,140.0,0,0.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR1j_MT2_100_105,27.0,12.29,4.35,100.0,,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_105/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_105/dataInfo.txt,,,100.0,1.0,,,100.0,105.0,,100.0,1.0,,0,0,0,0,0,0,,100.0,100.0,1.0,,,0,100.0,0,100.0,0,1.0,1,2.0,1,1.0,1,uncategorized,3,0.5
ATLAS-SUSY-2019-02-eff,ATLAS,13,139.0,SR1j_MT2_100_infty,82.0,78.0,13.0,100.0,,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_infty/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2019-02-eff/SR1j_MT2_100_infty/dataInfo.txt,,,100.0,1.0,,,,,,100.0,1.0,,0,0,0,0,0,0,,100.0,100.0,1.0,,,0,100.0,0,100.0,0,1.0,1,2.0,1,1.0,1,uncategorized,3,0.5
