row_id,analysis,signal_region,HT_or_meff,MET,N_btags,N_jets,N_leptons,is_compressed,is_disappearing_track,is_displaced,is_high_MET,is_high_multiplicity,is_long_lived,is_reconstruction_difficult
42,ATLAS-SUSY-2016-24-eff,SR2-high,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ATLAS-SUSY-2016-24-eff,SR2-int,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ATLAS-SUSY-2016-24-eff,SR2-low,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ATLAS-SUSY-2016-24-eff,WZ-0Ja,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,ATLAS-SUSY-2016-24-eff,WZ-0Jb,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ATLAS-SUSY-2016-24-eff,WZ-0Jc,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,ATLAS-SUSY-2016-24-eff,WZ-1Ja,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ATLAS-SUSY-2016-24-eff,WZ-1Jb,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,ATLAS-SUSY-2016-24-eff,WZ-1Jc,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,ATLAS-SUSY-2016-27-eff,SRyy-SH,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,ATLAS-SUSY-2016-27-eff,SRyy-SL,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,ATLAS-SUSY-2016-32-eff-trim,SR1FULL_175,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,ATLAS-SUSY-2016-32-eff-trim,SR1FULL_375,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,ATLAS-SUSY-2016-32-eff-trim,SR1FULL_600,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,ATLAS-SUSY-2016-32-eff-trim,SR1FULL_825,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,ATLAS-SUSY-2016-32-eff-trim,SR2FULL_150,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,ATLAS-SUSY-2016-32-eff-trim,SR2FULL_350,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,ATLAS-SUSY-2016-32-eff-trim,SR2FULL_575,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,ATLAS-SUSY-2016-32-eff-trim,SR2FULL_800,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,ATLAS-SUSY-2017-03-eff,SR2l_High,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,ATLAS-SUSY-2017-03-eff,SR2l_ISR,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
63,ATLAS-SUSY-2017-03-eff,SR2l_Int,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,ATLAS-SUSY-2017-03-eff,SR2l_Low,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,ATLAS-SUSY-2017-03-eff,SR3l_High,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,ATLAS-SUSY-2017-03-eff,SR3l_ISR,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0
67,ATLAS-SUSY-2017-03-eff,SR3l_Int,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,ATLAS-SUSY-2017-03-eff,SR3l_Low,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ATLAS-SUSY-2018-04-eff,SRhigh,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,ATLAS-SUSY-2018-04-eff,SRlow,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,ATLAS-SUSY-2018-05-ewk-eff,SRHigh16_1_cuts,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,ATLAS-SUSY-2018-05-ewk-eff,SRHigh16_2_cuts,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,ATLAS-SUSY-2018-05-ewk-eff,SRHigh4_cuts,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,ATLAS-SUSY-2018-05-ewk-eff,SRHigh8_1_cuts,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
